GITTER_ID_100m;x_mp_100m;y_mp_100m;durchschnMieteQM;AnzahlWohnungen;werterlaeuternde_Zeichen
CRS3035RES100mN3263500E4543700;4543750;3263550;659;37;NA
CRS3035RES100mN3263500E4543900;4543950;3263550;1110;37;NA
CRS3035RES100mN3263500E4544100;4544150;3263550;1035;5;NA
CRS3035RES100mN3263500E4544200;4544250;3263550;793;3;NA
CRS3035RES100mN3263500E4544400;4544450;3263550;987;8;NA
CRS3035RES100mN3263500E4544500;4544550;3263550;1032;11;NA
CRS3035RES100mN3263500E4544600;4544650;3263550;638;25;NA
CRS3035RES100mN3263500E4544700;4544750;3263550;756;18;NA
CRS3035RES100mN3263500E4544800;4544850;3263550;863;10;NA
CRS3035RES100mN3263500E4544900;4544950;3263550;829;14;NA
CRS3035RES100mN3263500E4545000;4545050;3263550;694;6;NA
CRS3035RES100mN3263500E4545100;4545150;3263550;1048;7;NA
CRS3035RES100mN3263500E4545200;4545250;3263550;807;18;NA
CRS3035RES100mN3263500E4545300;4545350;3263550;867;12;NA
CRS3035RES100mN3263500E4545700;4545750;3263550;906;28;NA
CRS3035RES100mN3263500E4545800;4545850;3263550;836;28;NA
CRS3035RES100mN3263500E4545900;4545950;3263550;909;51;NA
CRS3035RES100mN3263500E4546000;4546050;3263550;746;51;NA
CRS3035RES100mN3263500E4546100;4546150;3263550;1169;7;NA
CRS3035RES100mN3263500E4546200;4546250;3263550;722;21;NA
CRS3035RES100mN3263500E4546300;4546350;3263550;1257;13;NA
CRS3035RES100mN3263500E4546600;4546650;3263550;726;9;NA
CRS3035RES100mN3263500E4546700;4546750;3263550;736;16;NA
CRS3035RES100mN3263500E4546900;4546950;3263550;1020;3;NA
CRS3035RES100mN3263500E4547000;4547050;3263550;925;37;NA
CRS3035RES100mN3263500E4547100;4547150;3263550;924;30;NA
CRS3035RES100mN3263500E4547200;4547250;3263550;1221;15;NA
CRS3035RES100mN3263500E4547300;4547350;3263550;1250;3;NA
CRS3035RES100mN3263500E4547400;4547450;3263550;837;52;NA
CRS3035RES100mN3263500E4547500;4547550;3263550;787;4;NA
CRS3035RES100mN3263500E4547600;4547650;3263550;533;3;NA
CRS3035RES100mN3263500E4547700;4547750;3263550;843;6;NA
CRS3035RES100mN3263500E4547800;4547850;3263550;710;50;NA
CRS3035RES100mN3263500E4547900;4547950;3263550;729;61;NA
CRS3035RES100mN3263500E4548000;4548050;3263550;722;40;NA
CRS3035RES100mN3263500E4548100;4548150;3263550;782;46;NA
CRS3035RES100mN3263500E4548200;4548250;3263550;692;102;NA
CRS3035RES100mN3263500E4548300;4548350;3263550;619;143;NA
CRS3035RES100mN3263500E4548400;4548450;3263550;775;58;NA
CRS3035RES100mN3263500E4548500;4548550;3263550;529;124;NA
CRS3035RES100mN3263500E4548600;4548650;3263550;561;93;NA
CRS3035RES100mN3263500E4548700;4548750;3263550;670;100;NA
CRS3035RES100mN3263500E4548800;4548850;3263550;694;48;NA
CRS3035RES100mN3263500E4548900;4548950;3263550;670;9;NA
CRS3035RES100mN3263500E4549300;4549350;3263550;762;67;NA
CRS3035RES100mN3263500E4549400;4549450;3263550;630;92;NA
CRS3035RES100mN3263500E4549500;4549550;3263550;608;77;NA
CRS3035RES100mN3263500E4550800;4550850;3263550;866;25;NA
CRS3035RES100mN3263500E4550900;4550950;3263550;724;51;NA
CRS3035RES100mN3263500E4551400;4551450;3263550;812;37;NA
CRS3035RES100mN3263500E4551500;4551550;3263550;593;75;NA
CRS3035RES100mN3263500E4551600;4551650;3263550;3206;402;NA
CRS3035RES100mN3263500E4551700;4551750;3263550;667;120;NA
CRS3035RES100mN3263500E4551800;4551850;3263550;589;160;NA
CRS3035RES100mN3263500E4551900;4551950;3263550;587;160;NA
CRS3035RES100mN3263500E4552000;4552050;3263550;585;75;NA
CRS3035RES100mN3263500E4552100;4552150;3263550;903;3;NA
CRS3035RES100mN3263500E4552300;4552350;3263550;925;102;NA
CRS3035RES100mN3263500E4554500;4554550;3263550;1187;52;NA
CRS3035RES100mN3263500E4554600;4554650;3263550;676;4;NA
CRS3035RES100mN3263500E4555500;4555550;3263550;589;129;NA
CRS3035RES100mN3263500E4555700;4555750;3263550;662;42;NA
CRS3035RES100mN3263500E4555800;4555850;3263550;700;69;NA
CRS3035RES100mN3263500E4555900;4555950;3263550;696;100;NA
CRS3035RES100mN3263500E4556100;4556150;3263550;675;78;NA
CRS3035RES100mN3263500E4556200;4556250;3263550;602;137;NA
CRS3035RES100mN3263500E4556300;4556350;3263550;650;36;NA
CRS3035RES100mN3263500E4556400;4556450;3263550;818;38;NA
CRS3035RES100mN3263500E4556500;4556550;3263550;888;8;NA
CRS3035RES100mN3263500E4556600;4556650;3263550;577;4;NA
CRS3035RES100mN3263500E4556700;4556750;3263550;710;92;NA
CRS3035RES100mN3263500E4556800;4556850;3263550;673;83;NA
CRS3035RES100mN3263500E4557000;4557050;3263550;687;20;NA
CRS3035RES100mN3263500E4557100;4557150;3263550;705;13;NA
CRS3035RES100mN3263500E4557300;4557350;3263550;797;10;NA
CRS3035RES100mN3263500E4557400;4557450;3263550;625;53;NA
CRS3035RES100mN3263500E4557500;4557550;3263550;901;3;NA
CRS3035RES100mN3263500E4557600;4557650;3263550;804;14;NA
CRS3035RES100mN3263500E4557700;4557750;3263550;807;6;NA
CRS3035RES100mN3263500E4557800;4557850;3263550;992;10;NA
CRS3035RES100mN3263500E4558100;4558150;3263550;580;6;NA
CRS3035RES100mN3263500E4558200;4558250;3263550;961;3;NA
CRS3035RES100mN3263500E4558300;4558350;3263550;567;4;NA
CRS3035RES100mN3263500E4558400;4558450;3263550;729;9;NA
CRS3035RES100mN3263500E4558500;4558550;3263550;915;48;NA
CRS3035RES100mN3263500E4559700;4559750;3263550;912;14;NA
CRS3035RES100mN3263500E4559800;4559850;3263550;573;21;NA
CRS3035RES100mN3263500E4559900;4559950;3263550;890;40;NA
CRS3035RES100mN3263500E4560000;4560050;3263550;904;16;NA
CRS3035RES100mN3263500E4563800;4563850;3263550;790;3;NA
CRS3035RES100mN3263500E4564500;4564550;3263550;885;42;NA
CRS3035RES100mN3263500E4564600;4564650;3263550;856;43;NA
CRS3035RES100mN3263500E4564700;4564750;3263550;804;32;NA
CRS3035RES100mN3263500E4564800;4564850;3263550;513;56;NA
CRS3035RES100mN3263500E4564900;4564950;3263550;518;96;NA
CRS3035RES100mN3263500E4565000;4565050;3263550;479;68;NA
CRS3035RES100mN3263500E4565100;4565150;3263550;493;88;NA
CRS3035RES100mN3263500E4565200;4565250;3263550;581;35;NA
CRS3035RES100mN3263500E4565300;4565350;3263550;499;150;NA
CRS3035RES100mN3263500E4570900;4570950;3263550;576;6;NA
CRS3035RES100mN3263500E4573800;4573850;3263550;868;5;NA
CRS3035RES100mN3263500E4574200;4574250;3263550;893;11;NA
CRS3035RES100mN3263600E4538900;4538950;3263650;1008;11;NA
CRS3035RES100mN3263600E4539000;4539050;3263650;840;27;NA
CRS3035RES100mN3263600E4539100;4539150;3263650;788;8;NA
CRS3035RES100mN3263600E4539400;4539450;3263650;994;15;NA
CRS3035RES100mN3263600E4539500;4539550;3263650;889;30;NA
CRS3035RES100mN3263600E4539700;4539750;3263650;905;8;NA
CRS3035RES100mN3263600E4539800;4539850;3263650;1616;4;NA
CRS3035RES100mN3263600E4539900;4539950;3263650;695;4;NA
CRS3035RES100mN3263600E4540100;4540150;3263650;937;6;NA
CRS3035RES100mN3263600E4540300;4540350;3263650;1178;5;NA
CRS3035RES100mN3263600E4540500;4540550;3263650;857;3;NA
CRS3035RES100mN3263600E4540600;4540650;3263650;811;25;NA
CRS3035RES100mN3263600E4540700;4540750;3263650;827;17;NA
CRS3035RES100mN3263600E4540800;4540850;3263650;798;3;NA
CRS3035RES100mN3263600E4540900;4540950;3263650;718;7;NA
CRS3035RES100mN3263600E4541000;4541050;3263650;942;6;NA
CRS3035RES100mN3263600E4541200;4541250;3263650;729;3;NA
CRS3035RES100mN3263600E4541400;4541450;3263650;857;5;NA
CRS3035RES100mN3263600E4541500;4541550;3263650;1167;9;NA
CRS3035RES100mN3263600E4541600;4541650;3263650;1523;15;NA
CRS3035RES100mN3263600E4541700;4541750;3263650;765;15;NA
CRS3035RES100mN3263600E4541800;4541850;3263650;1149;3;NA
CRS3035RES100mN3263600E4541900;4541950;3263650;797;8;NA
CRS3035RES100mN3263600E4542000;4542050;3263650;2962;3;NA
CRS3035RES100mN3263600E4542400;4542450;3263650;824;44;NA
CRS3035RES100mN3263600E4542500;4542550;3263650;874;49;NA
CRS3035RES100mN3263600E4542600;4542650;3263650;952;6;NA
CRS3035RES100mN3263600E4542700;4542750;3263650;824;38;NA
CRS3035RES100mN3263600E4543000;4543050;3263650;802;18;NA
CRS3035RES100mN3263600E4543100;4543150;3263650;839;44;NA
CRS3035RES100mN3263600E4543200;4543250;3263650;689;33;NA
CRS3035RES100mN3263600E4543300;4543350;3263650;856;57;NA
CRS3035RES100mN3263600E4543400;4543450;3263650;825;50;NA
CRS3035RES100mN3263600E4543500;4543550;3263650;751;55;NA
CRS3035RES100mN3263600E4543600;4543650;3263650;823;37;NA
CRS3035RES100mN3263600E4543700;4543750;3263650;685;7;NA
CRS3035RES100mN3263600E4544100;4544150;3263650;809;9;NA
CRS3035RES100mN3263600E4544200;4544250;3263650;861;33;NA
CRS3035RES100mN3263600E4544300;4544350;3263650;519;3;NA
CRS3035RES100mN3263600E4544400;4544450;3263650;909;5;NA
CRS3035RES100mN3263600E4544500;4544550;3263650;871;15;NA
CRS3035RES100mN3263600E4544600;4544650;3263650;744;7;NA
CRS3035RES100mN3263600E4544700;4544750;3263650;775;5;NA
CRS3035RES100mN3263600E4544800;4544850;3263650;1070;5;NA
CRS3035RES100mN3263600E4544900;4544950;3263650;1188;5;NA
CRS3035RES100mN3263600E4545000;4545050;3263650;748;32;NA
CRS3035RES100mN3263600E4545100;4545150;3263650;876;9;NA
CRS3035RES100mN3263600E4545200;4545250;3263650;859;8;NA
CRS3035RES100mN3263600E4545300;4545350;3263650;966;10;NA
CRS3035RES100mN3263600E4545400;4545450;3263650;857;12;NA
CRS3035RES100mN3263600E4545500;4545550;3263650;756;35;NA
CRS3035RES100mN3263600E4545600;4545650;3263650;676;13;NA
CRS3035RES100mN3263600E4545800;4545850;3263650;886;24;NA
CRS3035RES100mN3263600E4545900;4545950;3263650;936;8;NA
CRS3035RES100mN3263600E4546000;4546050;3263650;870;64;NA
CRS3035RES100mN3263600E4546100;4546150;3263650;1001;10;NA
CRS3035RES100mN3263600E4546200;4546250;3263650;703;16;NA
CRS3035RES100mN3263600E4546300;4546350;3263650;784;105;NA
CRS3035RES100mN3263600E4546700;4546750;3263650;664;23;NA
CRS3035RES100mN3263600E4546800;4546850;3263650;972;12;NA
CRS3035RES100mN3263600E4546900;4546950;3263650;770;33;NA
CRS3035RES100mN3263600E4547000;4547050;3263650;859;8;NA
CRS3035RES100mN3263600E4547100;4547150;3263650;771;12;NA
CRS3035RES100mN3263600E4547200;4547250;3263650;771;14;NA
CRS3035RES100mN3263600E4547500;4547550;3263650;1193;10;NA
CRS3035RES100mN3263600E4547600;4547650;3263650;836;10;NA
CRS3035RES100mN3263600E4547700;4547750;3263650;994;5;NA
CRS3035RES100mN3263600E4547800;4547850;3263650;709;7;NA
CRS3035RES100mN3263600E4547900;4547950;3263650;769;79;NA
CRS3035RES100mN3263600E4548100;4548150;3263650;1021;3;NA
CRS3035RES100mN3263600E4548300;4548350;3263650;632;91;NA
CRS3035RES100mN3263600E4548400;4548450;3263650;622;55;NA
CRS3035RES100mN3263600E4548500;4548550;3263650;572;88;NA
CRS3035RES100mN3263600E4548600;4548650;3263650;696;85;NA
CRS3035RES100mN3263600E4548700;4548750;3263650;650;77;NA
CRS3035RES100mN3263600E4548800;4548850;3263650;673;40;NA
CRS3035RES100mN3263600E4549300;4549350;3263650;545;54;NA
CRS3035RES100mN3263600E4549400;4549450;3263650;568;95;NA
CRS3035RES100mN3263600E4549500;4549550;3263650;576;105;NA
CRS3035RES100mN3263600E4549600;4549650;3263650;634;9;NA
CRS3035RES100mN3263600E4550700;4550750;3263650;575;5;NA
CRS3035RES100mN3263600E4550800;4550850;3263650;603;48;NA
CRS3035RES100mN3263600E4550900;4550950;3263650;639;47;NA
CRS3035RES100mN3263600E4551000;4551050;3263650;891;36;NA
CRS3035RES100mN3263600E4551100;4551150;3263650;714;76;NA
CRS3035RES100mN3263600E4551200;4551250;3263650;834;59;NA
CRS3035RES100mN3263600E4551300;4551350;3263650;694;37;NA
CRS3035RES100mN3263600E4551400;4551450;3263650;772;34;NA
CRS3035RES100mN3263600E4551600;4551650;3263650;953;6;NA
CRS3035RES100mN3263600E4551700;4551750;3263650;634;14;NA
CRS3035RES100mN3263600E4551900;4551950;3263650;793;7;NA
CRS3035RES100mN3263600E4552000;4552050;3263650;626;10;NA
CRS3035RES100mN3263600E4552200;4552250;3263650;731;4;NA
CRS3035RES100mN3263600E4552300;4552350;3263650;910;4;NA
CRS3035RES100mN3263600E4554500;4554550;3263650;1160;54;NA
CRS3035RES100mN3263600E4555500;4555550;3263650;657;81;NA
CRS3035RES100mN3263600E4555600;4555650;3263650;765;83;NA
CRS3035RES100mN3263600E4555700;4555750;3263650;611;48;NA
CRS3035RES100mN3263600E4555800;4555850;3263650;644;43;NA
CRS3035RES100mN3263600E4556000;4556050;3263650;758;89;NA
CRS3035RES100mN3263600E4556100;4556150;3263650;720;76;NA
CRS3035RES100mN3263600E4556400;4556450;3263650;790;8;NA
CRS3035RES100mN3263600E4556500;4556550;3263650;741;25;NA
CRS3035RES100mN3263600E4556600;4556650;3263650;731;3;NA
CRS3035RES100mN3263600E4556700;4556750;3263650;796;49;NA
CRS3035RES100mN3263600E4556800;4556850;3263650;709;146;NA
CRS3035RES100mN3263600E4556900;4556950;3263650;648;128;NA
CRS3035RES100mN3263600E4557000;4557050;3263650;884;70;NA
CRS3035RES100mN3263600E4557100;4557150;3263650;695;19;NA
CRS3035RES100mN3263600E4557200;4557250;3263650;1179;4;NA
CRS3035RES100mN3263600E4557300;4557350;3263650;690;13;NA
CRS3035RES100mN3263600E4557400;4557450;3263650;766;21;NA
CRS3035RES100mN3263600E4557600;4557650;3263650;400;3;KLAMMERN
CRS3035RES100mN3263600E4557800;4557850;3263650;898;3;NA
CRS3035RES100mN3263600E4558000;4558050;3263650;361;3;KLAMMERN
CRS3035RES100mN3263600E4558100;4558150;3263650;927;9;NA
CRS3035RES100mN3263600E4558300;4558350;3263650;887;6;NA
CRS3035RES100mN3263600E4558400;4558450;3263650;651;3;NA
CRS3035RES100mN3263600E4558500;4558550;3263650;797;22;NA
CRS3035RES100mN3263600E4559700;4559750;3263650;907;49;NA
CRS3035RES100mN3263600E4559900;4559950;3263650;971;8;NA
CRS3035RES100mN3263600E4564300;4564350;3263650;735;5;NA
CRS3035RES100mN3263600E4564400;4564450;3263650;586;3;NA
CRS3035RES100mN3263600E4564500;4564550;3263650;828;55;NA
CRS3035RES100mN3263600E4564600;4564650;3263650;869;85;NA
CRS3035RES100mN3263600E4564700;4564750;3263650;800;18;NA
CRS3035RES100mN3263600E4564800;4564850;3263650;555;46;NA
CRS3035RES100mN3263600E4564900;4564950;3263650;478;47;NA
CRS3035RES100mN3263600E4565000;4565050;3263650;478;64;NA
CRS3035RES100mN3263600E4565100;4565150;3263650;498;84;NA
CRS3035RES100mN3263600E4565200;4565250;3263650;577;63;NA
CRS3035RES100mN3263600E4565300;4565350;3263650;526;79;NA
CRS3035RES100mN3263600E4573800;4573850;3263650;997;5;NA
CRS3035RES100mN3263600E4574200;4574250;3263650;853;5;NA
CRS3035RES100mN3263700E4539000;4539050;3263750;887;4;NA
CRS3035RES100mN3263700E4539100;4539150;3263750;911;8;NA
CRS3035RES100mN3263700E4539300;4539350;3263750;629;3;NA
CRS3035RES100mN3263700E4539600;4539650;3263750;706;10;NA
CRS3035RES100mN3263700E4539700;4539750;3263750;1002;3;NA
CRS3035RES100mN3263700E4539800;4539850;3263750;1217;3;NA
CRS3035RES100mN3263700E4539900;4539950;3263750;1032;4;NA
CRS3035RES100mN3263700E4540000;4540050;3263750;934;10;NA
CRS3035RES100mN3263700E4540100;4540150;3263750;773;7;NA
CRS3035RES100mN3263700E4540200;4540250;3263750;601;8;NA
CRS3035RES100mN3263700E4540400;4540450;3263750;911;8;NA
CRS3035RES100mN3263700E4540500;4540550;3263750;1227;3;NA
CRS3035RES100mN3263700E4540600;4540650;3263750;919;27;NA
CRS3035RES100mN3263700E4540700;4540750;3263750;764;11;NA
CRS3035RES100mN3263700E4540800;4540850;3263750;1075;15;NA
CRS3035RES100mN3263700E4540900;4540950;3263750;495;10;NA
CRS3035RES100mN3263700E4541000;4541050;3263750;981;4;NA
CRS3035RES100mN3263700E4541200;4541250;3263750;644;3;NA
CRS3035RES100mN3263700E4541300;4541350;3263750;1280;6;NA
CRS3035RES100mN3263700E4541400;4541450;3263750;1032;3;NA
CRS3035RES100mN3263700E4541500;4541550;3263750;906;5;NA
CRS3035RES100mN3263700E4541600;4541650;3263750;928;44;NA
CRS3035RES100mN3263700E4541700;4541750;3263750;1090;14;NA
CRS3035RES100mN3263700E4541800;4541850;3263750;932;17;NA
CRS3035RES100mN3263700E4541900;4541950;3263750;712;5;NA
CRS3035RES100mN3263700E4542400;4542450;3263750;1068;7;NA
CRS3035RES100mN3263700E4542500;4542550;3263750;918;18;NA
CRS3035RES100mN3263700E4542600;4542650;3263750;687;53;NA
CRS3035RES100mN3263700E4542700;4542750;3263750;659;64;NA
CRS3035RES100mN3263700E4542800;4542850;3263750;988;19;NA
CRS3035RES100mN3263700E4542900;4542950;3263750;854;20;NA
CRS3035RES100mN3263700E4543000;4543050;3263750;758;66;NA
CRS3035RES100mN3263700E4543100;4543150;3263750;754;57;NA
CRS3035RES100mN3263700E4543200;4543250;3263750;899;47;NA
CRS3035RES100mN3263700E4543300;4543350;3263750;777;55;NA
CRS3035RES100mN3263700E4543400;4543450;3263750;724;41;NA
CRS3035RES100mN3263700E4543500;4543550;3263750;785;57;NA
CRS3035RES100mN3263700E4543600;4543650;3263750;783;84;NA
CRS3035RES100mN3263700E4543700;4543750;3263750;855;176;NA
CRS3035RES100mN3263700E4544100;4544150;3263750;788;9;NA
CRS3035RES100mN3263700E4544200;4544250;3263750;963;19;NA
CRS3035RES100mN3263700E4544300;4544350;3263750;941;31;NA
CRS3035RES100mN3263700E4544400;4544450;3263750;526;3;NA
CRS3035RES100mN3263700E4544600;4544650;3263750;862;17;NA
CRS3035RES100mN3263700E4544800;4544850;3263750;767;24;NA
CRS3035RES100mN3263700E4545000;4545050;3263750;997;11;NA
CRS3035RES100mN3263700E4545100;4545150;3263750;924;9;NA
CRS3035RES100mN3263700E4545200;4545250;3263750;667;8;NA
CRS3035RES100mN3263700E4545300;4545350;3263750;798;3;NA
CRS3035RES100mN3263700E4545400;4545450;3263750;884;7;NA
CRS3035RES100mN3263700E4545500;4545550;3263750;769;29;NA
CRS3035RES100mN3263700E4545600;4545650;3263750;825;43;NA
CRS3035RES100mN3263700E4545700;4545750;3263750;780;15;NA
CRS3035RES100mN3263700E4545800;4545850;3263750;864;5;NA
CRS3035RES100mN3263700E4545900;4545950;3263750;798;31;NA
CRS3035RES100mN3263700E4546000;4546050;3263750;855;23;NA
CRS3035RES100mN3263700E4546100;4546150;3263750;925;10;NA
CRS3035RES100mN3263700E4546200;4546250;3263750;808;23;NA
CRS3035RES100mN3263700E4546300;4546350;3263750;950;47;NA
CRS3035RES100mN3263700E4546400;4546450;3263750;907;8;NA
CRS3035RES100mN3263700E4546900;4546950;3263750;627;15;NA
CRS3035RES100mN3263700E4547000;4547050;3263750;734;25;NA
CRS3035RES100mN3263700E4547100;4547150;3263750;654;26;NA
CRS3035RES100mN3263700E4547200;4547250;3263750;463;9;NA
CRS3035RES100mN3263700E4547300;4547350;3263750;523;11;NA
CRS3035RES100mN3263700E4547400;4547450;3263750;879;12;NA
CRS3035RES100mN3263700E4547500;4547550;3263750;1040;6;NA
CRS3035RES100mN3263700E4547600;4547650;3263750;880;18;NA
CRS3035RES100mN3263700E4547700;4547750;3263750;879;17;NA
CRS3035RES100mN3263700E4547800;4547850;3263750;725;15;NA
CRS3035RES100mN3263700E4547900;4547950;3263750;727;7;NA
CRS3035RES100mN3263700E4548000;4548050;3263750;561;78;NA
CRS3035RES100mN3263700E4548100;4548150;3263750;843;55;NA
CRS3035RES100mN3263700E4548200;4548250;3263750;741;34;NA
CRS3035RES100mN3263700E4548300;4548350;3263750;695;76;NA
CRS3035RES100mN3263700E4548400;4548450;3263750;734;27;NA
CRS3035RES100mN3263700E4548500;4548550;3263750;841;45;NA
CRS3035RES100mN3263700E4548600;4548650;3263750;736;25;NA
CRS3035RES100mN3263700E4548700;4548750;3263750;813;49;NA
CRS3035RES100mN3263700E4548800;4548850;3263750;565;46;NA
CRS3035RES100mN3263700E4548900;4548950;3263750;910;33;NA
CRS3035RES100mN3263700E4549000;4549050;3263750;645;117;NA
CRS3035RES100mN3263700E4549300;4549350;3263750;649;40;NA
CRS3035RES100mN3263700E4549400;4549450;3263750;533;151;NA
CRS3035RES100mN3263700E4549500;4549550;3263750;619;61;NA
CRS3035RES100mN3263700E4549600;4549650;3263750;676;54;NA
CRS3035RES100mN3263700E4550600;4550650;3263750;599;12;NA
CRS3035RES100mN3263700E4550700;4550750;3263750;610;118;NA
CRS3035RES100mN3263700E4550800;4550850;3263750;599;91;NA
CRS3035RES100mN3263700E4550900;4550950;3263750;570;77;NA
CRS3035RES100mN3263700E4551000;4551050;3263750;699;63;NA
CRS3035RES100mN3263700E4551100;4551150;3263750;738;83;NA
CRS3035RES100mN3263700E4551200;4551250;3263750;817;64;NA
CRS3035RES100mN3263700E4551300;4551350;3263750;745;54;NA
CRS3035RES100mN3263700E4551400;4551450;3263750;669;44;NA
CRS3035RES100mN3263700E4551500;4551550;3263750;605;5;NA
CRS3035RES100mN3263700E4551600;4551650;3263750;800;3;NA
CRS3035RES100mN3263700E4551700;4551750;3263750;750;3;NA
CRS3035RES100mN3263700E4552000;4552050;3263750;789;8;NA
CRS3035RES100mN3263700E4552100;4552150;3263750;827;19;NA
CRS3035RES100mN3263700E4552200;4552250;3263750;721;3;NA
CRS3035RES100mN3263700E4552300;4552350;3263750;1089;3;NA
CRS3035RES100mN3263700E4552800;4552850;3263750;839;4;NA
CRS3035RES100mN3263700E4552900;4552950;3263750;825;8;NA
CRS3035RES100mN3263700E4554500;4554550;3263750;1189;94;NA
CRS3035RES100mN3263700E4555600;4555650;3263750;674;15;NA
CRS3035RES100mN3263700E4555700;4555750;3263750;748;15;NA
CRS3035RES100mN3263700E4555800;4555850;3263750;722;114;NA
CRS3035RES100mN3263700E4555900;4555950;3263750;575;8;NA
CRS3035RES100mN3263700E4556000;4556050;3263750;785;65;NA
CRS3035RES100mN3263700E4556100;4556150;3263750;716;65;NA
CRS3035RES100mN3263700E4556200;4556250;3263750;701;104;NA
CRS3035RES100mN3263700E4556300;4556350;3263750;789;17;NA
CRS3035RES100mN3263700E4556500;4556550;3263750;759;29;NA
CRS3035RES100mN3263700E4556700;4556750;3263750;906;3;NA
CRS3035RES100mN3263700E4556800;4556850;3263750;585;84;NA
CRS3035RES100mN3263700E4556900;4556950;3263750;640;180;NA
CRS3035RES100mN3263700E4557000;4557050;3263750;678;30;NA
CRS3035RES100mN3263700E4557100;4557150;3263750;908;9;NA
CRS3035RES100mN3263700E4557300;4557350;3263750;768;19;NA
CRS3035RES100mN3263700E4557400;4557450;3263750;858;5;NA
CRS3035RES100mN3263700E4557500;4557550;3263750;647;7;NA
CRS3035RES100mN3263700E4557600;4557650;3263750;669;8;NA
CRS3035RES100mN3263700E4557700;4557750;3263750;791;8;NA
CRS3035RES100mN3263700E4557800;4557850;3263750;937;25;NA
CRS3035RES100mN3263700E4558200;4558250;3263750;890;3;NA
CRS3035RES100mN3263700E4558300;4558350;3263750;1276;6;NA
CRS3035RES100mN3263700E4559200;4559250;3263750;681;3;NA
CRS3035RES100mN3263700E4559300;4559350;3263750;1083;3;NA
CRS3035RES100mN3263700E4559400;4559450;3263750;742;3;NA
CRS3035RES100mN3263700E4564100;4564150;3263750;1023;4;NA
CRS3035RES100mN3263700E4564400;4564450;3263750;960;3;NA
CRS3035RES100mN3263700E4564500;4564550;3263750;1008;3;NA
CRS3035RES100mN3263700E4564600;4564650;3263750;525;6;NA
CRS3035RES100mN3263700E4564700;4564750;3263750;761;50;NA
CRS3035RES100mN3263700E4564900;4564950;3263750;865;9;NA
CRS3035RES100mN3263700E4565000;4565050;3263750;461;30;NA
CRS3035RES100mN3263700E4565100;4565150;3263750;512;17;NA
CRS3035RES100mN3263700E4565200;4565250;3263750;695;27;NA
CRS3035RES100mN3263700E4565300;4565350;3263750;716;83;NA
CRS3035RES100mN3263700E4571800;4571850;3263750;383;3;KLAMMERN
CRS3035RES100mN3263700E4573700;4573750;3263750;980;4;NA
CRS3035RES100mN3263700E4573900;4573950;3263750;1036;14;NA
CRS3035RES100mN3263700E4574000;4574050;3263750;578;3;NA
CRS3035RES100mN3263700E4574100;4574150;3263750;714;10;NA
CRS3035RES100mN3263800E4539900;4539950;3263850;1113;10;NA
CRS3035RES100mN3263800E4540000;4540050;3263850;1254;3;NA
CRS3035RES100mN3263800E4540100;4540150;3263850;725;3;NA
CRS3035RES100mN3263800E4540200;4540250;3263850;1286;4;NA
CRS3035RES100mN3263800E4540400;4540450;3263850;878;12;NA
CRS3035RES100mN3263800E4540500;4540550;3263850;1042;7;NA
CRS3035RES100mN3263800E4540600;4540650;3263850;809;13;NA
CRS3035RES100mN3263800E4540800;4540850;3263850;651;9;NA
CRS3035RES100mN3263800E4540900;4540950;3263850;830;8;NA
CRS3035RES100mN3263800E4541000;4541050;3263850;603;6;NA
CRS3035RES100mN3263800E4541200;4541250;3263850;844;3;NA
CRS3035RES100mN3263800E4541400;4541450;3263850;778;7;NA
CRS3035RES100mN3263800E4541600;4541650;3263850;989;15;NA
CRS3035RES100mN3263800E4541700;4541750;3263850;836;21;NA
CRS3035RES100mN3263800E4541800;4541850;3263850;880;25;NA
CRS3035RES100mN3263800E4542300;4542350;3263850;1089;6;NA
CRS3035RES100mN3263800E4542400;4542450;3263850;1117;3;NA
CRS3035RES100mN3263800E4542500;4542550;3263850;604;3;NA
CRS3035RES100mN3263800E4542600;4542650;3263850;818;10;NA
CRS3035RES100mN3263800E4542700;4542750;3263850;656;46;NA
CRS3035RES100mN3263800E4542800;4542850;3263850;934;25;NA
CRS3035RES100mN3263800E4542900;4542950;3263850;789;31;NA
CRS3035RES100mN3263800E4543100;4543150;3263850;994;359;NA
CRS3035RES100mN3263800E4543200;4543250;3263850;982;24;NA
CRS3035RES100mN3263800E4543300;4543350;3263850;822;33;NA
CRS3035RES100mN3263800E4543400;4543450;3263850;793;15;NA
CRS3035RES100mN3263800E4543500;4543550;3263850;821;51;NA
CRS3035RES100mN3263800E4543600;4543650;3263850;774;49;NA
CRS3035RES100mN3263800E4543700;4543750;3263850;776;83;NA
CRS3035RES100mN3263800E4543800;4543850;3263850;622;47;NA
CRS3035RES100mN3263800E4543900;4543950;3263850;641;21;NA
CRS3035RES100mN3263800E4544000;4544050;3263850;859;3;NA
CRS3035RES100mN3263800E4544100;4544150;3263850;860;13;NA
CRS3035RES100mN3263800E4544200;4544250;3263850;658;12;NA
CRS3035RES100mN3263800E4544300;4544350;3263850;817;10;NA
CRS3035RES100mN3263800E4544400;4544450;3263850;778;9;NA
CRS3035RES100mN3263800E4544500;4544550;3263850;735;12;NA
CRS3035RES100mN3263800E4544600;4544650;3263850;1426;3;NA
CRS3035RES100mN3263800E4544700;4544750;3263850;691;27;NA
