GITTER_ID_100m;x_mp_100m;y_mp_100m;durchschnMieteQM;AnzahlWohnungen;werterlaeuternde_Zeichen
CRS3035RES100mN3270000E4543600;4543650;3270050;707;8;NA
CRS3035RES100mN3270000E4543800;4543850;3270050;622;13;NA
CRS3035RES100mN3270000E4543900;4543950;3270050;835;92;NA
CRS3035RES100mN3270000E4544000;4544050;3270050;665;125;NA
CRS3035RES100mN3270000E4544100;4544150;3270050;725;3;NA
CRS3035RES100mN3270000E4544200;4544250;3270050;728;40;NA
CRS3035RES100mN3270000E4544300;4544350;3270050;806;22;NA
CRS3035RES100mN3270000E4544600;4544650;3270050;864;148;NA
CRS3035RES100mN3270000E4544700;4544750;3270050;847;153;NA
CRS3035RES100mN3270000E4544800;4544850;3270050;830;96;NA
CRS3035RES100mN3270000E4544900;4544950;3270050;890;152;NA
CRS3035RES100mN3270000E4545000;4545050;3270050;734;149;NA
CRS3035RES100mN3270000E4545100;4545150;3270050;632;69;NA
CRS3035RES100mN3270000E4545200;4545250;3270050;627;48;NA
CRS3035RES100mN3270000E4545300;4545350;3270050;765;89;NA
CRS3035RES100mN3270000E4545500;4545550;3270050;1028;4;NA
CRS3035RES100mN3270000E4545600;4545650;3270050;1132;14;NA
CRS3035RES100mN3270000E4545800;4545850;3270050;702;45;NA
CRS3035RES100mN3270000E4545900;4545950;3270050;805;25;NA
CRS3035RES100mN3270000E4546000;4546050;3270050;811;96;NA
CRS3035RES100mN3270000E4546100;4546150;3270050;825;141;NA
CRS3035RES100mN3270000E4546200;4546250;3270050;795;92;NA
CRS3035RES100mN3270000E4546300;4546350;3270050;1437;60;NA
CRS3035RES100mN3270000E4546400;4546450;3270050;820;12;NA
CRS3035RES100mN3270000E4546500;4546550;3270050;842;155;NA
CRS3035RES100mN3270000E4546600;4546650;3270050;917;133;NA
CRS3035RES100mN3270000E4546700;4546750;3270050;915;125;NA
CRS3035RES100mN3270000E4546800;4546850;3270050;814;134;NA
CRS3035RES100mN3270000E4546900;4546950;3270050;760;26;NA
CRS3035RES100mN3270000E4547000;4547050;3270050;812;82;NA
CRS3035RES100mN3270000E4547100;4547150;3270050;887;27;NA
CRS3035RES100mN3270000E4547200;4547250;3270050;866;107;NA
CRS3035RES100mN3270000E4547300;4547350;3270050;815;132;NA
CRS3035RES100mN3270000E4547400;4547450;3270050;873;43;NA
CRS3035RES100mN3270000E4547500;4547550;3270050;741;151;NA
CRS3035RES100mN3270000E4547600;4547650;3270050;884;102;NA
CRS3035RES100mN3270000E4547700;4547750;3270050;780;142;NA
CRS3035RES100mN3270000E4547800;4547850;3270050;767;134;NA
CRS3035RES100mN3270000E4547900;4547950;3270050;828;103;NA
CRS3035RES100mN3270000E4548000;4548050;3270050;925;125;NA
CRS3035RES100mN3270000E4548100;4548150;3270050;881;125;NA
CRS3035RES100mN3270000E4548200;4548250;3270050;940;64;NA
CRS3035RES100mN3270000E4548300;4548350;3270050;688;86;NA
CRS3035RES100mN3270000E4548400;4548450;3270050;1137;34;NA
CRS3035RES100mN3270000E4548500;4548550;3270050;882;114;NA
CRS3035RES100mN3270000E4548600;4548650;3270050;815;143;NA
CRS3035RES100mN3270000E4548700;4548750;3270050;823;123;NA
CRS3035RES100mN3270000E4548800;4548850;3270050;793;174;NA
CRS3035RES100mN3270000E4549200;4549250;3270050;748;128;NA
CRS3035RES100mN3270000E4549300;4549350;3270050;740;103;NA
CRS3035RES100mN3270000E4549400;4549450;3270050;593;206;NA
CRS3035RES100mN3270000E4549500;4549550;3270050;558;118;NA
CRS3035RES100mN3270000E4549600;4549650;3270050;796;33;NA
CRS3035RES100mN3270000E4549700;4549750;3270050;608;239;NA
CRS3035RES100mN3270000E4549800;4549850;3270050;738;127;NA
CRS3035RES100mN3270000E4549900;4549950;3270050;1081;9;NA
CRS3035RES100mN3270000E4550200;4550250;3270050;960;45;NA
CRS3035RES100mN3270000E4550300;4550350;3270050;715;100;NA
CRS3035RES100mN3270000E4550400;4550450;3270050;756;130;NA
CRS3035RES100mN3270000E4550500;4550550;3270050;893;75;NA
CRS3035RES100mN3270000E4550600;4550650;3270050;956;125;NA
CRS3035RES100mN3270000E4550700;4550750;3270050;751;136;NA
CRS3035RES100mN3270000E4550800;4550850;3270050;830;157;NA
CRS3035RES100mN3270000E4550900;4550950;3270050;783;67;NA
CRS3035RES100mN3270000E4551000;4551050;3270050;832;65;NA
CRS3035RES100mN3270000E4551100;4551150;3270050;674;94;NA
CRS3035RES100mN3270000E4551200;4551250;3270050;699;140;NA
CRS3035RES100mN3270000E4551300;4551350;3270050;884;199;NA
CRS3035RES100mN3270000E4551400;4551450;3270050;835;82;NA
CRS3035RES100mN3270000E4551500;4551550;3270050;715;159;NA
CRS3035RES100mN3270000E4551600;4551650;3270050;783;107;NA
CRS3035RES100mN3270000E4551700;4551750;3270050;831;35;NA
CRS3035RES100mN3270000E4551900;4551950;3270050;730;100;NA
CRS3035RES100mN3270000E4552000;4552050;3270050;809;127;NA
CRS3035RES100mN3270000E4552100;4552150;3270050;886;183;NA
CRS3035RES100mN3270000E4552300;4552350;3270050;711;51;NA
CRS3035RES100mN3270000E4552400;4552450;3270050;655;170;NA
CRS3035RES100mN3270000E4552500;4552550;3270050;782;157;NA
CRS3035RES100mN3270000E4552600;4552650;3270050;743;26;NA
CRS3035RES100mN3270000E4552700;4552750;3270050;744;148;NA
CRS3035RES100mN3270000E4552800;4552850;3270050;1013;158;NA
CRS3035RES100mN3270000E4552900;4552950;3270050;883;105;NA
CRS3035RES100mN3270000E4553000;4553050;3270050;805;209;NA
CRS3035RES100mN3270000E4553100;4553150;3270050;685;129;NA
CRS3035RES100mN3270000E4553200;4553250;3270050;859;235;NA
CRS3035RES100mN3270000E4553300;4553350;3270050;739;67;NA
CRS3035RES100mN3270000E4553400;4553450;3270050;679;60;NA
CRS3035RES100mN3270000E4553500;4553550;3270050;992;119;NA
CRS3035RES100mN3270000E4553600;4553650;3270050;780;190;NA
CRS3035RES100mN3270000E4553700;4553750;3270050;720;180;NA
CRS3035RES100mN3270000E4553800;4553850;3270050;705;179;NA
CRS3035RES100mN3270000E4553900;4553950;3270050;799;86;NA
CRS3035RES100mN3270000E4554000;4554050;3270050;734;170;NA
CRS3035RES100mN3270000E4554100;4554150;3270050;771;206;NA
CRS3035RES100mN3270000E4554200;4554250;3270050;1021;63;NA
CRS3035RES100mN3270000E4554500;4554550;3270050;845;14;NA
CRS3035RES100mN3270000E4554600;4554650;3270050;681;123;NA
CRS3035RES100mN3270000E4554700;4554750;3270050;785;136;NA
CRS3035RES100mN3270000E4554800;4554850;3270050;648;116;NA
CRS3035RES100mN3270000E4554900;4554950;3270050;613;82;NA
CRS3035RES100mN3270000E4555000;4555050;3270050;615;62;NA
CRS3035RES100mN3270000E4555100;4555150;3270050;774;87;NA
CRS3035RES100mN3270000E4555200;4555250;3270050;666;203;NA
CRS3035RES100mN3270000E4555300;4555350;3270050;676;132;NA
CRS3035RES100mN3270000E4555400;4555450;3270050;1032;150;NA
CRS3035RES100mN3270000E4555500;4555550;3270050;910;84;NA
CRS3035RES100mN3270000E4555600;4555650;3270050;688;75;NA
CRS3035RES100mN3270000E4555700;4555750;3270050;644;276;NA
CRS3035RES100mN3270000E4555900;4555950;3270050;864;55;NA
CRS3035RES100mN3270000E4556000;4556050;3270050;602;13;NA
CRS3035RES100mN3270000E4559700;4559750;3270050;1271;94;NA
CRS3035RES100mN3270000E4559800;4559850;3270050;668;77;NA
CRS3035RES100mN3270000E4559900;4559950;3270050;686;44;NA
CRS3035RES100mN3270000E4560000;4560050;3270050;583;43;NA
CRS3035RES100mN3270000E4560100;4560150;3270050;726;75;NA
CRS3035RES100mN3270000E4560200;4560250;3270050;755;79;NA
CRS3035RES100mN3270000E4560300;4560350;3270050;921;42;NA
CRS3035RES100mN3270000E4560400;4560450;3270050;657;21;NA
CRS3035RES100mN3270000E4560500;4560550;3270050;798;52;NA
CRS3035RES100mN3270000E4560600;4560650;3270050;581;3;NA
CRS3035RES100mN3270000E4560700;4560750;3270050;880;10;NA
CRS3035RES100mN3270000E4560800;4560850;3270050;1021;3;NA
CRS3035RES100mN3270000E4561100;4561150;3270050;670;3;NA
CRS3035RES100mN3270000E4561300;4561350;3270050;909;29;NA
CRS3035RES100mN3270000E4561400;4561450;3270050;1349;75;NA
CRS3035RES100mN3270000E4561500;4561550;3270050;1066;42;NA
CRS3035RES100mN3270000E4562700;4562750;3270050;552;6;NA
CRS3035RES100mN3270000E4562800;4562850;3270050;897;3;NA
CRS3035RES100mN3270000E4562900;4562950;3270050;767;8;NA
CRS3035RES100mN3270000E4563700;4563750;3270050;1083;6;NA
CRS3035RES100mN3270000E4563900;4563950;3270050;871;5;NA
CRS3035RES100mN3270000E4564200;4564250;3270050;805;3;NA
CRS3035RES100mN3270000E4564300;4564350;3270050;625;3;NA
CRS3035RES100mN3270000E4564400;4564450;3270050;786;3;NA
CRS3035RES100mN3270000E4564700;4564750;3270050;1042;4;NA
CRS3035RES100mN3270000E4565600;4565650;3270050;676;7;NA
CRS3035RES100mN3270000E4565700;4565750;3270050;761;16;NA
CRS3035RES100mN3270100E4542800;4542850;3270150;1211;9;NA
CRS3035RES100mN3270100E4543600;4543650;3270150;1387;3;NA
CRS3035RES100mN3270100E4543900;4543950;3270150;726;29;NA
CRS3035RES100mN3270100E4544000;4544050;3270150;696;86;NA
CRS3035RES100mN3270100E4544100;4544150;3270150;1047;41;NA
CRS3035RES100mN3270100E4544200;4544250;3270150;721;78;NA
CRS3035RES100mN3270100E4544500;4544550;3270150;1134;123;NA
CRS3035RES100mN3270100E4544600;4544650;3270150;863;120;NA
CRS3035RES100mN3270100E4544700;4544750;3270150;831;111;NA
CRS3035RES100mN3270100E4544800;4544850;3270150;921;79;NA
CRS3035RES100mN3270100E4544900;4544950;3270150;719;75;NA
CRS3035RES100mN3270100E4545000;4545050;3270150;807;55;NA
CRS3035RES100mN3270100E4545100;4545150;3270150;819;84;NA
CRS3035RES100mN3270100E4545200;4545250;3270150;848;154;NA
CRS3035RES100mN3270100E4545300;4545350;3270150;908;22;NA
CRS3035RES100mN3270100E4545400;4545450;3270150;921;41;NA
CRS3035RES100mN3270100E4545500;4545550;3270150;704;22;NA
CRS3035RES100mN3270100E4545600;4545650;3270150;781;84;NA
CRS3035RES100mN3270100E4545700;4545750;3270150;949;115;NA
CRS3035RES100mN3270100E4545800;4545850;3270150;878;98;NA
CRS3035RES100mN3270100E4545900;4545950;3270150;776;105;NA
CRS3035RES100mN3270100E4546000;4546050;3270150;1190;59;NA
CRS3035RES100mN3270100E4546100;4546150;3270150;811;37;NA
CRS3035RES100mN3270100E4546200;4546250;3270150;582;28;NA
CRS3035RES100mN3270100E4546300;4546350;3270150;945;47;NA
CRS3035RES100mN3270100E4546400;4546450;3270150;910;110;NA
CRS3035RES100mN3270100E4546500;4546550;3270150;1022;94;NA
CRS3035RES100mN3270100E4546600;4546650;3270150;751;94;NA
CRS3035RES100mN3270100E4546700;4546750;3270150;851;49;NA
CRS3035RES100mN3270100E4546800;4546850;3270150;840;33;NA
CRS3035RES100mN3270100E4546900;4546950;3270150;1065;68;NA
CRS3035RES100mN3270100E4547100;4547150;3270150;826;130;NA
CRS3035RES100mN3270100E4547200;4547250;3270150;1113;12;NA
CRS3035RES100mN3270100E4547300;4547350;3270150;780;87;NA
CRS3035RES100mN3270100E4547400;4547450;3270150;749;125;NA
CRS3035RES100mN3270100E4547500;4547550;3270150;720;132;NA
CRS3035RES100mN3270100E4547600;4547650;3270150;696;80;NA
CRS3035RES100mN3270100E4547700;4547750;3270150;750;122;NA
CRS3035RES100mN3270100E4547800;4547850;3270150;748;134;NA
CRS3035RES100mN3270100E4548000;4548050;3270150;654;18;NA
CRS3035RES100mN3270100E4548100;4548150;3270150;862;144;NA
CRS3035RES100mN3270100E4548200;4548250;3270150;855;143;NA
CRS3035RES100mN3270100E4548300;4548350;3270150;863;192;NA
CRS3035RES100mN3270100E4548400;4548450;3270150;845;24;NA
CRS3035RES100mN3270100E4548500;4548550;3270150;867;102;NA
CRS3035RES100mN3270100E4548600;4548650;3270150;797;127;NA
CRS3035RES100mN3270100E4548700;4548750;3270150;866;115;NA
CRS3035RES100mN3270100E4548800;4548850;3270150;831;139;NA
CRS3035RES100mN3270100E4549200;4549250;3270150;684;173;NA
CRS3035RES100mN3270100E4549300;4549350;3270150;722;11;NA
CRS3035RES100mN3270100E4549400;4549450;3270150;597;153;NA
CRS3035RES100mN3270100E4549500;4549550;3270150;670;125;NA
CRS3035RES100mN3270100E4549600;4549650;3270150;613;77;NA
CRS3035RES100mN3270100E4549700;4549750;3270150;586;42;NA
CRS3035RES100mN3270100E4549800;4549850;3270150;753;54;NA
CRS3035RES100mN3270100E4550200;4550250;3270150;1111;93;NA
CRS3035RES100mN3270100E4550300;4550350;3270150;988;142;NA
CRS3035RES100mN3270100E4550400;4550450;3270150;817;88;NA
CRS3035RES100mN3270100E4550500;4550550;3270150;747;212;NA
CRS3035RES100mN3270100E4550600;4550650;3270150;830;130;NA
CRS3035RES100mN3270100E4550700;4550750;3270150;834;86;NA
CRS3035RES100mN3270100E4550800;4550850;3270150;703;40;NA
CRS3035RES100mN3270100E4550900;4550950;3270150;753;65;NA
CRS3035RES100mN3270100E4551000;4551050;3270150;647;70;NA
CRS3035RES100mN3270100E4551100;4551150;3270150;890;91;NA
CRS3035RES100mN3270100E4551200;4551250;3270150;690;67;NA
CRS3035RES100mN3270100E4551300;4551350;3270150;843;144;NA
CRS3035RES100mN3270100E4551400;4551450;3270150;731;145;NA
CRS3035RES100mN3270100E4551600;4551650;3270150;871;258;NA
CRS3035RES100mN3270100E4551700;4551750;3270150;793;101;NA
CRS3035RES100mN3270100E4551900;4551950;3270150;826;75;NA
CRS3035RES100mN3270100E4552000;4552050;3270150;694;68;NA
CRS3035RES100mN3270100E4552300;4552350;3270150;1557;3;NA
CRS3035RES100mN3270100E4552400;4552450;3270150;922;20;NA
CRS3035RES100mN3270100E4552500;4552550;3270150;1095;71;NA
CRS3035RES100mN3270100E4552600;4552650;3270150;822;205;NA
CRS3035RES100mN3270100E4552700;4552750;3270150;1011;94;NA
CRS3035RES100mN3270100E4552800;4552850;3270150;732;150;NA
CRS3035RES100mN3270100E4552900;4552950;3270150;702;202;NA
CRS3035RES100mN3270100E4553000;4553050;3270150;483;23;NA
CRS3035RES100mN3270100E4553100;4553150;3270150;834;173;NA
CRS3035RES100mN3270100E4553200;4553250;3270150;776;80;NA
CRS3035RES100mN3270100E4553300;4553350;3270150;679;66;NA
CRS3035RES100mN3270100E4553400;4553450;3270150;708;81;NA
CRS3035RES100mN3270100E4553500;4553550;3270150;748;147;NA
CRS3035RES100mN3270100E4553600;4553650;3270150;815;159;NA
CRS3035RES100mN3270100E4553700;4553750;3270150;727;165;NA
CRS3035RES100mN3270100E4553800;4553850;3270150;659;161;NA
CRS3035RES100mN3270100E4553900;4553950;3270150;764;185;NA
CRS3035RES100mN3270100E4554000;4554050;3270150;851;142;NA
CRS3035RES100mN3270100E4554100;4554150;3270150;831;234;NA
CRS3035RES100mN3270100E4554200;4554250;3270150;900;62;NA
CRS3035RES100mN3270100E4554300;4554350;3270150;736;13;NA
CRS3035RES100mN3270100E4554600;4554650;3270150;728;105;NA
CRS3035RES100mN3270100E4554700;4554750;3270150;627;119;NA
CRS3035RES100mN3270100E4554800;4554850;3270150;504;105;NA
CRS3035RES100mN3270100E4554900;4554950;3270150;611;86;NA
CRS3035RES100mN3270100E4555000;4555050;3270150;823;200;NA
CRS3035RES100mN3270100E4555100;4555150;3270150;776;216;NA
CRS3035RES100mN3270100E4555200;4555250;3270150;763;166;NA
CRS3035RES100mN3270100E4555300;4555350;3270150;720;22;NA
CRS3035RES100mN3270100E4555400;4555450;3270150;657;18;NA
CRS3035RES100mN3270100E4555600;4555650;3270150;835;79;NA
CRS3035RES100mN3270100E4555700;4555750;3270150;737;35;NA
CRS3035RES100mN3270100E4557300;4557350;3270150;1152;8;NA
CRS3035RES100mN3270100E4557400;4557450;3270150;1172;36;NA
CRS3035RES100mN3270100E4559400;4559450;3270150;1368;24;NA
CRS3035RES100mN3270100E4559500;4559550;3270150;741;20;NA
CRS3035RES100mN3270100E4559600;4559650;3270150;661;20;NA
CRS3035RES100mN3270100E4559700;4559750;3270150;662;61;NA
CRS3035RES100mN3270100E4559800;4559850;3270150;674;63;NA
CRS3035RES100mN3270100E4559900;4559950;3270150;667;47;NA
CRS3035RES100mN3270100E4560100;4560150;3270150;759;55;NA
CRS3035RES100mN3270100E4560200;4560250;3270150;785;66;NA
CRS3035RES100mN3270100E4560300;4560350;3270150;832;87;NA
CRS3035RES100mN3270100E4560400;4560450;3270150;873;52;NA
CRS3035RES100mN3270100E4560500;4560550;3270150;665;48;NA
CRS3035RES100mN3270100E4560600;4560650;3270150;820;28;NA
CRS3035RES100mN3270100E4560700;4560750;3270150;710;39;NA
CRS3035RES100mN3270100E4560800;4560850;3270150;737;12;NA
CRS3035RES100mN3270100E4561300;4561350;3270150;794;21;NA
CRS3035RES100mN3270100E4561400;4561450;3270150;1113;12;NA
CRS3035RES100mN3270100E4561500;4561550;3270150;1120;21;NA
CRS3035RES100mN3270100E4562800;4562850;3270150;817;6;NA
CRS3035RES100mN3270100E4563600;4563650;3270150;1282;7;NA
CRS3035RES100mN3270100E4563700;4563750;3270150;814;9;NA
CRS3035RES100mN3270100E4563800;4563850;3270150;858;10;NA
CRS3035RES100mN3270100E4564000;4564050;3270150;910;3;NA
CRS3035RES100mN3270100E4566500;4566550;3270150;809;3;NA
CRS3035RES100mN3270100E4566600;4566650;3270150;499;3;NA
CRS3035RES100mN3270200E4542600;4542650;3270250;730;5;NA
CRS3035RES100mN3270200E4542800;4542850;3270250;853;8;NA
CRS3035RES100mN3270200E4542900;4542950;3270250;657;3;NA
CRS3035RES100mN3270200E4543200;4543250;3270250;1222;6;NA
CRS3035RES100mN3270200E4543300;4543350;3270250;1032;28;NA
CRS3035RES100mN3270200E4543600;4543650;3270250;483;11;NA
CRS3035RES100mN3270200E4543900;4543950;3270250;795;32;NA
CRS3035RES100mN3270200E4544000;4544050;3270250;755;90;NA
CRS3035RES100mN3270200E4544100;4544150;3270250;730;84;NA
CRS3035RES100mN3270200E4544400;4544450;3270250;787;78;NA
CRS3035RES100mN3270200E4544500;4544550;3270250;855;120;NA
CRS3035RES100mN3270200E4544600;4544650;3270250;1109;207;NA
CRS3035RES100mN3270200E4544700;4544750;3270250;1002;123;NA
CRS3035RES100mN3270200E4544800;4544850;3270250;787;113;NA
CRS3035RES100mN3270200E4544900;4544950;3270250;863;115;NA
CRS3035RES100mN3270200E4545000;4545050;3270250;970;26;NA
CRS3035RES100mN3270200E4545100;4545150;3270250;656;58;NA
CRS3035RES100mN3270200E4545200;4545250;3270250;854;125;NA
CRS3035RES100mN3270200E4545300;4545350;3270250;848;25;NA
CRS3035RES100mN3270200E4545400;4545450;3270250;807;62;NA
CRS3035RES100mN3270200E4545500;4545550;3270250;981;50;NA
CRS3035RES100mN3270200E4545600;4545650;3270250;1214;62;NA
CRS3035RES100mN3270200E4545700;4545750;3270250;1338;70;NA
CRS3035RES100mN3270200E4545800;4545850;3270250;827;162;NA
CRS3035RES100mN3270200E4545900;4545950;3270250;986;72;NA
CRS3035RES100mN3270200E4546000;4546050;3270250;819;117;NA
CRS3035RES100mN3270200E4546100;4546150;3270250;881;81;NA
CRS3035RES100mN3270200E4546200;4546250;3270250;983;153;NA
CRS3035RES100mN3270200E4546400;4546450;3270250;730;76;NA
CRS3035RES100mN3270200E4546500;4546550;3270250;817;110;NA
CRS3035RES100mN3270200E4546600;4546650;3270250;754;77;NA
CRS3035RES100mN3270200E4546700;4546750;3270250;905;123;NA
CRS3035RES100mN3270200E4546800;4546850;3270250;1231;22;NA
CRS3035RES100mN3270200E4546900;4546950;3270250;711;60;NA
CRS3035RES100mN3270200E4547000;4547050;3270250;1218;80;NA
CRS3035RES100mN3270200E4547200;4547250;3270250;570;23;NA
CRS3035RES100mN3270200E4547300;4547350;3270250;953;83;NA
CRS3035RES100mN3270200E4547400;4547450;3270250;835;48;NA
CRS3035RES100mN3270200E4547500;4547550;3270250;829;48;NA
CRS3035RES100mN3270200E4547600;4547650;3270250;833;95;NA
CRS3035RES100mN3270200E4547700;4547750;3270250;1056;182;NA
CRS3035RES100mN3270200E4547800;4547850;3270250;1033;68;NA
CRS3035RES100mN3270200E4547900;4547950;3270250;730;63;NA
CRS3035RES100mN3270200E4548000;4548050;3270250;814;126;NA
CRS3035RES100mN3270200E4548100;4548150;3270250;799;54;NA
CRS3035RES100mN3270200E4548200;4548250;3270250;833;86;NA
CRS3035RES100mN3270200E4548300;4548350;3270250;845;78;NA
CRS3035RES100mN3270200E4548400;4548450;3270250;877;136;NA
CRS3035RES100mN3270200E4548500;4548550;3270250;723;101;NA
CRS3035RES100mN3270200E4548600;4548650;3270250;718;120;NA
CRS3035RES100mN3270200E4548700;4548750;3270250;840;97;NA
CRS3035RES100mN3270200E4548800;4548850;3270250;587;17;NA
CRS3035RES100mN3270200E4548900;4548950;3270250;593;160;NA
CRS3035RES100mN3270200E4549000;4549050;3270250;558;112;NA
CRS3035RES100mN3270200E4549100;4549150;3270250;698;8;NA
CRS3035RES100mN3270200E4549200;4549250;3270250;958;79;NA
CRS3035RES100mN3270200E4549300;4549350;3270250;700;104;NA
CRS3035RES100mN3270200E4549400;4549450;3270250;712;106;NA
CRS3035RES100mN3270200E4549500;4549550;3270250;1229;91;NA
CRS3035RES100mN3270200E4549600;4549650;3270250;574;53;NA
CRS3035RES100mN3270200E4550300;4550350;3270250;1153;48;NA
CRS3035RES100mN3270200E4550400;4550450;3270250;825;115;NA
CRS3035RES100mN3270200E4550500;4550550;3270250;788;148;NA
CRS3035RES100mN3270200E4550600;4550650;3270250;734;38;NA
CRS3035RES100mN3270200E4550700;4550750;3270250;805;135;NA
CRS3035RES100mN3270200E4550800;4550850;3270250;512;19;NA
CRS3035RES100mN3270200E4550900;4550950;3270250;745;26;NA
CRS3035RES100mN3270200E4551000;4551050;3270250;622;65;NA
CRS3035RES100mN3270200E4551100;4551150;3270250;811;19;NA
CRS3035RES100mN3270200E4551200;4551250;3270250;787;40;NA
CRS3035RES100mN3270200E4551300;4551350;3270250;714;166;NA
CRS3035RES100mN3270200E4551400;4551450;3270250;842;121;NA
CRS3035RES100mN3270200E4551500;4551550;3270250;765;222;NA
CRS3035RES100mN3270200E4551600;4551650;3270250;755;249;NA
CRS3035RES100mN3270200E4551700;4551750;3270250;755;108;NA
CRS3035RES100mN3270200E4551800;4551850;3270250;694;46;NA
CRS3035RES100mN3270200E4551900;4551950;3270250;757;111;NA
CRS3035RES100mN3270200E4552000;4552050;3270250;642;15;NA
CRS3035RES100mN3270200E4552500;4552550;3270250;847;73;NA
CRS3035RES100mN3270200E4552600;4552650;3270250;762;7;NA
CRS3035RES100mN3270200E4552700;4552750;3270250;699;14;NA
CRS3035RES100mN3270200E4552800;4552850;3270250;790;195;NA
CRS3035RES100mN3270200E4552900;4552950;3270250;773;196;NA
CRS3035RES100mN3270200E4553000;4553050;3270250;805;213;NA
CRS3035RES100mN3270200E4553100;4553150;3270250;779;101;NA
CRS3035RES100mN3270200E4553200;4553250;3270250;707;123;NA
CRS3035RES100mN3270200E4553300;4553350;3270250;778;137;NA
CRS3035RES100mN3270200E4553400;4553450;3270250;796;177;NA
CRS3035RES100mN3270200E4553500;4553550;3270250;793;211;NA
CRS3035RES100mN3270200E4553600;4553650;3270250;830;205;NA
CRS3035RES100mN3270200E4553700;4553750;3270250;861;180;NA
CRS3035RES100mN3270200E4553800;4553850;3270250;758;197;NA
CRS3035RES100mN3270200E4553900;4553950;3270250;910;31;NA
CRS3035RES100mN3270200E4554000;4554050;3270250;716;48;NA
CRS3035RES100mN3270200E4554100;4554150;3270250;895;48;NA
CRS3035RES100mN3270200E4554200;4554250;3270250;892;26;NA
CRS3035RES100mN3270200E4554300;4554350;3270250;888;104;NA
CRS3035RES100mN3270200E4554400;4554450;3270250;1114;102;NA
CRS3035RES100mN3270200E4554600;4554650;3270250;971;9;NA
CRS3035RES100mN3270200E4554700;4554750;3270250;534;96;NA
CRS3035RES100mN3270200E4554800;4554850;3270250;513;75;NA
CRS3035RES100mN3270200E4554900;4554950;3270250;754;212;NA
CRS3035RES100mN3270200E4555000;4555050;3270250;665;175;NA
CRS3035RES100mN3270200E4555100;4555150;3270250;784;58;NA
CRS3035RES100mN3270200E4555200;4555250;3270250;726;99;NA
CRS3035RES100mN3270200E4556300;4556350;3270250;419;14;NA
CRS3035RES100mN3270200E4557300;4557350;3270250;917;36;NA
CRS3035RES100mN3270200E4557400;4557450;3270250;1191;20;NA
CRS3035RES100mN3270200E4559300;4559350;3270250;969;90;NA
CRS3035RES100mN3270200E4559400;4559450;3270250;723;24;NA
CRS3035RES100mN3270200E4559500;4559550;3270250;768;87;NA
CRS3035RES100mN3270200E4559600;4559650;3270250;1151;50;NA
CRS3035RES100mN3270200E4559700;4559750;3270250;678;33;NA
CRS3035RES100mN3270200E4559800;4559850;3270250;673;93;NA
CRS3035RES100mN3270200E4560100;4560150;3270250;1003;37;NA
CRS3035RES100mN3270200E4560200;4560250;3270250;768;52;NA
CRS3035RES100mN3270200E4560300;4560350;3270250;589;6;NA
CRS3035RES100mN3270200E4560400;4560450;3270250;798;34;NA
CRS3035RES100mN3270200E4560500;4560550;3270250;696;78;NA
CRS3035RES100mN3270200E4560600;4560650;3270250;393;3;KLAMMERN
CRS3035RES100mN3270200E4560700;4560750;3270250;939;7;NA
CRS3035RES100mN3270200E4560800;4560850;3270250;918;3;NA
CRS3035RES100mN3270200E4561200;4561250;3270250;626;18;NA
CRS3035RES100mN3270200E4561300;4561350;3270250;835;29;NA
CRS3035RES100mN3270200E4561400;4561450;3270250;1260;87;NA
CRS3035RES100mN3270200E4561500;4561550;3270250;1037;20;NA
CRS3035RES100mN3270200E4562500;4562550;3270250;862;4;NA
CRS3035RES100mN3270200E4562900;4562950;3270250;854;6;NA
CRS3035RES100mN3270200E4563200;4563250;3270250;796;9;NA
CRS3035RES100mN3270200E4563600;4563650;3270250;824;5;NA
CRS3035RES100mN3270200E4563700;4563750;3270250;906;3;NA
CRS3035RES100mN3270200E4563900;4563950;3270250;1045;3;NA
CRS3035RES100mN3270200E4564300;4564350;3270250;1061;5;NA
CRS3035RES100mN3270200E4566000;4566050;3270250;463;3;KLAMMERN
CRS3035RES100mN3270200E4566100;4566150;3270250;761;3;NA
CRS3035RES100mN3270300E4542700;4542750;3270350;1192;3;NA
CRS3035RES100mN3270300E4542900;4542950;3270350;1445;3;NA
CRS3035RES100mN3270300E4543600;4543650;3270350;879;3;NA
CRS3035RES100mN3270300E4543900;4543950;3270350;891;80;NA
CRS3035RES100mN3270300E4544000;4544050;3270350;779;116;NA
CRS3035RES100mN3270300E4544100;4544150;3270350;915;20;NA
CRS3035RES100mN3270300E4544300;4544350;3270350;856;44;NA
CRS3035RES100mN3270300E4544400;4544450;3270350;864;59;NA
CRS3035RES100mN3270300E4544500;4544550;3270350;907;107;NA
CRS3035RES100mN3270300E4544600;4544650;3270350;944;66;NA
CRS3035RES100mN3270300E4544700;4544750;3270350;807;140;NA
CRS3035RES100mN3270300E4544800;4544850;3270350;814;88;NA
CRS3035RES100mN3270300E4544900;4544950;3270350;765;73;NA
CRS3035RES100mN3270300E4545000;4545050;3270350;846;90;NA
CRS3035RES100mN3270300E4545100;4545150;3270350;753;49;NA
CRS3035RES100mN3270300E4545200;4545250;3270350;730;60;NA
CRS3035RES100mN3270300E4545300;4545350;3270350;929;218;NA
CRS3035RES100mN3270300E4545400;4545450;3270350;1025;71;NA
