GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Unter3;a3bis5;a6bis9;a10bis15;a16bis18;a19bis24;a25bis39;a40bis59;a60bis66;a67bis74;a75undaelter
CRS3035RES100mN3284300E4557800;4557850;3284350;27;–;–;3;–;–;3;5;3;3;5;3
CRS3035RES100mN3284300E4557900;4557950;3284350;13;–;–;–;–;–;–;3;7;3;3;–
CRS3035RES100mN3284400E4539100;4539150;3284450;34;3;3;3;3;3;3;7;12;–;3;–
CRS3035RES100mN3284400E4539200;4539250;3284450;28;–;–;–;3;–;–;5;11;5;3;3
CRS3035RES100mN3284400E4539300;4539350;3284450;14;–;–;–;–;–;–;3;–;3;–;3
CRS3035RES100mN3284400E4539400;4539450;3284450;30;–;–;3;3;3;–;4;8;3;3;3
CRS3035RES100mN3284400E4539500;4539550;3284450;5;–;–;–;3;–;–;–;3;–;–;–
CRS3035RES100mN3284400E4539700;4539750;3284450;34;3;3;–;–;–;–;12;–;8;–;5
CRS3035RES100mN3284400E4539800;4539850;3284450;19;–;3;–;–;–;–;–;5;–;9;7
CRS3035RES100mN3284400E4539900;4539950;3284450;43;–;5;3;–;–;–;8;14;3;3;5
CRS3035RES100mN3284400E4540000;4540050;3284450;13;–;–;–;–;–;–;–;3;–;3;4
CRS3035RES100mN3284400E4540100;4540150;3284450;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3284400E4540200;4540250;3284450;31;–;–;–;3;–;–;–;8;10;3;8
CRS3035RES100mN3284400E4540300;4540350;3284450;37;–;–;5;3;–;5;4;13;3;3;–
CRS3035RES100mN3284400E4540400;4540450;3284450;25;–;–;–;3;3;–;3;15;5;3;3
CRS3035RES100mN3284400E4540500;4540550;3284450;39;–;–;–;–;–;3;7;6;3;9;9
CRS3035RES100mN3284400E4540600;4540650;3284450;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3284400E4543700;4543750;3284450;34;–;–;–;–;–;4;3;7;–;6;10
CRS3035RES100mN3284400E4543800;4543850;3284450;13;–;–;–;–;–;3;–;4;3;–;–
CRS3035RES100mN3284400E4544100;4544150;3284450;3;–;–;–;–;–;–;–;–;–;–;4
CRS3035RES100mN3284400E4544200;4544250;3284450;52;–;–;–;3;–;–;7;14;6;5;7
CRS3035RES100mN3284400E4544300;4544350;3284450;45;–;3;–;3;3;–;–;20;–;3;4
CRS3035RES100mN3284400E4544400;4544450;3284450;9;–;–;–;–;–;–;–;4;–;3;–
CRS3035RES100mN3284400E4544500;4544550;3284450;36;3;3;3;–;–;–;5;12;5;–;11
CRS3035RES100mN3284400E4544600;4544650;3284450;32;–;3;3;–;–;3;3;6;3;7;11
CRS3035RES100mN3284400E4544700;4544750;3284450;32;–;3;–;4;–;5;3;11;5;3;4
CRS3035RES100mN3284400E4544800;4544850;3284450;47;–;3;3;3;–;3;3;11;4;5;8
CRS3035RES100mN3284400E4544900;4544950;3284450;62;3;3;–;3;–;4;9;8;4;8;19
CRS3035RES100mN3284400E4545000;4545050;3284450;46;–;–;–;–;–;3;–;11;6;11;8
CRS3035RES100mN3284400E4545100;4545150;3284450;22;–;–;3;–;3;–;–;11;3;–;6
CRS3035RES100mN3284400E4545200;4545250;3284450;37;–;–;–;4;–;–;4;13;–;3;7
CRS3035RES100mN3284400E4545300;4545350;3284450;34;–;–;3;3;3;3;4;11;3;4;3
CRS3035RES100mN3284400E4545400;4545450;3284450;31;–;–;3;3;–;3;5;8;–;–;10
CRS3035RES100mN3284400E4545500;4545550;3284450;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3284400E4545700;4545750;3284450;26;–;–;3;–;4;–;–;11;–;3;–
CRS3035RES100mN3284400E4545800;4545850;3284450;28;–;–;–;–;–;–;7;–;4;6;9
CRS3035RES100mN3284400E4545900;4545950;3284450;57;–;–;–;7;4;7;5;19;6;–;7
CRS3035RES100mN3284400E4546000;4546050;3284450;20;–;–;–;–;–;–;4;5;4;3;6
CRS3035RES100mN3284400E4546100;4546150;3284450;47;–;3;3;3;–;–;8;14;7;3;6
CRS3035RES100mN3284400E4546200;4546250;3284450;18;–;–;–;3;–;–;–;7;3;4;3
CRS3035RES100mN3284400E4546300;4546350;3284450;33;–;3;–;3;3;–;3;13;8;9;3
CRS3035RES100mN3284400E4547000;4547050;3284450;18;–;–;–;–;–;–;7;5;3;–;4
CRS3035RES100mN3284400E4547100;4547150;3284450;11;–;–;–;–;–;–;–;4;3;–;3
CRS3035RES100mN3284400E4550900;4550950;3284450;25;–;–;–;3;–;3;5;7;–;–;–
CRS3035RES100mN3284400E4551000;4551050;3284450;14;–;–;3;3;–;–;–;3;–;–;–
CRS3035RES100mN3284400E4552200;4552250;3284450;8;–;–;–;–;–;3;–;6;–;3;–
CRS3035RES100mN3284400E4552500;4552550;3284450;9;–;–;–;–;–;–;–;3;3;–;–
CRS3035RES100mN3284400E4552600;4552650;3284450;13;–;–;–;3;–;–;3;4;3;–;–
CRS3035RES100mN3284400E4552700;4552750;3284450;5;–;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3284400E4553200;4553250;3284450;12;–;–;–;–;–;3;–;4;3;–;–
CRS3035RES100mN3284400E4553300;4553350;3284450;19;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3284400E4554600;4554650;3284450;17;–;–;3;–;–;–;3;7;–;–;–
CRS3035RES100mN3284400E4555800;4555850;3284450;17;–;–;–;–;–;–;–;6;3;3;3
CRS3035RES100mN3284400E4555900;4555950;3284450;141;–;4;3;4;3;–;33;48;14;15;13
CRS3035RES100mN3284400E4556200;4556250;3284450;10;–;–;–;–;–;–;–;5;–;–;3
CRS3035RES100mN3284400E4556300;4556350;3284450;12;–;–;3;–;–;–;3;3;–;–;–
CRS3035RES100mN3284400E4556400;4556450;3284450;36;–;3;–;3;6;–;3;13;3;3;7
CRS3035RES100mN3284400E4556500;4556550;3284450;16;–;–;3;3;–;–;3;5;–;–;–
CRS3035RES100mN3284400E4556600;4556650;3284450;26;3;–;–;–;–;–;–;10;5;5;–
CRS3035RES100mN3284400E4556700;4556750;3284450;22;–;–;–;–;3;–;3;6;–;4;3
CRS3035RES100mN3284400E4556800;4556850;3284450;44;3;–;–;8;3;3;5;15;5;–;–
CRS3035RES100mN3284400E4556900;4556950;3284450;152;4;4;12;17;5;7;21;44;6;15;21
CRS3035RES100mN3284400E4557000;4557050;3284450;85;8;10;5;4;8;4;18;18;3;5;–
CRS3035RES100mN3284400E4557100;4557150;3284450;52;3;3;5;6;–;3;10;16;4;–;–
CRS3035RES100mN3284400E4557200;4557250;3284450;66;3;3;10;9;–;7;16;13;3;–;5
CRS3035RES100mN3284400E4557300;4557350;3284450;28;–;3;–;3;–;–;3;10;3;3;–
CRS3035RES100mN3284400E4557400;4557450;3284450;39;–;–;3;–;3;–;–;10;6;3;13
CRS3035RES100mN3284400E4557500;4557550;3284450;26;–;–;–;3;–;3;5;6;–;–;7
CRS3035RES100mN3284400E4557600;4557650;3284450;22;–;–;3;–;–;3;–;3;3;6;3
CRS3035RES100mN3284400E4557800;4557850;3284450;8;–;–;–;–;–;–;–;–;3;3;3
CRS3035RES100mN3284400E4557900;4557950;3284450;23;3;–;–;3;–;3;4;8;–;–;5
CRS3035RES100mN3284400E4558000;4558050;3284450;4;–;–;3;–;–;–;–;3;–;–;–
CRS3035RES100mN3284500E4539800;4539850;3284550;3;–;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3284500E4539900;4539950;3284550;27;–;–;–;5;3;3;5;9;3;3;5
CRS3035RES100mN3284500E4540000;4540050;3284550;13;–;–;3;–;–;–;3;–;7;–;–
CRS3035RES100mN3284500E4540100;4540150;3284550;15;–;–;3;–;–;–;3;–;–;4;3
CRS3035RES100mN3284500E4540200;4540250;3284550;20;–;–;–;3;–;–;–;4;7;4;3
CRS3035RES100mN3284500E4540300;4540350;3284550;28;–;–;–;–;–;–;–;10;4;7;6
CRS3035RES100mN3284500E4540400;4540450;3284550;35;–;–;–;3;–;3;4;9;6;9;3
CRS3035RES100mN3284500E4540500;4540550;3284550;7;–;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3284500E4542600;4542650;3284550;10;–;–;–;–;–;3;3;3;–;3;–
CRS3035RES100mN3284500E4542700;4542750;3284550;45;–;–;–;–;4;–;5;16;9;6;9
CRS3035RES100mN3284500E4542800;4542850;3284550;47;–;3;–;4;3;3;13;13;3;4;4
CRS3035RES100mN3284500E4542900;4542950;3284550;55;–;6;–;–;–;7;5;19;8;10;5
CRS3035RES100mN3284500E4543000;4543050;3284550;37;–;–;3;5;–;3;–;17;4;3;3
CRS3035RES100mN3284500E4543600;4543650;3284550;8;–;–;–;3;–;–;–;3;–;3;–
CRS3035RES100mN3284500E4543700;4543750;3284550;39;–;–;4;3;3;3;3;12;–;4;3
CRS3035RES100mN3284500E4543800;4543850;3284550;21;–;3;4;–;–;–;6;4;–;3;–
CRS3035RES100mN3284500E4544100;4544150;3284550;15;–;–;–;–;3;–;–;–;–;3;5
CRS3035RES100mN3284500E4544200;4544250;3284550;48;3;–;–;3;5;–;7;9;7;3;11
CRS3035RES100mN3284500E4544300;4544350;3284550;12;–;–;–;–;–;–;6;–;–;–;–
CRS3035RES100mN3284500E4544400;4544450;3284550;34;3;3;–;3;–;–;4;3;5;5;11
CRS3035RES100mN3284500E4544500;4544550;3284550;44;3;–;3;3;–;3;4;13;–;9;9
CRS3035RES100mN3284500E4544600;4544650;3284550;18;–;–;–;–;–;3;–;–;4;4;5
CRS3035RES100mN3284500E4544700;4544750;3284550;37;3;3;3;–;–;–;3;6;3;9;11
CRS3035RES100mN3284500E4544800;4544850;3284550;31;–;4;–;3;–;–;3;8;–;4;8
CRS3035RES100mN3284500E4544900;4544950;3284550;42;3;3;–;–;–;4;7;6;6;7;10
CRS3035RES100mN3284500E4545000;4545050;3284550;44;–;–;–;3;3;4;3;12;8;3;12
CRS3035RES100mN3284500E4545100;4545150;3284550;52;–;–;3;3;8;3;3;6;8;9;10
CRS3035RES100mN3284500E4545200;4545250;3284550;32;–;6;–;–;–;–;8;10;3;–;3
CRS3035RES100mN3284500E4545300;4545350;3284550;32;–;–;3;4;3;–;3;11;3;4;4
CRS3035RES100mN3284500E4545400;4545450;3284550;13;–;–;–;–;–;3;–;4;6;–;–
CRS3035RES100mN3284500E4545600;4545650;3284550;15;–;–;–;3;–;–;–;3;–;3;3
CRS3035RES100mN3284500E4545700;4545750;3284550;33;–;–;–;7;–;3;–;12;5;3;–
CRS3035RES100mN3284500E4545800;4545850;3284550;26;–;–;3;5;–;3;–;13;3;6;–
CRS3035RES100mN3284500E4545900;4545950;3284550;25;–;–;–;–;–;3;–;9;3;3;7
CRS3035RES100mN3284500E4546000;4546050;3284550;32;–;3;3;–;–;–;3;9;3;4;3
CRS3035RES100mN3284500E4546100;4546150;3284550;32;–;–;–;–;–;–;3;9;5;3;6
CRS3035RES100mN3284500E4546200;4546250;3284550;31;3;–;3;–;–;3;4;9;6;–;8
CRS3035RES100mN3284500E4546300;4546350;3284550;35;–;–;4;–;–;–;–;6;3;3;20
CRS3035RES100mN3284500E4552100;4552150;3284550;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3284500E4552500;4552550;3284550;5;–;3;–;–;–;–;3;4;–;–;–
CRS3035RES100mN3284500E4554600;4554650;3284550;3;–;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3284500E4556200;4556250;3284550;15;–;–;–;–;–;–;9;11;–;–;3
CRS3035RES100mN3284500E4556300;4556350;3284550;36;–;3;–;4;3;–;5;12;5;–;–
CRS3035RES100mN3284500E4556400;4556450;3284550;27;–;3;–;–;–;3;–;13;8;3;3
CRS3035RES100mN3284500E4556500;4556550;3284550;36;–;3;3;3;–;–;6;11;3;3;3
CRS3035RES100mN3284500E4556600;4556650;3284550;33;–;3;4;7;–;5;6;9;3;3;–
CRS3035RES100mN3284500E4556700;4556750;3284550;63;3;–;–;6;–;7;14;23;9;–;4
CRS3035RES100mN3284500E4556800;4556850;3284550;129;–;4;5;8;7;4;20;47;9;14;13
CRS3035RES100mN3284500E4556900;4556950;3284550;107;–;7;9;4;–;8;20;32;9;3;11
CRS3035RES100mN3284500E4557000;4557050;3284550;96;3;–;9;9;3;3;23;25;10;7;10
CRS3035RES100mN3284500E4557100;4557150;3284550;8;–;–;–;–;–;–;–;4;–;3;–
CRS3035RES100mN3284500E4557200;4557250;3284550;11;–;–;–;–;–;–;–;6;3;3;3
CRS3035RES100mN3284500E4557300;4557350;3284550;32;–;3;–;–;–;–;4;6;6;4;5
CRS3035RES100mN3284500E4557400;4557450;3284550;20;3;3;–;–;–;3;4;4;3;–;3
CRS3035RES100mN3284500E4557500;4557550;3284550;28;–;3;3;–;3;4;–;11;–;5;–
CRS3035RES100mN3284500E4557600;4557650;3284550;15;–;–;–;–;–;3;3;5;–;3;–
CRS3035RES100mN3284500E4557700;4557750;3284550;21;–;–;–;–;–;–;3;6;3;–;5
CRS3035RES100mN3284500E4557900;4557950;3284550;16;–;–;–;–;–;–;3;9;3;3;–
CRS3035RES100mN3284500E4558000;4558050;3284550;16;3;–;–;–;–;–;3;–;–;3;4
CRS3035RES100mN3284600E4540200;4540250;3284650;40;4;6;5;3;–;–;11;10;–;–;–
CRS3035RES100mN3284600E4540300;4540350;3284650;59;3;8;4;5;–;4;13;16;–;3;–
CRS3035RES100mN3284600E4542000;4542050;3284650;10;–;–;–;3;–;–;–;5;3;–;3
CRS3035RES100mN3284600E4542100;4542150;3284650;15;–;–;–;–;–;–;–;–;3;7;6
CRS3035RES100mN3284600E4542200;4542250;3284650;25;3;–;3;–;–;–;3;13;3;3;–
CRS3035RES100mN3284600E4542300;4542350;3284650;33;–;3;–;3;–;3;–;12;5;6;3
CRS3035RES100mN3284600E4542400;4542450;3284650;23;–;–;–;3;–;–;3;5;–;–;–
CRS3035RES100mN3284600E4542500;4542550;3284650;25;3;–;3;3;3;–;3;3;3;3;3
CRS3035RES100mN3284600E4542600;4542650;3284650;57;–;3;–;3;–;–;5;16;9;4;9
CRS3035RES100mN3284600E4542700;4542750;3284650;57;–;–;3;–;–;–;5;11;8;4;15
CRS3035RES100mN3284600E4542800;4542850;3284650;65;–;–;–;9;3;–;6;30;6;3;11
CRS3035RES100mN3284600E4542900;4542950;3284650;66;–;3;–;4;3;–;6;13;4;13;14
CRS3035RES100mN3284600E4543000;4543050;3284650;48;3;3;3;–;3;5;10;20;5;3;3
CRS3035RES100mN3284600E4543100;4543150;3284650;29;–;–;3;3;3;3;3;6;3;4;12
CRS3035RES100mN3284600E4543200;4543250;3284650;14;–;–;–;–;–;–;3;–;3;–;6
CRS3035RES100mN3284600E4543300;4543350;3284650;16;–;3;4;3;–;–;–;8;–;3;–
CRS3035RES100mN3284600E4543400;4543450;3284650;9;–;–;–;–;–;–;3;–;–;4;–
CRS3035RES100mN3284600E4543600;4543650;3284650;29;–;–;–;–;–;3;3;7;3;3;12
CRS3035RES100mN3284600E4543700;4543750;3284650;30;–;–;–;–;–;3;3;8;6;6;7
CRS3035RES100mN3284600E4543800;4543850;3284650;15;–;3;4;–;–;–;3;3;–;–;–
CRS3035RES100mN3284600E4544000;4544050;3284650;3;–;–;–;–;–;–;–;5;–;–;3
CRS3035RES100mN3284600E4544100;4544150;3284650;27;3;–;–;–;–;3;9;9;–;3;4
CRS3035RES100mN3284600E4544200;4544250;3284650;20;–;–;–;–;–;–;4;5;–;4;3
CRS3035RES100mN3284600E4544300;4544350;3284650;29;–;–;–;–;–;–;3;7;3;5;3
CRS3035RES100mN3284600E4544400;4544450;3284650;33;–;–;–;3;–;–;8;13;–;–;11
CRS3035RES100mN3284600E4544500;4544550;3284650;16;–;3;–;–;–;3;3;5;–;3;3
CRS3035RES100mN3284600E4544600;4544650;3284650;29;3;3;3;3;–;–;4;3;3;–;10
CRS3035RES100mN3284600E4544700;4544750;3284650;36;–;3;3;3;–;–;3;9;6;5;6
CRS3035RES100mN3284600E4544800;4544850;3284650;27;–;–;–;4;–;–;3;8;–;3;7
CRS3035RES100mN3284600E4544900;4544950;3284650;51;–;3;3;3;–;3;8;19;6;8;6
CRS3035RES100mN3284600E4545000;4545050;3284650;24;–;–;3;3;–;3;4;5;–;5;5
CRS3035RES100mN3284600E4545100;4545150;3284650;23;3;–;–;–;–;–;4;11;3;4;–
CRS3035RES100mN3284600E4545200;4545250;3284650;29;–;–;3;–;–;–;–;8;4;4;3
CRS3035RES100mN3284600E4545300;4545350;3284650;28;–;3;–;–;–;–;–;9;3;6;3
CRS3035RES100mN3284600E4545600;4545650;3284650;23;–;3;–;3;–;–;5;5;–;3;6
CRS3035RES100mN3284600E4545700;4545750;3284650;25;–;–;–;3;–;–;–;7;3;–;10
CRS3035RES100mN3284600E4545800;4545850;3284650;39;–;3;–;–;–;3;7;11;4;9;5
CRS3035RES100mN3284600E4545900;4545950;3284650;32;–;–;–;–;–;–;3;10;4;–;6
CRS3035RES100mN3284600E4546000;4546050;3284650;34;–;–;3;3;–;4;5;5;–;5;5
CRS3035RES100mN3284600E4546100;4546150;3284650;24;–;–;–;–;–;5;–;6;4;3;7
CRS3035RES100mN3284600E4546200;4546250;3284650;33;3;–;4;–;–;–;5;9;–;5;3
CRS3035RES100mN3284600E4546300;4546350;3284650;32;3;–;3;3;–;–;3;6;7;–;11
CRS3035RES100mN3284600E4552100;4552150;3284650;11;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3284600E4556300;4556350;3284650;30;3;3;–;3;–;–;4;4;9;3;4
CRS3035RES100mN3284600E4556400;4556450;3284650;19;–;–;–;3;–;3;–;5;3;3;–
CRS3035RES100mN3284600E4556500;4556550;3284650;35;–;3;–;5;3;3;–;15;6;–;–
CRS3035RES100mN3284600E4556600;4556650;3284650;40;–;–;–;–;3;–;5;8;–;4;8
CRS3035RES100mN3284600E4556700;4556750;3284650;86;–;–;–;3;3;5;9;32;8;8;17
CRS3035RES100mN3284600E4556800;4556850;3284650;142;8;4;9;9;3;3;31;38;7;15;24
CRS3035RES100mN3284600E4556900;4556950;3284650;149;3;–;4;13;3;4;37;44;12;15;22
CRS3035RES100mN3284600E4557000;4557050;3284650;25;–;3;–;3;–;–;9;6;–;–;3
CRS3035RES100mN3284600E4557200;4557250;3284650;24;–;–;–;–;3;3;3;10;5;–;3
CRS3035RES100mN3284600E4557300;4557350;3284650;25;3;3;3;4;3;–;4;3;–;3;6
CRS3035RES100mN3284600E4557400;4557450;3284650;14;–;–;–;–;3;–;3;4;–;–;3
CRS3035RES100mN3284600E4557500;4557550;3284650;30;–;–;–;3;5;–;–;11;–;5;7
CRS3035RES100mN3284600E4557600;4557650;3284650;28;3;3;–;–;–;–;6;4;4;6;3
CRS3035RES100mN3284600E4557700;4557750;3284650;8;–;–;–;–;–;–;–;3;3;–;5
CRS3035RES100mN3284600E4557800;4557850;3284650;35;3;–;3;3;3;3;4;5;4;–;9
CRS3035RES100mN3284600E4557900;4557950;3284650;18;–;3;–;–;3;–;3;7;–;–;5
CRS3035RES100mN3284600E4558000;4558050;3284650;25;3;–;3;3;–;–;3;7;5;3;5
CRS3035RES100mN3284600E4558100;4558150;3284650;15;–;–;–;–;–;–;–;3;3;6;–
CRS3035RES100mN3284700E4542000;4542050;3284750;38;–;3;–;6;–;–;8;9;3;9;4
CRS3035RES100mN3284700E4542100;4542150;3284750;30;–;–;–;4;–;–;–;7;–;6;6
CRS3035RES100mN3284700E4542200;4542250;3284750;29;–;3;–;4;–;–;4;6;–;8;3
CRS3035RES100mN3284700E4542300;4542350;3284750;39;–;–;3;4;–;3;5;8;–;6;8
CRS3035RES100mN3284700E4542400;4542450;3284750;24;–;–;3;3;–;4;7;6;4;3;–
CRS3035RES100mN3284700E4542500;4542550;3284750;26;–;–;3;3;–;–;3;5;11;4;–
CRS3035RES100mN3284700E4542600;4542650;3284750;20;–;–;–;–;–;–;6;6;4;–;8
CRS3035RES100mN3284700E4542700;4542750;3284750;69;–;3;–;3;–;3;–;19;6;16;21
CRS3035RES100mN3284700E4542800;4542850;3284750;33;3;–;3;4;3;–;3;7;4;5;–
CRS3035RES100mN3284700E4542900;4542950;3284750;40;3;–;3;4;3;–;8;7;4;3;4
CRS3035RES100mN3284700E4543000;4543050;3284750;30;–;–;3;3;–;–;–;11;–;–;8
CRS3035RES100mN3284700E4543100;4543150;3284750;15;–;–;–;–;3;3;–;5;3;–;4
CRS3035RES100mN3284700E4543200;4543250;3284750;32;–;3;3;3;–;3;3;3;–;3;7
CRS3035RES100mN3284700E4543300;4543350;3284750;42;–;–;–;3;–;3;9;9;6;3;8
CRS3035RES100mN3284700E4543400;4543450;3284750;13;–;–;–;–;–;–;–;–;3;–;5
CRS3035RES100mN3284700E4543500;4543550;3284750;34;–;–;3;–;–;4;–;12;6;3;9
CRS3035RES100mN3284700E4543600;4543650;3284750;35;–;3;–;3;3;3;4;3;–;4;5
CRS3035RES100mN3284700E4543700;4543750;3284750;20;–;3;–;–;–;–;5;5;–;–;4
CRS3035RES100mN3284700E4543800;4543850;3284750;33;–;–;–;6;–;–;3;13;4;3;3
CRS3035RES100mN3284700E4543900;4543950;3284750;16;–;–;–;–;–;–;–;4;–;–;6
CRS3035RES100mN3284700E4544000;4544050;3284750;24;–;–;–;–;–;–;–;6;4;–;11
CRS3035RES100mN3284700E4544100;4544150;3284750;35;3;3;–;3;–;–;7;9;3;–;5
CRS3035RES100mN3284700E4544200;4544250;3284750;17;–;–;–;3;–;–;–;3;–;3;4
CRS3035RES100mN3284700E4544300;4544350;3284750;40;3;–;4;–;–;3;4;13;4;5;9
CRS3035RES100mN3284700E4544400;4544450;3284750;48;–;3;3;3;–;10;5;10;5;7;9
CRS3035RES100mN3284700E4544500;4544550;3284750;29;–;–;–;–;–;4;3;8;3;4;9
CRS3035RES100mN3284700E4544600;4544650;3284750;43;–;5;–;–;–;3;11;8;–;3;12
CRS3035RES100mN3284700E4544700;4544750;3284750;27;–;–;–;–;–;3;6;9;–;3;5
CRS3035RES100mN3284700E4544800;4544850;3284750;25;–;–;–;–;–;–;–;5;3;4;3
CRS3035RES100mN3284700E4544900;4544950;3284750;38;–;–;6;9;–;3;3;12;–;3;5
CRS3035RES100mN3284700E4545000;4545050;3284750;46;–;4;3;3;–;3;9;6;7;8;5
CRS3035RES100mN3284700E4545100;4545150;3284750;49;–;–;3;6;3;4;6;16;3;7;6
CRS3035RES100mN3284700E4545200;4545250;3284750;25;–;–;–;3;–;–;–;10;5;6;3
CRS3035RES100mN3284700E4545300;4545350;3284750;37;–;–;–;5;–;3;6;16;–;6;3
CRS3035RES100mN3284700E4545400;4545450;3284750;42;–;–;4;5;3;–;5;10;3;3;9
CRS3035RES100mN3284700E4545500;4545550;3284750;15;–;–;–;–;–;3;3;3;3;–;8
CRS3035RES100mN3284700E4545600;4545650;3284750;17;–;–;–;–;3;–;3;4;–;3;4
CRS3035RES100mN3284700E4545700;4545750;3284750;35;–;–;–;–;–;–;–;12;5;9;12
CRS3035RES100mN3284700E4545800;4545850;3284750;32;–;–;–;3;–;–;3;8;5;–;11
CRS3035RES100mN3284700E4545900;4545950;3284750;29;3;–;–;–;–;6;3;7;8;3;–
CRS3035RES100mN3284700E4546000;4546050;3284750;43;3;3;3;–;–;–;11;18;3;3;–
CRS3035RES100mN3284700E4556300;4556350;3284750;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3284700E4556400;4556450;3284750;38;–;3;5;4;3;3;3;15;3;5;4
CRS3035RES100mN3284700E4556500;4556550;3284750;56;–;–;–;3;3;3;11;13;6;3;9
CRS3035RES100mN3284700E4556600;4556650;3284750;113;3;3;5;3;3;–;16;30;14;17;15
CRS3035RES100mN3284700E4556700;4556750;3284750;95;–;–;3;4;3;3;16;25;21;4;16
CRS3035RES100mN3284700E4556800;4556850;3284750;71;5;3;5;–;–;3;9;20;8;13;6
CRS3035RES100mN3284700E4556900;4556950;3284750;150;3;7;3;10;5;10;31;48;9;11;14
CRS3035RES100mN3284700E4557000;4557050;3284750;115;–;3;3;12;5;4;34;35;8;4;3
CRS3035RES100mN3284700E4557100;4557150;3284750;99;6;–;4;5;4;4;27;23;13;5;5
CRS3035RES100mN3284700E4557200;4557250;3284750;7;–;–;–;–;–;–;–;4;–;–;–
CRS3035RES100mN3284700E4557300;4557350;3284750;34;–;–;–;–;3;–;4;12;7;3;3
CRS3035RES100mN3284700E4557400;4557450;3284750;21;–;–;–;–;–;–;–;–;–;4;3
CRS3035RES100mN3284700E4557500;4557550;3284750;27;–;–;–;–;–;3;3;8;5;–;9
CRS3035RES100mN3284700E4557600;4557650;3284750;10;–;–;–;–;–;–;4;6;–;3;–
CRS3035RES100mN3284700E4557700;4557750;3284750;12;–;–;–;–;–;–;3;3;–;3;4
CRS3035RES100mN3284700E4557800;4557850;3284750;28;–;3;3;3;3;–;3;4;4;–;7
CRS3035RES100mN3284700E4557900;4557950;3284750;13;–;–;–;–;–;–;3;5;–;4;3
CRS3035RES100mN3284800E4542000;4542050;3284850;50;–;–;3;3;3;4;3;14;5;6;8
CRS3035RES100mN3284800E4542100;4542150;3284850;20;3;–;3;3;–;–;–;9;3;–;4
CRS3035RES100mN3284800E4542200;4542250;3284850;36;–;–;3;–;–;–;5;6;8;–;11
CRS3035RES100mN3284800E4542300;4542350;3284850;31;–;–;–;–;3;4;3;4;5;7;9
CRS3035RES100mN3284800E4542400;4542450;3284850;21;–;–;–;–;3;–;3;8;–;–;7
CRS3035RES100mN3284800E4542500;4542550;3284850;30;–;–;–;–;3;3;–;15;6;3;–
CRS3035RES100mN3284800E4542600;4542650;3284850;29;–;3;3;4;–;–;3;9;3;–;4
CRS3035RES100mN3284800E4542700;4542750;3284850;29;–;–;3;–;–;3;6;10;–;3;10
CRS3035RES100mN3284800E4542800;4542850;3284850;69;3;3;9;8;–;9;3;28;6;7;7
CRS3035RES100mN3284800E4542900;4542950;3284850;38;–;3;3;3;–;–;8;6;3;4;4
CRS3035RES100mN3284800E4543000;4543050;3284850;24;–;–;–;–;–;3;3;10;3;3;–
CRS3035RES100mN3284800E4543100;4543150;3284850;39;–;–;–;3;–;3;4;18;4;–;3
CRS3035RES100mN3284800E4543200;4543250;3284850;32;–;–;–;3;3;3;–;15;3;4;–
CRS3035RES100mN3284800E4543300;4543350;3284850;36;3;3;4;–;–;–;5;8;3;–;7
CRS3035RES100mN3284800E4543400;4543450;3284850;25;–;–;–;3;–;–;8;4;4;–;3
CRS3035RES100mN3284800E4543500;4543550;3284850;46;3;3;–;–;–;3;11;16;3;–;9
CRS3035RES100mN3284800E4543600;4543650;3284850;17;–;–;–;–;3;3;3;4;4;–;4
CRS3035RES100mN3284800E4544200;4544250;3284850;35;–;3;–;3;–;–;4;11;4;6;5
CRS3035RES100mN3284800E4544300;4544350;3284850;37;3;–;–;–;–;–;–;8;4;8;14
CRS3035RES100mN3284800E4544400;4544450;3284850;37;3;3;3;3;–;3;4;9;–;6;7
CRS3035RES100mN3284800E4544500;4544550;3284850;39;–;–;3;5;–;–;5;11;3;3;9
CRS3035RES100mN3284800E4544600;4544650;3284850;34;3;–;–;–;–;–;5;9;6;3;–
CRS3035RES100mN3284800E4544700;4544750;3284850;37;3;3;3;3;–;–;–;11;–;4;9
CRS3035RES100mN3284800E4544800;4544850;3284850;31;–;–;–;–;–;–;6;7;–;6;6
CRS3035RES100mN3284800E4544900;4544950;3284850;68;–;3;–;–;5;4;12;10;8;8;14
CRS3035RES100mN3284800E4545000;4545050;3284850;67;3;3;–;–;–;3;9;16;9;7;14
CRS3035RES100mN3284800E4545100;4545150;3284850;63;3;3;3;3;3;5;11;18;3;7;6
