GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Familie;Ehep_ohneKind;Ehep_mind_1Kind_unter18;Ehep_Kinder_ab18;EingetrLP_ohneKind;EingetrLP_mind_1Kind_unter18;EingetrLP_Kinder_ab18;NichtehelLG_ohneKind;NichtehelLG_mind_1Kind_unter18;NichtehelLG_Kinder_ab18;Vater_mind_1Kind_unter18;Vater_Kinder_ab18;Mutter_mind_1Kind_unter18;Mutter_Kinder_ab18
CRS3035RES100mN3258300E4552300;4552350;3258350;16;3;–;–;–;–;–;–;–;–;–;–;5;–
CRS3035RES100mN3258300E4552400;4552450;3258350;18;10;3;–;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3258300E4552500;4552550;3258350;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4552600;4552650;3258350;5;3;–;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258300E4552700;4552750;3258350;7;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4552800;4552850;3258350;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4553000;4553050;3258350;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4553100;4553150;3258350;20;3;7;–;–;–;–;–;6;–;3;–;–;–
CRS3035RES100mN3258300E4553200;4553250;3258350;14;3;3;4;–;–;–;3;–;–;3;–;3;–
CRS3035RES100mN3258300E4553300;4553350;3258350;9;3;–;3;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258300E4553400;4553450;3258350;13;3;5;3;–;–;–;3;–;–;–;–;–;3
CRS3035RES100mN3258300E4553500;4553550;3258350;16;9;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4553600;4553650;3258350;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4553700;4553750;3258350;18;7;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4553800;4553850;3258350;12;6;5;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4553900;4553950;3258350;9;–;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4554000;4554050;3258350;9;12;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4554100;4554150;3258350;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4566900;4566950;3258350;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4567000;4567050;3258350;11;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4567100;4567150;3258350;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4567200;4567250;3258350;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4569400;4569450;3258350;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258300E4572700;4572750;3258350;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4551600;4551650;3258450;14;8;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258400E4551700;4551750;3258450;8;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4551800;4551850;3258450;10;4;6;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258400E4551900;4551950;3258450;13;4;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258400E4552000;4552050;3258450;19;8;–;3;–;–;–;–;4;–;–;–;–;–
CRS3035RES100mN3258400E4552200;4552250;3258450;15;6;3;–;–;–;–;3;–;–;–;–;3;–
CRS3035RES100mN3258400E4552300;4552350;3258450;16;4;5;–;–;–;–;5;3;–;–;–;–;–
CRS3035RES100mN3258400E4552500;4552550;3258450;7;5;3;–;–;–;–;4;–;–;–;–;–;–
CRS3035RES100mN3258400E4552600;4552650;3258450;21;4;7;–;–;–;–;–;–;–;–;3;3;3
CRS3035RES100mN3258400E4552700;4552750;3258450;12;5;3;–;–;–;–;4;–;–;–;–;–;–
CRS3035RES100mN3258400E4552800;4552850;3258450;17;–;3;5;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258400E4552900;4552950;3258450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4553000;4553050;3258450;9;–;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4553100;4553150;3258450;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4553200;4553250;3258450;15;6;–;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258400E4553300;4553350;3258450;14;7;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4553400;4553450;3258450;7;3;–;–;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3258400E4553500;4553550;3258450;10;–;3;–;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3258400E4553600;4553650;3258450;10;6;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258400E4553700;4553750;3258450;14;6;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258400E4553800;4553850;3258450;13;4;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4553900;4553950;3258450;14;7;3;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3258400E4554000;4554050;3258450;13;6;–;3;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258400E4554100;4554150;3258450;15;8;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258400E4567100;4567150;3258450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4567200;4567250;3258450;5;–;4;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258400E4567300;4567350;3258450;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4567400;4567450;3258450;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4569000;4569050;3258450;10;3;3;3;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258400E4569100;4569150;3258450;9;4;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4569400;4569450;3258450;8;4;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258400E4569500;4569550;3258450;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4551600;4551650;3258550;8;4;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4551700;4551750;3258550;7;4;6;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4551800;4551850;3258550;12;6;–;–;–;–;–;–;–;–;4;–;3;–
CRS3035RES100mN3258500E4551900;4551950;3258550;17;10;4;–;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3258500E4552000;4552050;3258550;35;11;7;–;–;–;–;9;3;–;3;–;3;–
CRS3035RES100mN3258500E4552300;4552350;3258550;31;7;5;3;–;–;–;–;3;–;–;3;6;3
CRS3035RES100mN3258500E4552400;4552450;3258550;14;–;5;3;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3258500E4552500;4552550;3258550;14;3;5;–;–;–;–;5;–;–;–;–;–;3
CRS3035RES100mN3258500E4552600;4552650;3258550;15;11;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4552700;4552750;3258550;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4552800;4552850;3258550;30;21;3;5;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3258500E4552900;4552950;3258550;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4553100;4553150;3258550;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4553200;4553250;3258550;17;6;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4553300;4553350;3258550;13;3;4;4;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258500E4553400;4553450;3258550;5;–;–;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258500E4553500;4553550;3258550;16;4;3;3;–;–;–;3;–;–;–;–;–;3
CRS3035RES100mN3258500E4553600;4553650;3258550;13;5;3;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3258500E4553700;4553750;3258550;8;3;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4553800;4553850;3258550;11;4;3;4;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258500E4553900;4553950;3258550;11;6;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4554000;4554050;3258550;7;–;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258500E4554100;4554150;3258550;18;12;8;4;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4567300;4567350;3258550;8;5;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4567400;4567450;3258550;7;3;3;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3258500E4567500;4567550;3258550;8;3;–;–;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3258500E4569100;4569150;3258550;10;6;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4569200;4569250;3258550;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4569400;4569450;3258550;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258500E4569500;4569550;3258550;4;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4551000;4551050;3258650;10;3;5;–;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3258600E4551100;4551150;3258650;4;3;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4551300;4551350;3258650;6;4;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4551600;4551650;3258650;17;3;7;3;–;–;–;–;4;–;–;–;–;–
CRS3035RES100mN3258600E4551700;4551750;3258650;13;3;5;3;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3258600E4551800;4551850;3258650;16;5;3;–;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3258600E4551900;4551950;3258650;32;12;5;3;–;–;–;4;–;–;–;–;4;–
CRS3035RES100mN3258600E4552000;4552050;3258650;5;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4552100;4552150;3258650;20;–;14;–;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3258600E4552200;4552250;3258650;14;3;3;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3258600E4552300;4552350;3258650;14;3;4;3;–;–;–;3;–;–;3;–;3;–
CRS3035RES100mN3258600E4552400;4552450;3258650;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4552500;4552550;3258650;11;6;3;–;–;–;–;–;–;–;3;–;–;3
CRS3035RES100mN3258600E4552600;4552650;3258650;14;8;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3258600E4552700;4552750;3258650;36;19;5;4;–;–;–;3;3;–;–;–;4;–
CRS3035RES100mN3258600E4552800;4552850;3258650;8;–;3;3;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258600E4552900;4552950;3258650;11;9;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4553000;4553050;3258650;7;3;3;–;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3258600E4553100;4553150;3258650;19;7;3;–;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3258600E4553200;4553250;3258650;48;19;5;3;–;–;–;3;4;–;3;5;6;6
CRS3035RES100mN3258600E4553300;4553350;3258650;42;18;3;–;–;–;–;7;3;–;3;–;7;3
CRS3035RES100mN3258600E4553400;4553450;3258650;23;13;3;–;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3258600E4553500;4553550;3258650;26;11;6;–;–;–;–;–;–;–;–;3;5;–
CRS3035RES100mN3258600E4553600;4553650;3258650;13;8;4;–;–;–;–;–;–;–;–;3;–;3
CRS3035RES100mN3258600E4553700;4553750;3258650;14;6;3;–;–;–;–;–;3;–;–;–;–;4
CRS3035RES100mN3258600E4553800;4553850;3258650;12;4;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4553900;4553950;3258650;12;4;–;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258600E4554000;4554050;3258650;10;3;3;–;–;–;–;–;–;–;–;–;4;–
CRS3035RES100mN3258600E4554100;4554150;3258650;10;8;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4567400;4567450;3258650;3;3;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258600E4567500;4567550;3258650;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4567600;4567650;3258650;8;5;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258600E4567700;4567750;3258650;8;–;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258600E4569100;4569150;3258650;7;4;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4534600;4534650;3258750;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4536100;4536150;3258750;4;4;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4536200;4536250;3258750;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4551000;4551050;3258750;8;3;4;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4551100;4551150;3258750;8;3;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4551200;4551250;3258750;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4551300;4551350;3258750;12;3;3;–;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3258700E4551400;4551450;3258750;15;8;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4551500;4551550;3258750;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4551600;4551650;3258750;7;3;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258700E4551700;4551750;3258750;11;3;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4551800;4551850;3258750;4;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4551900;4551950;3258750;10;–;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258700E4552000;4552050;3258750;6;–;6;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4552100;4552150;3258750;25;–;15;–;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3258700E4552200;4552250;3258750;12;5;3;–;–;–;–;–;3;–;–;3;–;–
CRS3035RES100mN3258700E4552300;4552350;3258750;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4552400;4552450;3258750;16;10;–;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3258700E4552500;4552550;3258750;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4552600;4552650;3258750;24;18;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4552700;4552750;3258750;55;33;4;3;–;–;–;4;–;–;3;–;4;5
CRS3035RES100mN3258700E4552800;4552850;3258750;40;22;3;3;–;–;–;3;–;–;3;3;4;3
CRS3035RES100mN3258700E4552900;4552950;3258750;3;–;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4553000;4553050;3258750;7;–;4;–;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3258700E4553100;4553150;3258750;24;9;3;8;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4553200;4553250;3258750;23;10;3;–;–;–;–;3;–;–;–;–;4;–
CRS3035RES100mN3258700E4553300;4553350;3258750;37;12;4;5;–;–;–;–;3;–;–;–;7;–
CRS3035RES100mN3258700E4553400;4553450;3258750;58;17;10;3;–;–;–;4;3;–;3;3;15;8
CRS3035RES100mN3258700E4553500;4553550;3258750;43;18;–;–;–;–;–;3;–;–;3;3;9;4
CRS3035RES100mN3258700E4553600;4553650;3258750;15;6;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4553700;4553750;3258750;13;4;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4553800;4553850;3258750;6;4;–;5;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4553900;4553950;3258750;12;8;–;3;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3258700E4554000;4554050;3258750;8;3;5;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3258700E4567600;4567650;3258750;8;4;4;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258700E4567700;4567750;3258750;12;–;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258700E4567800;4567850;3258750;5;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4534500;4534550;3258850;14;4;5;–;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3258800E4534700;4534750;3258850;5;5;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4534800;4534850;3258850;20;4;7;–;–;–;–;3;–;3;3;3;3;–
CRS3035RES100mN3258800E4535000;4535050;3258850;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4551000;4551050;3258850;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4551100;4551150;3258850;14;7;–;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258800E4551200;4551250;3258850;11;5;–;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258800E4551300;4551350;3258850;17;7;3;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258800E4551400;4551450;3258850;11;7;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4551500;4551550;3258850;4;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4551600;4551650;3258850;10;4;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4551700;4551750;3258850;9;–;3;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258800E4551800;4551850;3258850;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4552000;4552050;3258850;23;–;18;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4552100;4552150;3258850;13;4;6;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258800E4552200;4552250;3258850;30;5;11;3;–;–;–;–;4;–;–;–;4;–
CRS3035RES100mN3258800E4552300;4552350;3258850;46;27;8;–;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3258800E4552400;4552450;3258850;68;12;24;6;–;–;–;–;3;–;3;–;16;3
CRS3035RES100mN3258800E4552500;4552550;3258850;61;16;14;4;–;–;–;–;8;–;–;–;10;11
CRS3035RES100mN3258800E4552600;4552650;3258850;28;12;7;–;–;–;–;3;3;–;–;3;3;6
CRS3035RES100mN3258800E4552700;4552750;3258850;24;17;–;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258800E4552800;4552850;3258850;25;12;–;–;–;–;–;4;3;–;–;–;3;3
CRS3035RES100mN3258800E4552900;4552950;3258850;11;3;4;3;–;–;–;3;–;–;–;–;–;3
CRS3035RES100mN3258800E4553000;4553050;3258850;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4553100;4553150;3258850;10;3;3;3;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3258800E4553200;4553250;3258850;19;9;5;–;–;–;–;3;3;3;–;–;–;3
CRS3035RES100mN3258800E4553300;4553350;3258850;20;5;–;–;–;–;–;4;–;–;–;3;3;3
CRS3035RES100mN3258800E4553400;4553450;3258850;14;5;4;3;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258800E4553500;4553550;3258850;12;6;–;–;–;–;–;–;–;–;3;–;–;3
CRS3035RES100mN3258800E4553600;4553650;3258850;11;7;–;3;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3258800E4553700;4553750;3258850;4;3;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4553800;4553850;3258850;12;–;5;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258800E4553900;4553950;3258850;12;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258800E4554000;4554050;3258850;12;8;4;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3258900E4534500;4534550;3258950;15;4;7;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4534600;4534650;3258950;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4534800;4534850;3258950;3;–;5;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4534900;4534950;3258950;7;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4551000;4551050;3258950;12;10;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4551100;4551150;3258950;13;5;–;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258900E4551200;4551250;3258950;9;5;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4551300;4551350;3258950;16;7;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4551400;4551450;3258950;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4551500;4551550;3258950;12;5;5;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3258900E4551600;4551650;3258950;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4551700;4551750;3258950;13;5;4;–;–;–;–;4;–;–;–;–;–;–
CRS3035RES100mN3258900E4551800;4551850;3258950;7;3;3;–;–;–;–;3;–;–;–;–;3;–
CRS3035RES100mN3258900E4551900;4551950;3258950;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4552000;4552050;3258950;20;8;13;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3258900E4552100;4552150;3258950;8;3;6;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3258900E4552200;4552250;3258950;46;15;10;7;–;–;–;–;5;–;–;–;7;4
CRS3035RES100mN3258900E4552300;4552350;3258950;50;15;11;8;–;–;–;3;–;–;–;3;5;3
CRS3035RES100mN3258900E4552400;4552450;3258950;32;6;9;–;–;–;–;3;3;3;–;–;5;3
CRS3035RES100mN3258900E4552500;4552550;3258950;66;30;19;5;–;–;–;–;3;3;–;–;8;–
CRS3035RES100mN3258900E4552900;4552950;3258950;10;8;–;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3258900E4553200;4553250;3258950;10;9;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4553300;4553350;3258950;6;–;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4553400;4553450;3258950;14;10;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4553500;4553550;3258950;6;4;–;–;–;–;–;–;–;3;–;–;–;3
CRS3035RES100mN3258900E4553600;4553650;3258950;43;27;–;–;–;–;–;9;–;–;3;–;3;3
CRS3035RES100mN3258900E4553700;4553750;3258950;13;5;4;–;–;–;–;3;–;–;–;–;3;–
CRS3035RES100mN3258900E4553800;4553850;3258950;5;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3258900E4553900;4553950;3258950;15;6;5;–;3;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3258900E4554000;4554050;3258950;32;19;–;4;–;–;–;–;4;–;–;–;3;–
CRS3035RES100mN3259000E4534400;4534450;3259050;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3259000E4534700;4534750;3259050;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3259000E4534800;4534850;3259050;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3259000E4551000;4551050;3259050;13;5;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3259000E4551100;4551150;3259050;3;3;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3259000E4551200;4551250;3259050;9;4;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3259000E4551300;4551350;3259050;16;3;–;3;–;–;–;–;3;–;–;–;3;–
