GITTER_ID_100m;x_mp_100m;y_mp_100m;durchschnFlaechejeBew;werterlaeuternde_Zeichen
CRS3035RES100mN3264600E4556300;4556350;3264650;6205;NA
CRS3035RES100mN3264600E4556400;4556450;3264650;5320;NA
CRS3035RES100mN3264600E4556500;4556550;3264650;3856;NA
CRS3035RES100mN3264600E4556600;4556650;3264650;4459;NA
CRS3035RES100mN3264600E4556700;4556750;3264650;5320;NA
CRS3035RES100mN3264600E4557400;4557450;3264650;6434;NA
CRS3035RES100mN3264600E4557500;4557550;3264650;5315;NA
CRS3035RES100mN3264600E4557600;4557650;3264650;6925;NA
CRS3035RES100mN3264600E4558500;4558550;3264650;4026;NA
CRS3035RES100mN3264600E4558600;4558650;3264650;4265;NA
CRS3035RES100mN3264600E4558900;4558950;3264650;3876;NA
CRS3035RES100mN3264600E4559000;4559050;3264650;4390;NA
CRS3035RES100mN3264600E4559100;4559150;3264650;6890;NA
CRS3035RES100mN3264600E4559200;4559250;3264650;4707;NA
CRS3035RES100mN3264600E4559300;4559350;3264650;3230;NA
CRS3035RES100mN3264600E4559600;4559650;3264650;10117;NA
CRS3035RES100mN3264600E4559700;4559750;3264650;6456;NA
CRS3035RES100mN3264600E4561400;4561450;3264650;4822;NA
CRS3035RES100mN3264600E4561500;4561550;3264650;5325;NA
CRS3035RES100mN3264600E4561600;4561650;3264650;5123;NA
CRS3035RES100mN3264600E4561700;4561750;3264650;5182;NA
CRS3035RES100mN3264600E4561800;4561850;3264650;3911;NA
CRS3035RES100mN3264600E4561900;4561950;3264650;5023;NA
CRS3035RES100mN3264600E4562000;4562050;3264650;6109;NA
CRS3035RES100mN3264600E4562100;4562150;3264650;6359;NA
CRS3035RES100mN3264600E4562200;4562250;3264650;4511;NA
CRS3035RES100mN3264600E4562300;4562350;3264650;5444;NA
CRS3035RES100mN3264600E4562400;4562450;3264650;4309;NA
CRS3035RES100mN3264600E4562500;4562550;3264650;4401;NA
CRS3035RES100mN3264600E4562600;4562650;3264650;3530;NA
CRS3035RES100mN3264600E4562700;4562750;3264650;4727;NA
CRS3035RES100mN3264600E4562800;4562850;3264650;3986;NA
CRS3035RES100mN3264600E4563200;4563250;3264650;3782;NA
CRS3035RES100mN3264600E4563300;4563350;3264650;4033;NA
CRS3035RES100mN3264600E4563400;4563450;3264650;4237;NA
CRS3035RES100mN3264600E4563700;4563750;3264650;4334;NA
CRS3035RES100mN3264600E4563800;4563850;3264650;4529;NA
CRS3035RES100mN3264600E4563900;4563950;3264650;5142;NA
CRS3035RES100mN3264600E4564400;4564450;3264650;6323;NA
CRS3035RES100mN3264600E4564500;4564550;3264650;4434;NA
CRS3035RES100mN3264600E4564600;4564650;3264650;5472;NA
CRS3035RES100mN3264600E4564700;4564750;3264650;4956;NA
CRS3035RES100mN3264600E4564800;4564850;3264650;4103;NA
CRS3035RES100mN3264600E4564900;4564950;3264650;4494;NA
CRS3035RES100mN3264600E4565000;4565050;3264650;4677;NA
CRS3035RES100mN3264600E4565100;4565150;3264650;5067;NA
CRS3035RES100mN3264600E4565200;4565250;3264650;5035;NA
CRS3035RES100mN3264600E4565300;4565350;3264650;7000;NA
CRS3035RES100mN3264600E4571500;4571550;3264650;7951;NA
CRS3035RES100mN3264600E4571600;4571650;3264650;5792;NA
CRS3035RES100mN3264600E4572000;4572050;3264650;9529;NA
CRS3035RES100mN3264600E4572300;4572350;3264650;3035;NA
CRS3035RES100mN3264600E4572400;4572450;3264650;5555;NA
CRS3035RES100mN3264600E4572800;4572850;3264650;6250;NA
CRS3035RES100mN3264600E4572900;4572950;3264650;5408;NA
CRS3035RES100mN3264600E4573000;4573050;3264650;5193;NA
CRS3035RES100mN3264600E4573100;4573150;3264650;5303;NA
CRS3035RES100mN3264600E4573200;4573250;3264650;5371;NA
CRS3035RES100mN3264600E4573300;4573350;3264650;5042;NA
CRS3035RES100mN3264600E4573400;4573450;3264650;6118;NA
CRS3035RES100mN3264600E4573500;4573550;3264650;5416;NA
CRS3035RES100mN3264600E4573600;4573650;3264650;5053;NA
CRS3035RES100mN3264600E4573700;4573750;3264650;5474;NA
CRS3035RES100mN3264600E4573800;4573850;3264650;4236;NA
CRS3035RES100mN3264700E4532500;4532550;3264750;6643;NA
CRS3035RES100mN3264700E4532600;4532650;3264750;7549;NA
CRS3035RES100mN3264700E4532700;4532750;3264750;7880;NA
CRS3035RES100mN3264700E4532800;4532850;3264750;6434;NA
CRS3035RES100mN3264700E4532900;4532950;3264750;3747;NA
CRS3035RES100mN3264700E4533000;4533050;3264750;5687;NA
CRS3035RES100mN3264700E4533100;4533150;3264750;6066;NA
CRS3035RES100mN3264700E4533200;4533250;3264750;8303;NA
CRS3035RES100mN3264700E4533300;4533350;3264750;11348;NA
CRS3035RES100mN3264700E4533400;4533450;3264750;5740;NA
CRS3035RES100mN3264700E4533500;4533550;3264750;5514;NA
CRS3035RES100mN3264700E4533600;4533650;3264750;6999;NA
CRS3035RES100mN3264700E4533700;4533750;3264750;5169;NA
CRS3035RES100mN3264700E4533800;4533850;3264750;7201;NA
CRS3035RES100mN3264700E4533900;4533950;3264750;7084;NA
CRS3035RES100mN3264700E4534000;4534050;3264750;7779;NA
CRS3035RES100mN3264700E4534100;4534150;3264750;7731;NA
CRS3035RES100mN3264700E4534200;4534250;3264750;4995;NA
CRS3035RES100mN3264700E4534300;4534350;3264750;5933;NA
CRS3035RES100mN3264700E4534400;4534450;3264750;6073;NA
CRS3035RES100mN3264700E4534500;4534550;3264750;8195;NA
CRS3035RES100mN3264700E4534600;4534650;3264750;5816;NA
CRS3035RES100mN3264700E4534700;4534750;3264750;8607;NA
CRS3035RES100mN3264700E4534800;4534850;3264750;9550;NA
CRS3035RES100mN3264700E4540700;4540750;3264750;8497;NA
CRS3035RES100mN3264700E4540800;4540850;3264750;9210;NA
CRS3035RES100mN3264700E4540900;4540950;3264750;4854;NA
CRS3035RES100mN3264700E4541000;4541050;3264750;4254;NA
CRS3035RES100mN3264700E4541200;4541250;3264750;3883;NA
CRS3035RES100mN3264700E4541300;4541350;3264750;4718;NA
CRS3035RES100mN3264700E4541400;4541450;3264750;4868;NA
CRS3035RES100mN3264700E4541500;4541550;3264750;4547;NA
CRS3035RES100mN3264700E4541600;4541650;3264750;3545;NA
CRS3035RES100mN3264700E4541800;4541850;3264750;4747;NA
CRS3035RES100mN3264700E4541900;4541950;3264750;5106;NA
CRS3035RES100mN3264700E4542000;4542050;3264750;8411;NA
CRS3035RES100mN3264700E4542100;4542150;3264750;5295;NA
CRS3035RES100mN3264700E4542200;4542250;3264750;6936;NA
CRS3035RES100mN3264700E4542300;4542350;3264750;6140;NA
CRS3035RES100mN3264700E4542400;4542450;3264750;5658;NA
CRS3035RES100mN3264700E4542500;4542550;3264750;7001;NA
CRS3035RES100mN3264700E4542600;4542650;3264750;10046;NA
CRS3035RES100mN3264700E4542700;4542750;3264750;5285;NA
CRS3035RES100mN3264700E4542800;4542850;3264750;7122;NA
CRS3035RES100mN3264700E4542900;4542950;3264750;9909;NA
CRS3035RES100mN3264700E4543000;4543050;3264750;5942;NA
CRS3035RES100mN3264700E4543100;4543150;3264750;4138;NA
CRS3035RES100mN3264700E4543200;4543250;3264750;7462;NA
CRS3035RES100mN3264700E4543500;4543550;3264750;9868;NA
CRS3035RES100mN3264700E4543600;4543650;3264750;7184;NA
CRS3035RES100mN3264700E4543800;4543850;3264750;6987;NA
CRS3035RES100mN3264700E4543900;4543950;3264750;11688;NA
CRS3035RES100mN3264700E4544300;4544350;3264750;7437;NA
CRS3035RES100mN3264700E4544400;4544450;3264750;11485;NA
CRS3035RES100mN3264700E4544500;4544550;3264750;6115;NA
CRS3035RES100mN3264700E4544600;4544650;3264750;7733;NA
CRS3035RES100mN3264700E4544700;4544750;3264750;5736;NA
CRS3035RES100mN3264700E4544800;4544850;3264750;4300;NA
CRS3035RES100mN3264700E4544900;4544950;3264750;5334;NA
CRS3035RES100mN3264700E4545000;4545050;3264750;4511;NA
CRS3035RES100mN3264700E4545100;4545150;3264750;6212;NA
CRS3035RES100mN3264700E4545200;4545250;3264750;6353;NA
CRS3035RES100mN3264700E4545300;4545350;3264750;6663;NA
CRS3035RES100mN3264700E4545400;4545450;3264750;5184;NA
CRS3035RES100mN3264700E4545500;4545550;3264750;5704;NA
CRS3035RES100mN3264700E4545600;4545650;3264750;5833;NA
CRS3035RES100mN3264700E4545700;4545750;3264750;7915;NA
CRS3035RES100mN3264700E4545800;4545850;3264750;7456;NA
CRS3035RES100mN3264700E4545900;4545950;3264750;5065;NA
CRS3035RES100mN3264700E4546000;4546050;3264750;6664;NA
CRS3035RES100mN3264700E4546100;4546150;3264750;5897;NA
CRS3035RES100mN3264700E4546200;4546250;3264750;4976;NA
CRS3035RES100mN3264700E4546300;4546350;3264750;4664;NA
CRS3035RES100mN3264700E4546400;4546450;3264750;5272;NA
CRS3035RES100mN3264700E4546500;4546550;3264750;5877;NA
CRS3035RES100mN3264700E4546600;4546650;3264750;9716;NA
CRS3035RES100mN3264700E4546700;4546750;3264750;6471;NA
CRS3035RES100mN3264700E4546900;4546950;3264750;4931;NA
CRS3035RES100mN3264700E4547000;4547050;3264750;4598;NA
CRS3035RES100mN3264700E4547100;4547150;3264750;4232;NA
CRS3035RES100mN3264700E4547200;4547250;3264750;4651;NA
CRS3035RES100mN3264700E4547300;4547350;3264750;4757;NA
CRS3035RES100mN3264700E4547400;4547450;3264750;4063;NA
CRS3035RES100mN3264700E4547500;4547550;3264750;5184;NA
CRS3035RES100mN3264700E4547700;4547750;3264750;4581;NA
CRS3035RES100mN3264700E4547800;4547850;3264750;4692;NA
CRS3035RES100mN3264700E4547900;4547950;3264750;4343;NA
CRS3035RES100mN3264700E4548000;4548050;3264750;5969;NA
CRS3035RES100mN3264700E4548100;4548150;3264750;4591;NA
CRS3035RES100mN3264700E4548200;4548250;3264750;5021;NA
CRS3035RES100mN3264700E4548300;4548350;3264750;5324;NA
CRS3035RES100mN3264700E4548400;4548450;3264750;5857;NA
CRS3035RES100mN3264700E4548500;4548550;3264750;4953;NA
CRS3035RES100mN3264700E4548600;4548650;3264750;4688;NA
CRS3035RES100mN3264700E4548800;4548850;3264750;6663;NA
CRS3035RES100mN3264700E4548900;4548950;3264750;6577;NA
CRS3035RES100mN3264700E4549000;4549050;3264750;7495;NA
CRS3035RES100mN3264700E4549100;4549150;3264750;7351;NA
CRS3035RES100mN3264700E4549200;4549250;3264750;6526;NA
CRS3035RES100mN3264700E4549300;4549350;3264750;5225;NA
CRS3035RES100mN3264700E4549400;4549450;3264750;4761;NA
CRS3035RES100mN3264700E4550100;4550150;3264750;4311;NA
CRS3035RES100mN3264700E4550200;4550250;3264750;3915;NA
CRS3035RES100mN3264700E4550300;4550350;3264750;5452;NA
CRS3035RES100mN3264700E4550400;4550450;3264750;3867;NA
CRS3035RES100mN3264700E4550500;4550550;3264750;4233;NA
CRS3035RES100mN3264700E4550600;4550650;3264750;4365;NA
CRS3035RES100mN3264700E4550700;4550750;3264750;5967;NA
CRS3035RES100mN3264700E4550800;4550850;3264750;5108;NA
CRS3035RES100mN3264700E4550900;4550950;3264750;5521;NA
CRS3035RES100mN3264700E4551000;4551050;3264750;4667;NA
CRS3035RES100mN3264700E4551100;4551150;3264750;4794;NA
CRS3035RES100mN3264700E4551200;4551250;3264750;4689;NA
CRS3035RES100mN3264700E4551300;4551350;3264750;4305;NA
CRS3035RES100mN3264700E4551400;4551450;3264750;4297;NA
CRS3035RES100mN3264700E4551500;4551550;3264750;3528;NA
CRS3035RES100mN3264700E4552000;4552050;3264750;4765;NA
CRS3035RES100mN3264700E4552100;4552150;3264750;5909;NA
CRS3035RES100mN3264700E4552200;4552250;3264750;4589;NA
CRS3035RES100mN3264700E4552300;4552350;3264750;5825;NA
CRS3035RES100mN3264700E4552400;4552450;3264750;4860;NA
CRS3035RES100mN3264700E4552500;4552550;3264750;5077;NA
CRS3035RES100mN3264700E4552700;4552750;3264750;4629;NA
CRS3035RES100mN3264700E4552800;4552850;3264750;3782;NA
CRS3035RES100mN3264700E4552900;4552950;3264750;11209;NA
CRS3035RES100mN3264700E4553000;4553050;3264750;6946;NA
CRS3035RES100mN3264700E4553100;4553150;3264750;5621;NA
CRS3035RES100mN3264700E4553200;4553250;3264750;5476;NA
CRS3035RES100mN3264700E4553300;4553350;3264750;7014;NA
CRS3035RES100mN3264700E4553400;4553450;3264750;5010;NA
CRS3035RES100mN3264700E4553500;4553550;3264750;5016;NA
CRS3035RES100mN3264700E4553600;4553650;3264750;5793;NA
CRS3035RES100mN3264700E4553700;4553750;3264750;5167;NA
CRS3035RES100mN3264700E4553900;4553950;3264750;4573;NA
CRS3035RES100mN3264700E4554100;4554150;3264750;5839;NA
CRS3035RES100mN3264700E4554600;4554650;3264750;4375;NA
CRS3035RES100mN3264700E4554700;4554750;3264750;4109;NA
CRS3035RES100mN3264700E4554800;4554850;3264750;4812;NA
CRS3035RES100mN3264700E4555200;4555250;3264750;4505;NA
CRS3035RES100mN3264700E4555500;4555550;3264750;4776;NA
CRS3035RES100mN3264700E4555600;4555650;3264750;4209;NA
CRS3035RES100mN3264700E4555700;4555750;3264750;4543;NA
CRS3035RES100mN3264700E4555800;4555850;3264750;5378;NA
CRS3035RES100mN3264700E4555900;4555950;3264750;4584;NA
CRS3035RES100mN3264700E4556000;4556050;3264750;3812;NA
CRS3035RES100mN3264700E4556100;4556150;3264750;4139;NA
CRS3035RES100mN3264700E4556200;4556250;3264750;4816;NA
CRS3035RES100mN3264700E4556300;4556350;3264750;6678;NA
CRS3035RES100mN3264700E4556400;4556450;3264750;3923;NA
CRS3035RES100mN3264700E4556500;4556550;3264750;6636;NA
CRS3035RES100mN3264700E4556600;4556650;3264750;4221;NA
CRS3035RES100mN3264700E4557300;4557350;3264750;4819;NA
CRS3035RES100mN3264700E4557400;4557450;3264750;6126;NA
CRS3035RES100mN3264700E4557500;4557550;3264750;6710;NA
CRS3035RES100mN3264700E4557800;4557850;3264750;4200;NA
CRS3035RES100mN3264700E4558400;4558450;3264750;5667;NA
CRS3035RES100mN3264700E4558500;4558550;3264750;4563;NA
CRS3035RES100mN3264700E4558600;4558650;3264750;4075;NA
CRS3035RES100mN3264700E4558800;4558850;3264750;4145;NA
CRS3035RES100mN3264700E4558900;4558950;3264750;4636;NA
CRS3035RES100mN3264700E4559000;4559050;3264750;4883;NA
CRS3035RES100mN3264700E4559100;4559150;3264750;4276;NA
CRS3035RES100mN3264700E4559200;4559250;3264750;4851;NA
CRS3035RES100mN3264700E4559300;4559350;3264750;3182;NA
CRS3035RES100mN3264700E4559600;4559650;3264750;5586;NA
CRS3035RES100mN3264700E4559700;4559750;3264750;5057;NA
CRS3035RES100mN3264700E4561300;4561350;3264750;5254;NA
CRS3035RES100mN3264700E4561400;4561450;3264750;4586;NA
CRS3035RES100mN3264700E4561500;4561550;3264750;5551;NA
CRS3035RES100mN3264700E4561600;4561650;3264750;6171;NA
CRS3035RES100mN3264700E4561700;4561750;3264750;4802;NA
CRS3035RES100mN3264700E4561900;4561950;3264750;4786;NA
CRS3035RES100mN3264700E4562000;4562050;3264750;4970;NA
CRS3035RES100mN3264700E4562100;4562150;3264750;4382;NA
CRS3035RES100mN3264700E4562200;4562250;3264750;5445;NA
CRS3035RES100mN3264700E4562300;4562350;3264750;4660;NA
CRS3035RES100mN3264700E4562400;4562450;3264750;4724;NA
CRS3035RES100mN3264700E4562500;4562550;3264750;4682;NA
CRS3035RES100mN3264700E4562600;4562650;3264750;4900;NA
CRS3035RES100mN3264700E4562700;4562750;3264750;4369;NA
CRS3035RES100mN3264700E4562800;4562850;3264750;4388;NA
CRS3035RES100mN3264700E4563100;4563150;3264750;4818;NA
CRS3035RES100mN3264700E4563200;4563250;3264750;4561;NA
CRS3035RES100mN3264700E4563300;4563350;3264750;3584;NA
CRS3035RES100mN3264700E4563400;4563450;3264750;4013;NA
CRS3035RES100mN3264700E4563700;4563750;3264750;4317;NA
CRS3035RES100mN3264700E4563800;4563850;3264750;5088;NA
CRS3035RES100mN3264700E4564500;4564550;3264750;4865;NA
CRS3035RES100mN3264700E4564600;4564650;3264750;6289;NA
CRS3035RES100mN3264700E4564700;4564750;3264750;4534;NA
CRS3035RES100mN3264700E4564800;4564850;3264750;5023;NA
CRS3035RES100mN3264700E4564900;4564950;3264750;4282;NA
CRS3035RES100mN3264700E4565200;4565250;3264750;5667;NA
CRS3035RES100mN3264700E4565600;4565650;3264750;4616;NA
CRS3035RES100mN3264700E4565700;4565750;3264750;4591;NA
CRS3035RES100mN3264700E4571500;4571550;3264750;4977;NA
CRS3035RES100mN3264700E4571600;4571650;3264750;7292;NA
CRS3035RES100mN3264700E4571700;4571750;3264750;6333;NA
CRS3035RES100mN3264700E4571800;4571850;3264750;4914;NA
CRS3035RES100mN3264700E4572000;4572050;3264750;5311;NA
CRS3035RES100mN3264700E4572100;4572150;3264750;3518;NA
CRS3035RES100mN3264700E4572200;4572250;3264750;7034;NA
CRS3035RES100mN3264700E4572300;4572350;3264750;7500;NA
CRS3035RES100mN3264700E4572400;4572450;3264750;6461;NA
CRS3035RES100mN3264700E4573300;4573350;3264750;6825;NA
CRS3035RES100mN3264700E4573400;4573450;3264750;4743;NA
CRS3035RES100mN3264700E4573500;4573550;3264750;4990;NA
CRS3035RES100mN3264700E4573600;4573650;3264750;5315;NA
CRS3035RES100mN3264700E4573700;4573750;3264750;6762;NA
CRS3035RES100mN3264800E4532500;4532550;3264850;5283;NA
CRS3035RES100mN3264800E4532600;4532650;3264850;6510;NA
CRS3035RES100mN3264800E4532700;4532750;3264850;8345;NA
CRS3035RES100mN3264800E4532800;4532850;3264850;7573;NA
CRS3035RES100mN3264800E4532900;4532950;3264850;12346;NA
CRS3035RES100mN3264800E4533000;4533050;3264850;6021;NA
CRS3035RES100mN3264800E4533100;4533150;3264850;6889;NA
CRS3035RES100mN3264800E4533200;4533250;3264850;6959;NA
CRS3035RES100mN3264800E4533300;4533350;3264850;6775;NA
CRS3035RES100mN3264800E4533400;4533450;3264850;6447;NA
CRS3035RES100mN3264800E4533600;4533650;3264850;9760;NA
CRS3035RES100mN3264800E4533700;4533750;3264850;5152;NA
CRS3035RES100mN3264800E4533800;4533850;3264850;6645;NA
CRS3035RES100mN3264800E4533900;4533950;3264850;3502;NA
CRS3035RES100mN3264800E4534000;4534050;3264850;4922;NA
CRS3035RES100mN3264800E4534100;4534150;3264850;6567;NA
CRS3035RES100mN3264800E4534200;4534250;3264850;5137;NA
CRS3035RES100mN3264800E4534300;4534350;3264850;5207;NA
CRS3035RES100mN3264800E4534400;4534450;3264850;6164;NA
CRS3035RES100mN3264800E4534500;4534550;3264850;5837;NA
CRS3035RES100mN3264800E4534600;4534650;3264850;5984;NA
CRS3035RES100mN3264800E4534700;4534750;3264850;6458;NA
CRS3035RES100mN3264800E4534800;4534850;3264850;5381;NA
CRS3035RES100mN3264800E4540700;4540750;3264850;5917;NA
CRS3035RES100mN3264800E4540800;4540850;3264850;4573;NA
CRS3035RES100mN3264800E4540900;4540950;3264850;5649;NA
CRS3035RES100mN3264800E4541000;4541050;3264850;5526;NA
CRS3035RES100mN3264800E4541200;4541250;3264850;4128;NA
CRS3035RES100mN3264800E4541300;4541350;3264850;5168;NA
CRS3035RES100mN3264800E4541400;4541450;3264850;5093;NA
CRS3035RES100mN3264800E4541500;4541550;3264850;3839;NA
CRS3035RES100mN3264800E4541700;4541750;3264850;4120;NA
CRS3035RES100mN3264800E4541800;4541850;3264850;4432;NA
CRS3035RES100mN3264800E4541900;4541950;3264850;6242;NA
CRS3035RES100mN3264800E4542000;4542050;3264850;5182;NA
CRS3035RES100mN3264800E4542100;4542150;3264850;4904;NA
CRS3035RES100mN3264800E4542200;4542250;3264850;4495;NA
CRS3035RES100mN3264800E4542300;4542350;3264850;6028;NA
CRS3035RES100mN3264800E4542400;4542450;3264850;5423;NA
CRS3035RES100mN3264800E4542500;4542550;3264850;5909;NA
CRS3035RES100mN3264800E4542700;4542750;3264850;9398;NA
CRS3035RES100mN3264800E4542800;4542850;3264850;6769;NA
CRS3035RES100mN3264800E4542900;4542950;3264850;7772;NA
CRS3035RES100mN3264800E4543000;4543050;3264850;6946;NA
CRS3035RES100mN3264800E4543100;4543150;3264850;7134;NA
CRS3035RES100mN3264800E4543200;4543250;3264850;4338;NA
CRS3035RES100mN3264800E4543500;4543550;3264850;5531;NA
CRS3035RES100mN3264800E4543600;4543650;3264850;9684;NA
CRS3035RES100mN3264800E4543700;4543750;3264850;9694;NA
CRS3035RES100mN3264800E4544200;4544250;3264850;8981;NA
CRS3035RES100mN3264800E4544300;4544350;3264850;8293;NA
CRS3035RES100mN3264800E4544400;4544450;3264850;8913;NA
CRS3035RES100mN3264800E4544500;4544550;3264850;8664;NA
CRS3035RES100mN3264800E4544600;4544650;3264850;4628;NA
CRS3035RES100mN3264800E4544700;4544750;3264850;8695;NA
CRS3035RES100mN3264800E4544800;4544850;3264850;7303;NA
CRS3035RES100mN3264800E4544900;4544950;3264850;5964;NA
CRS3035RES100mN3264800E4545000;4545050;3264850;5304;NA
CRS3035RES100mN3264800E4545100;4545150;3264850;5428;NA
CRS3035RES100mN3264800E4545200;4545250;3264850;5751;NA
CRS3035RES100mN3264800E4545300;4545350;3264850;5343;NA
CRS3035RES100mN3264800E4545400;4545450;3264850;5315;NA
CRS3035RES100mN3264800E4545500;4545550;3264850;5172;NA
CRS3035RES100mN3264800E4545700;4545750;3264850;5084;NA
CRS3035RES100mN3264800E4545800;4545850;3264850;5508;NA
CRS3035RES100mN3264800E4545900;4545950;3264850;4828;NA
CRS3035RES100mN3264800E4546000;4546050;3264850;5358;NA
CRS3035RES100mN3264800E4546100;4546150;3264850;5578;NA
CRS3035RES100mN3264800E4546200;4546250;3264850;5173;NA
CRS3035RES100mN3264800E4546300;4546350;3264850;4844;NA
CRS3035RES100mN3264800E4546400;4546450;3264850;5395;NA
CRS3035RES100mN3264800E4546500;4546550;3264850;5169;NA
CRS3035RES100mN3264800E4546600;4546650;3264850;5699;NA
CRS3035RES100mN3264800E4546700;4546750;3264850;4404;NA
CRS3035RES100mN3264800E4546800;4546850;3264850;4751;NA
CRS3035RES100mN3264800E4546900;4546950;3264850;4869;NA
CRS3035RES100mN3264800E4547000;4547050;3264850;4492;NA
CRS3035RES100mN3264800E4547100;4547150;3264850;4063;NA
CRS3035RES100mN3264800E4547200;4547250;3264850;5040;NA
CRS3035RES100mN3264800E4547300;4547350;3264850;5481;NA
CRS3035RES100mN3264800E4547400;4547450;3264850;4725;NA
CRS3035RES100mN3264800E4547500;4547550;3264850;7455;NA
CRS3035RES100mN3264800E4547600;4547650;3264850;6679;NA
CRS3035RES100mN3264800E4547700;4547750;3264850;5369;NA
CRS3035RES100mN3264800E4547800;4547850;3264850;5105;NA
CRS3035RES100mN3264800E4547900;4547950;3264850;4596;NA
CRS3035RES100mN3264800E4548000;4548050;3264850;4964;NA
CRS3035RES100mN3264800E4548100;4548150;3264850;4989;NA
CRS3035RES100mN3264800E4548200;4548250;3264850;5175;NA
CRS3035RES100mN3264800E4548300;4548350;3264850;5765;NA
CRS3035RES100mN3264800E4548400;4548450;3264850;5116;NA
CRS3035RES100mN3264800E4548500;4548550;3264850;4694;NA
CRS3035RES100mN3264800E4548600;4548650;3264850;4658;NA
CRS3035RES100mN3264800E4548700;4548750;3264850;4895;NA
CRS3035RES100mN3264800E4548800;4548850;3264850;3612;NA
CRS3035RES100mN3264800E4548900;4548950;3264850;4986;NA
CRS3035RES100mN3264800E4549000;4549050;3264850;5690;NA
CRS3035RES100mN3264800E4549100;4549150;3264850;6164;NA
CRS3035RES100mN3264800E4549200;4549250;3264850;5867;NA
CRS3035RES100mN3264800E4549300;4549350;3264850;5923;NA
CRS3035RES100mN3264800E4549400;4549450;3264850;5108;NA
CRS3035RES100mN3264800E4549900;4549950;3264850;4151;NA
CRS3035RES100mN3264800E4550000;4550050;3264850;4156;NA
CRS3035RES100mN3264800E4550100;4550150;3264850;5627;NA
CRS3035RES100mN3264800E4550200;4550250;3264850;4531;NA
CRS3035RES100mN3264800E4550300;4550350;3264850;5085;NA
CRS3035RES100mN3264800E4550400;4550450;3264850;4414;NA
CRS3035RES100mN3264800E4550500;4550550;3264850;4806;NA
CRS3035RES100mN3264800E4550600;4550650;3264850;7400;NA
CRS3035RES100mN3264800E4550700;4550750;3264850;2525;NA
CRS3035RES100mN3264800E4550900;4550950;3264850;4213;NA
CRS3035RES100mN3264800E4551000;4551050;3264850;4961;NA
CRS3035RES100mN3264800E4551100;4551150;3264850;5050;NA
CRS3035RES100mN3264800E4551200;4551250;3264850;4831;NA
CRS3035RES100mN3264800E4551300;4551350;3264850;4197;NA
CRS3035RES100mN3264800E4551400;4551450;3264850;3762;NA
CRS3035RES100mN3264800E4551500;4551550;3264850;4077;NA
CRS3035RES100mN3264800E4551600;4551650;3264850;4503;NA
CRS3035RES100mN3264800E4551900;4551950;3264850;4627;NA
CRS3035RES100mN3264800E4552000;4552050;3264850;4532;NA
CRS3035RES100mN3264800E4552100;4552150;3264850;6140;NA
CRS3035RES100mN3264800E4552200;4552250;3264850;6404;NA
CRS3035RES100mN3264800E4552300;4552350;3264850;4915;NA
CRS3035RES100mN3264800E4552400;4552450;3264850;3703;NA
CRS3035RES100mN3264800E4552500;4552550;3264850;4225;NA
CRS3035RES100mN3264800E4552700;4552750;3264850;4591;NA
CRS3035RES100mN3264800E4552800;4552850;3264850;3867;NA
CRS3035RES100mN3264800E4553000;4553050;3264850;7188;NA
CRS3035RES100mN3264800E4553100;4553150;3264850;5624;NA
CRS3035RES100mN3264800E4553200;4553250;3264850;4470;NA
CRS3035RES100mN3264800E4553300;4553350;3264850;5917;NA
CRS3035RES100mN3264800E4553400;4553450;3264850;5926;NA
CRS3035RES100mN3264800E4553500;4553550;3264850;4713;NA
CRS3035RES100mN3264800E4553600;4553650;3264850;5940;NA
CRS3035RES100mN3264800E4553700;4553750;3264850;5041;NA
CRS3035RES100mN3264800E4554100;4554150;3264850;5835;NA
CRS3035RES100mN3264800E4554200;4554250;3264850;6759;NA
CRS3035RES100mN3264800E4555100;4555150;3264850;3994;NA
CRS3035RES100mN3264800E4555200;4555250;3264850;3981;NA
CRS3035RES100mN3264800E4555300;4555350;3264850;4357;NA
CRS3035RES100mN3264800E4555400;4555450;3264850;3898;NA
CRS3035RES100mN3264800E4555500;4555550;3264850;5165;NA
CRS3035RES100mN3264800E4555600;4555650;3264850;4047;NA
CRS3035RES100mN3264800E4555700;4555750;3264850;4332;NA
CRS3035RES100mN3264800E4555800;4555850;3264850;4412;NA
CRS3035RES100mN3264800E4555900;4555950;3264850;3635;NA
CRS3035RES100mN3264800E4556000;4556050;3264850;4665;NA
CRS3035RES100mN3264800E4556100;4556150;3264850;4442;NA
CRS3035RES100mN3264800E4556200;4556250;3264850;4565;NA
CRS3035RES100mN3264800E4556300;4556350;3264850;4808;NA
CRS3035RES100mN3264800E4556400;4556450;3264850;4766;NA
CRS3035RES100mN3264800E4556500;4556550;3264850;5247;NA
CRS3035RES100mN3264800E4557100;4557150;3264850;5048;NA
CRS3035RES100mN3264800E4557300;4557350;3264850;2625;NA
CRS3035RES100mN3264800E4557400;4557450;3264850;5902;NA
CRS3035RES100mN3264800E4557900;4557950;3264850;4083;NA
CRS3035RES100mN3264800E4558400;4558450;3264850;4937;NA
CRS3035RES100mN3264800E4558500;4558550;3264850;6650;NA
CRS3035RES100mN3264800E4558600;4558650;3264850;3818;NA
CRS3035RES100mN3264800E4558700;4558750;3264850;5165;NA
CRS3035RES100mN3264800E4558800;4558850;3264850;4869;NA
CRS3035RES100mN3264800E4558900;4558950;3264850;4421;NA
