GITTER_ID_100m;x_mp_100m;y_mp_100m;durchschnFlaechejeBew;werterlaeuternde_Zeichen
CRS3035RES100mN3273600E4567700;4567750;3273650;3557;NA
CRS3035RES100mN3273600E4567800;4567850;3273650;4792;NA
CRS3035RES100mN3273700E4533600;4533650;3273750;5671;NA
CRS3035RES100mN3273700E4533700;4533750;3273750;4911;NA
CRS3035RES100mN3273700E4533800;4533850;3273750;3855;NA
CRS3035RES100mN3273700E4534100;4534150;3273750;6433;NA
CRS3035RES100mN3273700E4534300;4534350;3273750;4765;NA
CRS3035RES100mN3273700E4534400;4534450;3273750;4153;NA
CRS3035RES100mN3273700E4534500;4534550;3273750;3897;NA
CRS3035RES100mN3273700E4534600;4534650;3273750;3529;NA
CRS3035RES100mN3273700E4534700;4534750;3273750;4992;NA
CRS3035RES100mN3273700E4534800;4534850;3273750;4639;NA
CRS3035RES100mN3273700E4534900;4534950;3273750;4485;NA
CRS3035RES100mN3273700E4535000;4535050;3273750;5142;NA
CRS3035RES100mN3273700E4535100;4535150;3273750;4353;NA
CRS3035RES100mN3273700E4535200;4535250;3273750;3890;NA
CRS3035RES100mN3273700E4535300;4535350;3273750;6069;NA
CRS3035RES100mN3273700E4535400;4535450;3273750;7143;NA
CRS3035RES100mN3273700E4535500;4535550;3273750;6493;NA
CRS3035RES100mN3273700E4535600;4535650;3273750;3979;NA
CRS3035RES100mN3273700E4536100;4536150;3273750;6080;NA
CRS3035RES100mN3273700E4536200;4536250;3273750;4665;NA
CRS3035RES100mN3273700E4536300;4536350;3273750;5061;NA
CRS3035RES100mN3273700E4536400;4536450;3273750;3650;NA
CRS3035RES100mN3273700E4536500;4536550;3273750;4441;NA
CRS3035RES100mN3273700E4536600;4536650;3273750;6240;NA
CRS3035RES100mN3273700E4537100;4537150;3273750;4745;NA
CRS3035RES100mN3273700E4537200;4537250;3273750;4693;NA
CRS3035RES100mN3273700E4537300;4537350;3273750;4968;NA
CRS3035RES100mN3273700E4537400;4537450;3273750;4675;NA
CRS3035RES100mN3273700E4537500;4537550;3273750;4160;NA
CRS3035RES100mN3273700E4537600;4537650;3273750;4896;NA
CRS3035RES100mN3273700E4537700;4537750;3273750;4405;NA
CRS3035RES100mN3273700E4537800;4537850;3273750;4055;NA
CRS3035RES100mN3273700E4537900;4537950;3273750;4206;NA
CRS3035RES100mN3273700E4538000;4538050;3273750;4229;NA
CRS3035RES100mN3273700E4542500;4542550;3273750;12280;NA
CRS3035RES100mN3273700E4542900;4542950;3273750;10225;NA
CRS3035RES100mN3273700E4544800;4544850;3273750;4959;NA
CRS3035RES100mN3273700E4544900;4544950;3273750;5025;NA
CRS3035RES100mN3273700E4545000;4545050;3273750;5046;NA
CRS3035RES100mN3273700E4545100;4545150;3273750;4817;NA
CRS3035RES100mN3273700E4545500;4545550;3273750;2407;NA
CRS3035RES100mN3273700E4545900;4545950;3273750;5528;NA
CRS3035RES100mN3273700E4546000;4546050;3273750;4688;NA
CRS3035RES100mN3273700E4546500;4546550;3273750;3469;NA
CRS3035RES100mN3273700E4546600;4546650;3273750;4460;NA
CRS3035RES100mN3273700E4546700;4546750;3273750;4540;NA
CRS3035RES100mN3273700E4546800;4546850;3273750;5163;NA
CRS3035RES100mN3273700E4546900;4546950;3273750;5040;NA
CRS3035RES100mN3273700E4547000;4547050;3273750;5064;NA
CRS3035RES100mN3273700E4547100;4547150;3273750;5428;NA
CRS3035RES100mN3273700E4547200;4547250;3273750;4448;NA
CRS3035RES100mN3273700E4547300;4547350;3273750;4395;NA
CRS3035RES100mN3273700E4547400;4547450;3273750;5178;NA
CRS3035RES100mN3273700E4547500;4547550;3273750;4633;NA
CRS3035RES100mN3273700E4547600;4547650;3273750;4367;NA
CRS3035RES100mN3273700E4547700;4547750;3273750;5454;NA
CRS3035RES100mN3273700E4547900;4547950;3273750;11889;NA
CRS3035RES100mN3273700E4548700;4548750;3273750;5803;NA
CRS3035RES100mN3273700E4548800;4548850;3273750;4706;NA
CRS3035RES100mN3273700E4548900;4548950;3273750;3980;NA
CRS3035RES100mN3273700E4549000;4549050;3273750;4301;NA
CRS3035RES100mN3273700E4549100;4549150;3273750;4202;NA
CRS3035RES100mN3273700E4549200;4549250;3273750;4150;NA
CRS3035RES100mN3273700E4550200;4550250;3273750;9861;NA
CRS3035RES100mN3273700E4550700;4550750;3273750;5393;NA
CRS3035RES100mN3273700E4550900;4550950;3273750;11786;NA
CRS3035RES100mN3273700E4551000;4551050;3273750;9875;NA
CRS3035RES100mN3273700E4551100;4551150;3273750;9863;NA
CRS3035RES100mN3273700E4551200;4551250;3273750;6243;NA
CRS3035RES100mN3273700E4551300;4551350;3273750;5550;NA
CRS3035RES100mN3273700E4551400;4551450;3273750;7145;NA
CRS3035RES100mN3273700E4551600;4551650;3273750;6252;NA
CRS3035RES100mN3273700E4551700;4551750;3273750;6805;NA
CRS3035RES100mN3273700E4551800;4551850;3273750;6248;NA
CRS3035RES100mN3273700E4551900;4551950;3273750;4962;NA
CRS3035RES100mN3273700E4552000;4552050;3273750;5294;NA
CRS3035RES100mN3273700E4552100;4552150;3273750;7002;NA
CRS3035RES100mN3273700E4552200;4552250;3273750;5194;NA
CRS3035RES100mN3273700E4552300;4552350;3273750;4790;NA
CRS3035RES100mN3273700E4552400;4552450;3273750;3630;NA
CRS3035RES100mN3273700E4552600;4552650;3273750;5842;NA
CRS3035RES100mN3273700E4552800;4552850;3273750;5873;NA
CRS3035RES100mN3273700E4552900;4552950;3273750;4605;NA
CRS3035RES100mN3273700E4553100;4553150;3273750;5424;NA
CRS3035RES100mN3273700E4553200;4553250;3273750;5231;NA
CRS3035RES100mN3273700E4553300;4553350;3273750;4060;NA
CRS3035RES100mN3273700E4553400;4553450;3273750;4127;NA
CRS3035RES100mN3273700E4553500;4553550;3273750;4461;NA
CRS3035RES100mN3273700E4553600;4553650;3273750;4719;NA
CRS3035RES100mN3273700E4553800;4553850;3273750;4371;NA
CRS3035RES100mN3273700E4554000;4554050;3273750;4424;NA
CRS3035RES100mN3273700E4554100;4554150;3273750;5203;NA
CRS3035RES100mN3273700E4554300;4554350;3273750;5466;NA
CRS3035RES100mN3273700E4554400;4554450;3273750;5047;NA
CRS3035RES100mN3273700E4554600;4554650;3273750;7238;NA
CRS3035RES100mN3273700E4554700;4554750;3273750;5287;NA
CRS3035RES100mN3273700E4554800;4554850;3273750;4956;NA
CRS3035RES100mN3273700E4554900;4554950;3273750;5516;NA
CRS3035RES100mN3273700E4555000;4555050;3273750;5252;NA
CRS3035RES100mN3273700E4555100;4555150;3273750;4800;NA
CRS3035RES100mN3273700E4555200;4555250;3273750;4767;NA
CRS3035RES100mN3273700E4555300;4555350;3273750;5192;NA
CRS3035RES100mN3273700E4555400;4555450;3273750;4466;NA
CRS3035RES100mN3273700E4555500;4555550;3273750;5305;NA
CRS3035RES100mN3273700E4555600;4555650;3273750;4542;NA
CRS3035RES100mN3273700E4555700;4555750;3273750;6163;NA
CRS3035RES100mN3273700E4556800;4556850;3273750;4971;NA
CRS3035RES100mN3273700E4556900;4556950;3273750;4233;NA
CRS3035RES100mN3273700E4557000;4557050;3273750;4286;NA
CRS3035RES100mN3273700E4557100;4557150;3273750;3777;NA
CRS3035RES100mN3273700E4557300;4557350;3273750;5268;NA
CRS3035RES100mN3273700E4557400;4557450;3273750;4305;NA
CRS3035RES100mN3273700E4560300;4560350;3273750;4210;NA
CRS3035RES100mN3273700E4560400;4560450;3273750;5377;NA
CRS3035RES100mN3273700E4560600;4560650;3273750;5793;NA
CRS3035RES100mN3273700E4560700;4560750;3273750;6528;NA
CRS3035RES100mN3273700E4560800;4560850;3273750;5543;NA
CRS3035RES100mN3273700E4560900;4560950;3273750;6929;NA
CRS3035RES100mN3273700E4561600;4561650;3273750;5476;NA
CRS3035RES100mN3273700E4561700;4561750;3273750;5796;NA
CRS3035RES100mN3273700E4561800;4561850;3273750;6232;NA
CRS3035RES100mN3273700E4561900;4561950;3273750;5978;NA
CRS3035RES100mN3273700E4562000;4562050;3273750;7566;NA
CRS3035RES100mN3273700E4562100;4562150;3273750;4687;NA
CRS3035RES100mN3273700E4562200;4562250;3273750;5634;NA
CRS3035RES100mN3273700E4562300;4562350;3273750;5552;NA
CRS3035RES100mN3273700E4562400;4562450;3273750;7357;NA
CRS3035RES100mN3273700E4562500;4562550;3273750;7678;NA
CRS3035RES100mN3273700E4562600;4562650;3273750;6158;NA
CRS3035RES100mN3273700E4562700;4562750;3273750;4080;NA
CRS3035RES100mN3273700E4563300;4563350;3273750;10241;NA
CRS3035RES100mN3273700E4563400;4563450;3273750;8128;NA
CRS3035RES100mN3273700E4563900;4563950;3273750;4001;NA
CRS3035RES100mN3273700E4564000;4564050;3273750;4251;NA
CRS3035RES100mN3273700E4564100;4564150;3273750;4144;NA
CRS3035RES100mN3273700E4564200;4564250;3273750;4309;NA
CRS3035RES100mN3273700E4564300;4564350;3273750;3736;NA
CRS3035RES100mN3273700E4564400;4564450;3273750;4102;NA
CRS3035RES100mN3273700E4564500;4564550;3273750;4650;NA
CRS3035RES100mN3273700E4564600;4564650;3273750;4101;NA
CRS3035RES100mN3273700E4564700;4564750;3273750;4226;NA
CRS3035RES100mN3273700E4564800;4564850;3273750;4816;NA
CRS3035RES100mN3273700E4564900;4564950;3273750;3368;NA
CRS3035RES100mN3273700E4565300;4565350;3273750;4927;NA
CRS3035RES100mN3273700E4565400;4565450;3273750;4173;NA
CRS3035RES100mN3273700E4565500;4565550;3273750;4670;NA
CRS3035RES100mN3273700E4565600;4565650;3273750;5655;NA
CRS3035RES100mN3273700E4565700;4565750;3273750;6262;NA
CRS3035RES100mN3273700E4565800;4565850;3273750;5642;NA
CRS3035RES100mN3273700E4565900;4565950;3273750;4219;NA
CRS3035RES100mN3273700E4566000;4566050;3273750;5204;NA
CRS3035RES100mN3273700E4566100;4566150;3273750;5606;NA
CRS3035RES100mN3273700E4566200;4566250;3273750;5327;NA
CRS3035RES100mN3273700E4566300;4566350;3273750;6213;NA
CRS3035RES100mN3273700E4566400;4566450;3273750;6080;NA
CRS3035RES100mN3273700E4566500;4566550;3273750;4904;NA
CRS3035RES100mN3273700E4566600;4566650;3273750;6147;NA
CRS3035RES100mN3273700E4566700;4566750;3273750;8788;NA
CRS3035RES100mN3273700E4566800;4566850;3273750;5748;NA
CRS3035RES100mN3273700E4566900;4566950;3273750;4957;NA
CRS3035RES100mN3273700E4567000;4567050;3273750;4772;NA
CRS3035RES100mN3273700E4567100;4567150;3273750;5390;NA
CRS3035RES100mN3273700E4567200;4567250;3273750;5991;NA
CRS3035RES100mN3273700E4567300;4567350;3273750;5636;NA
CRS3035RES100mN3273700E4567400;4567450;3273750;4648;NA
CRS3035RES100mN3273700E4567500;4567550;3273750;5188;NA
CRS3035RES100mN3273700E4567700;4567750;3273750;4099;NA
CRS3035RES100mN3273700E4567800;4567850;3273750;4670;NA
CRS3035RES100mN3273800E4533600;4533650;3273850;5516;NA
CRS3035RES100mN3273800E4533900;4533950;3273850;6422;NA
CRS3035RES100mN3273800E4534100;4534150;3273850;4576;NA
CRS3035RES100mN3273800E4534200;4534250;3273850;3794;NA
CRS3035RES100mN3273800E4534300;4534350;3273850;4782;NA
CRS3035RES100mN3273800E4534400;4534450;3273850;4809;NA
CRS3035RES100mN3273800E4534500;4534550;3273850;4375;NA
CRS3035RES100mN3273800E4534600;4534650;3273850;5602;NA
CRS3035RES100mN3273800E4534700;4534750;3273850;4382;NA
CRS3035RES100mN3273800E4534800;4534850;3273850;4312;NA
CRS3035RES100mN3273800E4534900;4534950;3273850;4392;NA
CRS3035RES100mN3273800E4535000;4535050;3273850;4989;NA
CRS3035RES100mN3273800E4535100;4535150;3273850;4253;NA
CRS3035RES100mN3273800E4535200;4535250;3273850;4186;NA
CRS3035RES100mN3273800E4535300;4535350;3273850;4457;NA
CRS3035RES100mN3273800E4535400;4535450;3273850;4363;NA
CRS3035RES100mN3273800E4535500;4535550;3273850;5179;NA
CRS3035RES100mN3273800E4535600;4535650;3273850;5018;NA
CRS3035RES100mN3273800E4536600;4536650;3273850;2349;NA
CRS3035RES100mN3273800E4537100;4537150;3273850;5327;NA
CRS3035RES100mN3273800E4537200;4537250;3273850;4627;NA
CRS3035RES100mN3273800E4537300;4537350;3273850;4791;NA
CRS3035RES100mN3273800E4537400;4537450;3273850;5080;NA
CRS3035RES100mN3273800E4537500;4537550;3273850;5168;NA
CRS3035RES100mN3273800E4537600;4537650;3273850;4370;NA
CRS3035RES100mN3273800E4537700;4537750;3273850;3978;NA
CRS3035RES100mN3273800E4537800;4537850;3273850;4574;NA
CRS3035RES100mN3273800E4537900;4537950;3273850;5427;NA
CRS3035RES100mN3273800E4538000;4538050;3273850;5003;NA
CRS3035RES100mN3273800E4538500;4538550;3273850;5416;NA
CRS3035RES100mN3273800E4538600;4538650;3273850;5329;NA
CRS3035RES100mN3273800E4540200;4540250;3273850;6290;NA
CRS3035RES100mN3273800E4540300;4540350;3273850;5352;NA
CRS3035RES100mN3273800E4540500;4540550;3273850;6190;NA
CRS3035RES100mN3273800E4544600;4544650;3273850;5183;NA
CRS3035RES100mN3273800E4544700;4544750;3273850;5499;NA
CRS3035RES100mN3273800E4544800;4544850;3273850;4673;NA
CRS3035RES100mN3273800E4544900;4544950;3273850;4623;NA
CRS3035RES100mN3273800E4545100;4545150;3273850;4677;NA
CRS3035RES100mN3273800E4545200;4545250;3273850;4717;NA
CRS3035RES100mN3273800E4546500;4546550;3273850;3756;NA
CRS3035RES100mN3273800E4546600;4546650;3273850;3897;NA
CRS3035RES100mN3273800E4546700;4546750;3273850;4257;NA
CRS3035RES100mN3273800E4546800;4546850;3273850;4641;NA
CRS3035RES100mN3273800E4546900;4546950;3273850;5348;NA
CRS3035RES100mN3273800E4547000;4547050;3273850;4675;NA
CRS3035RES100mN3273800E4547100;4547150;3273850;4957;NA
CRS3035RES100mN3273800E4547200;4547250;3273850;5176;NA
CRS3035RES100mN3273800E4547300;4547350;3273850;5241;NA
CRS3035RES100mN3273800E4547400;4547450;3273850;4932;NA
CRS3035RES100mN3273800E4547500;4547550;3273850;5001;NA
CRS3035RES100mN3273800E4547600;4547650;3273850;4636;NA
CRS3035RES100mN3273800E4547700;4547750;3273850;4036;NA
CRS3035RES100mN3273800E4547900;4547950;3273850;4422;NA
CRS3035RES100mN3273800E4548100;4548150;3273850;4220;NA
CRS3035RES100mN3273800E4548200;4548250;3273850;4693;NA
CRS3035RES100mN3273800E4548300;4548350;3273850;5402;NA
CRS3035RES100mN3273800E4548400;4548450;3273850;4052;NA
CRS3035RES100mN3273800E4548500;4548550;3273850;4003;NA
CRS3035RES100mN3273800E4548600;4548650;3273850;4994;NA
CRS3035RES100mN3273800E4548800;4548850;3273850;4077;NA
CRS3035RES100mN3273800E4548900;4548950;3273850;3979;NA
CRS3035RES100mN3273800E4549000;4549050;3273850;3194;NA
CRS3035RES100mN3273800E4549100;4549150;3273850;5717;NA
CRS3035RES100mN3273800E4549200;4549250;3273850;3890;NA
CRS3035RES100mN3273800E4549300;4549350;3273850;5321;NA
CRS3035RES100mN3273800E4550500;4550550;3273850;5783;NA
CRS3035RES100mN3273800E4550600;4550650;3273850;5170;NA
CRS3035RES100mN3273800E4550700;4550750;3273850;6155;NA
CRS3035RES100mN3273800E4550900;4550950;3273850;5512;NA
CRS3035RES100mN3273800E4551000;4551050;3273850;7061;NA
CRS3035RES100mN3273800E4551100;4551150;3273850;5837;NA
CRS3035RES100mN3273800E4551200;4551250;3273850;5128;NA
CRS3035RES100mN3273800E4551300;4551350;3273850;7273;NA
CRS3035RES100mN3273800E4551400;4551450;3273850;5551;NA
CRS3035RES100mN3273800E4551500;4551550;3273850;5552;NA
CRS3035RES100mN3273800E4551600;4551650;3273850;6270;NA
CRS3035RES100mN3273800E4551700;4551750;3273850;5879;NA
CRS3035RES100mN3273800E4551800;4551850;3273850;5868;NA
CRS3035RES100mN3273800E4551900;4551950;3273850;6823;NA
CRS3035RES100mN3273800E4552000;4552050;3273850;5104;NA
CRS3035RES100mN3273800E4552100;4552150;3273850;5485;NA
CRS3035RES100mN3273800E4552200;4552250;3273850;5089;NA
CRS3035RES100mN3273800E4552300;4552350;3273850;6542;NA
CRS3035RES100mN3273800E4552400;4552450;3273850;5506;NA
CRS3035RES100mN3273800E4552600;4552650;3273850;4338;NA
CRS3035RES100mN3273800E4552700;4552750;3273850;5978;NA
CRS3035RES100mN3273800E4552800;4552850;3273850;6564;NA
CRS3035RES100mN3273800E4552900;4552950;3273850;7569;NA
CRS3035RES100mN3273800E4553100;4553150;3273850;4033;NA
CRS3035RES100mN3273800E4553200;4553250;3273850;4037;NA
CRS3035RES100mN3273800E4553300;4553350;3273850;4954;NA
CRS3035RES100mN3273800E4553400;4553450;3273850;3243;NA
CRS3035RES100mN3273800E4553500;4553550;3273850;6907;NA
CRS3035RES100mN3273800E4553600;4553650;3273850;4357;NA
CRS3035RES100mN3273800E4554400;4554450;3273850;5615;NA
CRS3035RES100mN3273800E4554500;4554550;3273850;3122;NA
CRS3035RES100mN3273800E4554600;4554650;3273850;6362;NA
CRS3035RES100mN3273800E4554800;4554850;3273850;5570;NA
CRS3035RES100mN3273800E4554900;4554950;3273850;4126;NA
CRS3035RES100mN3273800E4555000;4555050;3273850;5101;NA
CRS3035RES100mN3273800E4555100;4555150;3273850;4686;NA
CRS3035RES100mN3273800E4555200;4555250;3273850;3824;NA
CRS3035RES100mN3273800E4555300;4555350;3273850;4926;NA
CRS3035RES100mN3273800E4555400;4555450;3273850;4728;NA
CRS3035RES100mN3273800E4555500;4555550;3273850;5899;NA
CRS3035RES100mN3273800E4555600;4555650;3273850;4371;NA
CRS3035RES100mN3273800E4555700;4555750;3273850;4917;NA
CRS3035RES100mN3273800E4556400;4556450;3273850;4429;NA
CRS3035RES100mN3273800E4556600;4556650;3273850;3996;NA
CRS3035RES100mN3273800E4556700;4556750;3273850;3573;NA
CRS3035RES100mN3273800E4556800;4556850;3273850;2376;NA
CRS3035RES100mN3273800E4556900;4556950;3273850;2043;NA
CRS3035RES100mN3273800E4557000;4557050;3273850;3834;NA
CRS3035RES100mN3273800E4557100;4557150;3273850;4430;NA
CRS3035RES100mN3273800E4557200;4557250;3273850;4254;NA
CRS3035RES100mN3273800E4557300;4557350;3273850;4508;NA
CRS3035RES100mN3273800E4557400;4557450;3273850;4555;NA
CRS3035RES100mN3273800E4557600;4557650;3273850;4967;NA
CRS3035RES100mN3273800E4557700;4557750;3273850;5332;NA
CRS3035RES100mN3273800E4560300;4560350;3273850;4587;NA
CRS3035RES100mN3273800E4560400;4560450;3273850;7265;NA
CRS3035RES100mN3273800E4560500;4560550;3273850;9208;NA
CRS3035RES100mN3273800E4560700;4560750;3273850;5637;NA
CRS3035RES100mN3273800E4560800;4560850;3273850;8031;NA
CRS3035RES100mN3273800E4560900;4560950;3273850;5941;NA
CRS3035RES100mN3273800E4561300;4561350;3273850;4387;NA
CRS3035RES100mN3273800E4561400;4561450;3273850;4312;NA
CRS3035RES100mN3273800E4561500;4561550;3273850;3426;NA
CRS3035RES100mN3273800E4561600;4561650;3273850;5620;NA
CRS3035RES100mN3273800E4561700;4561750;3273850;5577;NA
CRS3035RES100mN3273800E4561800;4561850;3273850;6633;NA
CRS3035RES100mN3273800E4561900;4561950;3273850;6106;NA
CRS3035RES100mN3273800E4562000;4562050;3273850;6786;NA
CRS3035RES100mN3273800E4562100;4562150;3273850;5841;NA
CRS3035RES100mN3273800E4562200;4562250;3273850;6261;NA
CRS3035RES100mN3273800E4562300;4562350;3273850;6174;NA
CRS3035RES100mN3273800E4562400;4562450;3273850;5183;NA
CRS3035RES100mN3273800E4562500;4562550;3273850;5475;NA
CRS3035RES100mN3273800E4562600;4562650;3273850;4992;NA
CRS3035RES100mN3273800E4562700;4562750;3273850;3979;NA
CRS3035RES100mN3273800E4563900;4563950;3273850;2633;NA
CRS3035RES100mN3273800E4564000;4564050;3273850;4319;NA
CRS3035RES100mN3273800E4564100;4564150;3273850;4040;NA
CRS3035RES100mN3273800E4564200;4564250;3273850;4028;NA
CRS3035RES100mN3273800E4564300;4564350;3273850;3812;NA
CRS3035RES100mN3273800E4564400;4564450;3273850;4250;NA
CRS3035RES100mN3273800E4564500;4564550;3273850;4863;NA
CRS3035RES100mN3273800E4564600;4564650;3273850;4509;NA
CRS3035RES100mN3273800E4564700;4564750;3273850;4709;NA
CRS3035RES100mN3273800E4564800;4564850;3273850;4712;NA
CRS3035RES100mN3273800E4564900;4564950;3273850;4771;NA
CRS3035RES100mN3273800E4565000;4565050;3273850;9852;NA
CRS3035RES100mN3273800E4565100;4565150;3273850;3805;NA
CRS3035RES100mN3273800E4565200;4565250;3273850;4156;NA
CRS3035RES100mN3273800E4565300;4565350;3273850;4211;NA
CRS3035RES100mN3273800E4565400;4565450;3273850;4039;NA
CRS3035RES100mN3273800E4565500;4565550;3273850;4475;NA
CRS3035RES100mN3273800E4565600;4565650;3273850;6063;NA
CRS3035RES100mN3273800E4565700;4565750;3273850;6592;NA
CRS3035RES100mN3273800E4565800;4565850;3273850;3978;NA
CRS3035RES100mN3273800E4565900;4565950;3273850;4771;NA
CRS3035RES100mN3273800E4566000;4566050;3273850;5076;NA
CRS3035RES100mN3273800E4566100;4566150;3273850;4607;NA
CRS3035RES100mN3273800E4566200;4566250;3273850;6157;NA
CRS3035RES100mN3273800E4566300;4566350;3273850;5320;NA
CRS3035RES100mN3273800E4566400;4566450;3273850;5350;NA
CRS3035RES100mN3273800E4566500;4566550;3273850;5392;NA
CRS3035RES100mN3273800E4566600;4566650;3273850;5892;NA
CRS3035RES100mN3273800E4566700;4566750;3273850;5541;NA
CRS3035RES100mN3273800E4566800;4566850;3273850;5389;NA
CRS3035RES100mN3273800E4566900;4566950;3273850;4820;NA
CRS3035RES100mN3273800E4567000;4567050;3273850;6375;NA
CRS3035RES100mN3273800E4567100;4567150;3273850;5799;NA
CRS3035RES100mN3273800E4567200;4567250;3273850;6615;NA
CRS3035RES100mN3273800E4567300;4567350;3273850;6045;NA
CRS3035RES100mN3273800E4567400;4567450;3273850;5075;NA
CRS3035RES100mN3273800E4567500;4567550;3273850;3734;NA
CRS3035RES100mN3273800E4567800;4567850;3273850;3583;NA
CRS3035RES100mN3273900E4533800;4533850;3273950;4156;NA
CRS3035RES100mN3273900E4533900;4533950;3273950;5176;NA
CRS3035RES100mN3273900E4534000;4534050;3273950;4502;NA
CRS3035RES100mN3273900E4534100;4534150;3273950;5107;NA
CRS3035RES100mN3273900E4534200;4534250;3273950;5156;NA
CRS3035RES100mN3273900E4534300;4534350;3273950;5008;NA
CRS3035RES100mN3273900E4534400;4534450;3273950;5045;NA
CRS3035RES100mN3273900E4534500;4534550;3273950;5113;NA
CRS3035RES100mN3273900E4534600;4534650;3273950;5508;NA
CRS3035RES100mN3273900E4534700;4534750;3273950;3892;NA
CRS3035RES100mN3273900E4534800;4534850;3273950;3992;NA
CRS3035RES100mN3273900E4534900;4534950;3273950;3835;NA
CRS3035RES100mN3273900E4535100;4535150;3273950;2762;NA
CRS3035RES100mN3273900E4535200;4535250;3273950;4006;NA
CRS3035RES100mN3273900E4535300;4535350;3273950;3901;NA
CRS3035RES100mN3273900E4535400;4535450;3273950;3959;NA
CRS3035RES100mN3273900E4535500;4535550;3273950;4315;NA
CRS3035RES100mN3273900E4536600;4536650;3273950;3200;NA
CRS3035RES100mN3273900E4537300;4537350;3273950;5085;NA
CRS3035RES100mN3273900E4537400;4537450;3273950;4709;NA
CRS3035RES100mN3273900E4537500;4537550;3273950;4804;NA
CRS3035RES100mN3273900E4537600;4537650;3273950;4019;NA
CRS3035RES100mN3273900E4537700;4537750;3273950;4674;NA
CRS3035RES100mN3273900E4537800;4537850;3273950;6008;NA
CRS3035RES100mN3273900E4537900;4537950;3273950;5661;NA
CRS3035RES100mN3273900E4538000;4538050;3273950;4971;NA
CRS3035RES100mN3273900E4538200;4538250;3273950;4555;NA
CRS3035RES100mN3273900E4538300;4538350;3273950;5212;NA
CRS3035RES100mN3273900E4538400;4538450;3273950;5088;NA
CRS3035RES100mN3273900E4538500;4538550;3273950;6055;NA
CRS3035RES100mN3273900E4538900;4538950;3273950;3255;NA
CRS3035RES100mN3273900E4544600;4544650;3273950;4908;NA
CRS3035RES100mN3273900E4544700;4544750;3273950;5290;NA
CRS3035RES100mN3273900E4544800;4544850;3273950;4671;NA
CRS3035RES100mN3273900E4544900;4544950;3273950;4377;NA
CRS3035RES100mN3273900E4545000;4545050;3273950;3707;NA
CRS3035RES100mN3273900E4545100;4545150;3273950;4180;NA
CRS3035RES100mN3273900E4545200;4545250;3273950;3985;NA
CRS3035RES100mN3273900E4545900;4545950;3273950;4627;NA
CRS3035RES100mN3273900E4546000;4546050;3273950;4568;NA
CRS3035RES100mN3273900E4546100;4546150;3273950;4076;NA
CRS3035RES100mN3273900E4546500;4546550;3273950;4459;NA
CRS3035RES100mN3273900E4546600;4546650;3273950;4220;NA
CRS3035RES100mN3273900E4546700;4546750;3273950;4367;NA
CRS3035RES100mN3273900E4546800;4546850;3273950;4137;NA
CRS3035RES100mN3273900E4546900;4546950;3273950;4911;NA
CRS3035RES100mN3273900E4547100;4547150;3273950;4831;NA
CRS3035RES100mN3273900E4547200;4547250;3273950;9327;NA
CRS3035RES100mN3273900E4547300;4547350;3273950;5392;NA
CRS3035RES100mN3273900E4547400;4547450;3273950;4820;NA
CRS3035RES100mN3273900E4547500;4547550;3273950;5891;NA
CRS3035RES100mN3273900E4547600;4547650;3273950;5301;NA
CRS3035RES100mN3273900E4547700;4547750;3273950;4971;NA
CRS3035RES100mN3273900E4547900;4547950;3273950;4953;NA
CRS3035RES100mN3273900E4548200;4548250;3273950;5048;NA
CRS3035RES100mN3273900E4548300;4548350;3273950;4260;NA
CRS3035RES100mN3273900E4548400;4548450;3273950;4850;NA
CRS3035RES100mN3273900E4548500;4548550;3273950;4417;NA
CRS3035RES100mN3273900E4548600;4548650;3273950;5022;NA
CRS3035RES100mN3273900E4548900;4548950;3273950;5189;NA
CRS3035RES100mN3273900E4549000;4549050;3273950;6016;NA
CRS3035RES100mN3273900E4549100;4549150;3273950;4767;NA
CRS3035RES100mN3273900E4549200;4549250;3273950;4293;NA
CRS3035RES100mN3273900E4549600;4549650;3273950;17605;NA
CRS3035RES100mN3273900E4549700;4549750;3273950;6470;NA
CRS3035RES100mN3273900E4549800;4549850;3273950;5759;NA
CRS3035RES100mN3273900E4550400;4550450;3273950;4951;NA
CRS3035RES100mN3273900E4550600;4550650;3273950;6060;NA
CRS3035RES100mN3273900E4550700;4550750;3273950;11377;NA
CRS3035RES100mN3273900E4550800;4550850;3273950;6057;NA
CRS3035RES100mN3273900E4550900;4550950;3273950;6111;NA
CRS3035RES100mN3273900E4551000;4551050;3273950;5497;NA
CRS3035RES100mN3273900E4551100;4551150;3273950;5999;NA
CRS3035RES100mN3273900E4551200;4551250;3273950;6266;NA
CRS3035RES100mN3273900E4551300;4551350;3273950;6538;NA
CRS3035RES100mN3273900E4551400;4551450;3273950;4727;NA
CRS3035RES100mN3273900E4551500;4551550;3273950;5805;NA
CRS3035RES100mN3273900E4551600;4551650;3273950;5853;NA
CRS3035RES100mN3273900E4551700;4551750;3273950;6975;NA
CRS3035RES100mN3273900E4551800;4551850;3273950;5507;NA
CRS3035RES100mN3273900E4552100;4552150;3273950;6039;NA
CRS3035RES100mN3273900E4552200;4552250;3273950;5553;NA
CRS3035RES100mN3273900E4552300;4552350;3273950;4441;NA
CRS3035RES100mN3273900E4552400;4552450;3273950;4995;NA
CRS3035RES100mN3273900E4552500;4552550;3273950;4145;NA
CRS3035RES100mN3273900E4552700;4552750;3273950;3799;NA
