GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Deutschland;Ausland_Sonstige;EU27_Land;Sonstiges_Europa;Sonstige_Welt;Sonstige
CRS3035RES100mN3263800E4558000;4558050;3263850;38;36;4;3;3;–;–
CRS3035RES100mN3263800E4558100;4558150;3263850;63;46;14;4;7;3;–
CRS3035RES100mN3263800E4558200;4558250;3263850;50;44;7;4;3;–;–
CRS3035RES100mN3263800E4558300;4558350;3263850;28;23;8;–;–;8;–
CRS3035RES100mN3263800E4558400;4558450;3263850;27;20;10;4;4;3;–
CRS3035RES100mN3263800E4558500;4558550;3263850;8;8;–;–;–;–;–
CRS3035RES100mN3263800E4558600;4558650;3263850;3;–;–;–;–;–;–
CRS3035RES100mN3263800E4559000;4559050;3263850;17;17;–;–;–;–;–
CRS3035RES100mN3263800E4559100;4559150;3263850;29;24;7;–;–;4;–
CRS3035RES100mN3263800E4559200;4559250;3263850;34;24;13;–;8;4;–
CRS3035RES100mN3263800E4559300;4559350;3263850;49;35;18;3;7;7;–
CRS3035RES100mN3263800E4559400;4559450;3263850;45;42;4;5;–;–;–
CRS3035RES100mN3263800E4559500;4559550;3263850;31;21;7;4;5;–;–
CRS3035RES100mN3263800E4559600;4559650;3263850;29;25;–;4;–;–;–
CRS3035RES100mN3263800E4559700;4559750;3263850;52;44;8;8;–;–;–
CRS3035RES100mN3263800E4559800;4559850;3263850;43;35;7;5;3;–;–
CRS3035RES100mN3263800E4559900;4559950;3263850;40;38;5;3;–;–;–
CRS3035RES100mN3263800E4560000;4560050;3263850;3;–;–;–;–;–;–
CRS3035RES100mN3263800E4564400;4564450;3263850;11;11;–;–;–;–;–
CRS3035RES100mN3263800E4564500;4564550;3263850;62;55;5;4;–;3;–
CRS3035RES100mN3263800E4564600;4564650;3263850;44;41;–;–;–;–;–
CRS3035RES100mN3263800E4564700;4564750;3263850;54;46;6;–;–;8;–
CRS3035RES100mN3263800E4564800;4564850;3263850;16;16;–;–;–;–;–
CRS3035RES100mN3263800E4564900;4564950;3263850;41;40;–;–;–;–;–
CRS3035RES100mN3263800E4565000;4565050;3263850;28;26;–;–;–;–;–
CRS3035RES100mN3263800E4565100;4565150;3263850;25;24;–;–;–;–;–
CRS3035RES100mN3263800E4565200;4565250;3263850;28;28;3;3;–;–;–
CRS3035RES100mN3263800E4565300;4565350;3263850;24;24;–;–;–;–;–
CRS3035RES100mN3263800E4565400;4565450;3263850;25;25;–;–;–;–;–
CRS3035RES100mN3263800E4565500;4565550;3263850;23;21;–;–;–;–;–
CRS3035RES100mN3263800E4565600;4565650;3263850;20;15;3;4;3;–;–
CRS3035RES100mN3263800E4565700;4565750;3263850;17;17;–;–;–;–;–
CRS3035RES100mN3263800E4565800;4565850;3263850;18;18;–;–;–;–;–
CRS3035RES100mN3263800E4571800;4571850;3263850;6;3;–;–;–;–;–
CRS3035RES100mN3263800E4572900;4572950;3263850;3;3;–;–;–;–;–
CRS3035RES100mN3263800E4573000;4573050;3263850;20;18;–;–;–;–;–
CRS3035RES100mN3263800E4573100;4573150;3263850;19;14;3;3;3;–;–
CRS3035RES100mN3263800E4573200;4573250;3263850;7;7;–;–;–;–;–
CRS3035RES100mN3263800E4573300;4573350;3263850;5;5;–;–;–;–;–
CRS3035RES100mN3263800E4573400;4573450;3263850;3;3;–;–;–;–;–
CRS3035RES100mN3263800E4573500;4573550;3263850;11;7;–;–;–;–;–
CRS3035RES100mN3263800E4573600;4573650;3263850;21;21;3;3;–;–;–
CRS3035RES100mN3263800E4573700;4573750;3263850;10;10;–;–;–;–;–
CRS3035RES100mN3263800E4573900;4573950;3263850;19;15;4;–;3;–;–
CRS3035RES100mN3263800E4574000;4574050;3263850;9;9;–;–;–;–;–
CRS3035RES100mN3263800E4574100;4574150;3263850;13;13;–;–;–;–;–
CRS3035RES100mN3263800E4574200;4574250;3263850;14;9;3;–;3;–;–
CRS3035RES100mN3263800E4574300;4574350;3263850;27;27;–;–;–;–;–
CRS3035RES100mN3263800E4574400;4574450;3263850;17;19;3;–;3;–;–
CRS3035RES100mN3263900E4533300;4533350;3263950;41;33;6;3;–;6;–
CRS3035RES100mN3263900E4533400;4533450;3263950;74;66;9;3;4;–;–
CRS3035RES100mN3263900E4533500;4533550;3263950;11;9;–;–;–;–;–
CRS3035RES100mN3263900E4533600;4533650;3263950;3;3;–;–;–;–;–
CRS3035RES100mN3263900E4533700;4533750;3263950;18;18;3;3;–;–;–
CRS3035RES100mN3263900E4539800;4539850;3263950;5;5;–;–;–;–;–
CRS3035RES100mN3263900E4539900;4539950;3263950;22;22;3;3;–;–;–
CRS3035RES100mN3263900E4540000;4540050;3263950;41;38;4;3;–;–;–
CRS3035RES100mN3263900E4540100;4540150;3263950;17;17;–;–;–;–;–
CRS3035RES100mN3263900E4540200;4540250;3263950;7;8;–;–;–;–;–
CRS3035RES100mN3263900E4540300;4540350;3263950;17;17;3;–;3;–;–
CRS3035RES100mN3263900E4540400;4540450;3263950;35;27;10;–;–;4;–
CRS3035RES100mN3263900E4540500;4540550;3263950;33;29;3;–;–;3;–
CRS3035RES100mN3263900E4540600;4540650;3263950;25;17;5;4;3;–;–
CRS3035RES100mN3263900E4540700;4540750;3263950;3;3;–;–;–;–;–
CRS3035RES100mN3263900E4540800;4540850;3263950;8;8;–;–;–;–;–
CRS3035RES100mN3263900E4540900;4540950;3263950;31;26;8;4;3;3;–
CRS3035RES100mN3263900E4541000;4541050;3263950;17;10;6;3;3;3;–
CRS3035RES100mN3263900E4541100;4541150;3263950;39;33;5;3;–;3;–
CRS3035RES100mN3263900E4541200;4541250;3263950;53;42;10;–;5;3;–
CRS3035RES100mN3263900E4541300;4541350;3263950;79;67;13;6;–;8;–
CRS3035RES100mN3263900E4541400;4541450;3263950;44;39;4;3;–;–;–
CRS3035RES100mN3263900E4541500;4541550;3263950;16;13;4;–;3;–;–
CRS3035RES100mN3263900E4541600;4541650;3263950;65;59;9;5;–;3;–
CRS3035RES100mN3263900E4541700;4541750;3263950;92;79;12;3;–;6;–
CRS3035RES100mN3263900E4541800;4541850;3263950;74;67;9;5;–;3;–
CRS3035RES100mN3263900E4541900;4541950;3263950;25;17;6;4;–;–;–
CRS3035RES100mN3263900E4542300;4542350;3263950;35;34;5;–;–;5;–
CRS3035RES100mN3263900E4542400;4542450;3263950;35;30;5;–;–;–;–
CRS3035RES100mN3263900E4542500;4542550;3263950;19;13;3;3;–;–;–
CRS3035RES100mN3263900E4542600;4542650;3263950;18;14;7;–;–;3;–
CRS3035RES100mN3263900E4542700;4542750;3263950;45;35;13;–;7;4;–
CRS3035RES100mN3263900E4542800;4542850;3263950;67;52;17;4;3;13;–
CRS3035RES100mN3263900E4542900;4542950;3263950;62;50;15;5;8;–;–
CRS3035RES100mN3263900E4543000;4543050;3263950;23;22;4;–;–;3;–
CRS3035RES100mN3263900E4543100;4543150;3263950;41;33;11;3;11;3;–
CRS3035RES100mN3263900E4543200;4543250;3263950;118;82;37;10;6;22;–
CRS3035RES100mN3263900E4543300;4543350;3263950;29;25;7;–;3;–;–
CRS3035RES100mN3263900E4543400;4543450;3263950;32;30;3;3;–;–;3
CRS3035RES100mN3263900E4543500;4543550;3263950;105;90;19;3;5;8;–
CRS3035RES100mN3263900E4543600;4543650;3263950;83;68;19;3;10;7;–
CRS3035RES100mN3263900E4543700;4543750;3263950;77;65;10;4;3;3;–
CRS3035RES100mN3263900E4543800;4543850;3263950;154;117;40;7;6;31;–
CRS3035RES100mN3263900E4543900;4543950;3263950;146;114;29;11;12;13;–
CRS3035RES100mN3263900E4544000;4544050;3263950;72;49;23;9;5;13;–
CRS3035RES100mN3263900E4544200;4544250;3263950;7;7;–;–;–;–;–
CRS3035RES100mN3263900E4544300;4544350;3263950;9;9;–;–;–;–;–
CRS3035RES100mN3263900E4544400;4544450;3263950;30;28;–;–;–;–;–
CRS3035RES100mN3263900E4544500;4544550;3263950;57;44;12;3;5;4;–
CRS3035RES100mN3263900E4544600;4544650;3263950;74;52;19;6;9;6;–
CRS3035RES100mN3263900E4544700;4544750;3263950;77;59;17;9;3;5;–
CRS3035RES100mN3263900E4544800;4544850;3263950;73;59;12;4;4;9;–
CRS3035RES100mN3263900E4544900;4544950;3263950;47;40;6;–;–;3;–
CRS3035RES100mN3263900E4545000;4545050;3263950;53;43;9;4;4;–;–
CRS3035RES100mN3263900E4545100;4545150;3263950;49;42;3;–;–;3;–
CRS3035RES100mN3263900E4545200;4545250;3263950;82;61;24;8;3;11;–
CRS3035RES100mN3263900E4545300;4545350;3263950;49;35;12;–;–;8;–
CRS3035RES100mN3263900E4545400;4545450;3263950;70;57;10;3;3;6;–
CRS3035RES100mN3263900E4545500;4545550;3263950;89;71;17;4;4;5;–
CRS3035RES100mN3263900E4545600;4545650;3263950;76;65;12;–;9;4;–
CRS3035RES100mN3263900E4545700;4545750;3263950;47;35;11;4;3;3;–
CRS3035RES100mN3263900E4545800;4545850;3263950;22;19;–;3;–;–;–
CRS3035RES100mN3263900E4545900;4545950;3263950;96;95;3;3;–;3;–
CRS3035RES100mN3263900E4546000;4546050;3263950;17;16;3;–;3;3;–
CRS3035RES100mN3263900E4546100;4546150;3263950;106;97;12;6;3;3;–
CRS3035RES100mN3263900E4546200;4546250;3263950;57;52;8;3;–;7;–
CRS3035RES100mN3263900E4546300;4546350;3263950;89;72;15;6;3;5;–
CRS3035RES100mN3263900E4547000;4547050;3263950;112;85;26;13;6;11;–
CRS3035RES100mN3263900E4547100;4547150;3263950;63;57;8;–;4;4;–
CRS3035RES100mN3263900E4547400;4547450;3263950;88;73;11;3;5;–;–
CRS3035RES100mN3263900E4547500;4547550;3263950;64;54;8;–;6;4;–
CRS3035RES100mN3263900E4547600;4547650;3263950;67;64;5;–;3;–;–
CRS3035RES100mN3263900E4547700;4547750;3263950;36;26;9;–;6;–;–
CRS3035RES100mN3263900E4547800;4547850;3263950;43;33;9;3;–;4;–
CRS3035RES100mN3263900E4547900;4547950;3263950;17;16;3;3;–;–;–
CRS3035RES100mN3263900E4548200;4548250;3263950;83;65;18;9;–;9;3
CRS3035RES100mN3263900E4548300;4548350;3263950;106;84;20;8;15;3;–
CRS3035RES100mN3263900E4548400;4548450;3263950;100;82;15;7;6;3;–
CRS3035RES100mN3263900E4548500;4548550;3263950;129;101;27;11;5;10;–
CRS3035RES100mN3263900E4548600;4548650;3263950;164;113;52;23;13;20;–
CRS3035RES100mN3263900E4548700;4548750;3263950;137;96;44;4;23;16;–
CRS3035RES100mN3263900E4548800;4548850;3263950;48;27;20;5;11;4;–
CRS3035RES100mN3263900E4548900;4548950;3263950;58;49;5;–;4;3;–
CRS3035RES100mN3263900E4549000;4549050;3263950;88;73;12;7;–;7;–
CRS3035RES100mN3263900E4549100;4549150;3263950;76;71;7;4;3;–;–
CRS3035RES100mN3263900E4549200;4549250;3263950;50;39;10;8;3;–;–
CRS3035RES100mN3263900E4549300;4549350;3263950;52;44;5;–;4;3;–
CRS3035RES100mN3263900E4549400;4549450;3263950;34;28;3;–;3;–;–
CRS3035RES100mN3263900E4549500;4549550;3263950;19;17;3;3;–;–;–
CRS3035RES100mN3263900E4549600;4549650;3263950;25;25;4;–;–;3;–
CRS3035RES100mN3263900E4549700;4549750;3263950;29;26;–;3;–;–;–
CRS3035RES100mN3263900E4549800;4549850;3263950;68;53;15;3;5;8;–
CRS3035RES100mN3263900E4550300;4550350;3263950;4;3;–;–;–;–;–
CRS3035RES100mN3263900E4550400;4550450;3263950;26;20;5;–;–;–;–
CRS3035RES100mN3263900E4550500;4550550;3263950;66;40;23;–;7;16;–
CRS3035RES100mN3263900E4550600;4550650;3263950;11;7;6;6;–;–;–
CRS3035RES100mN3263900E4550700;4550750;3263950;113;80;30;18;12;4;–
CRS3035RES100mN3263900E4550800;4550850;3263950;131;98;36;11;12;9;–
CRS3035RES100mN3263900E4550900;4550950;3263950;132;115;18;5;8;6;–
CRS3035RES100mN3263900E4551000;4551050;3263950;96;77;17;6;3;9;–
CRS3035RES100mN3263900E4551200;4551250;3263950;7;8;–;–;–;–;–
CRS3035RES100mN3263900E4551300;4551350;3263950;68;47;22;4;6;13;–
CRS3035RES100mN3263900E4551400;4551450;3263950;22;22;–;–;–;–;–
CRS3035RES100mN3263900E4551500;4551550;3263950;20;15;3;3;–;–;–
CRS3035RES100mN3263900E4551600;4551650;3263950;8;5;–;–;–;–;–
CRS3035RES100mN3263900E4551700;4551750;3263950;4;4;–;–;–;–;–
CRS3035RES100mN3263900E4552100;4552150;3263950;82;71;8;–;3;3;–
CRS3035RES100mN3263900E4552200;4552250;3263950;48;40;10;4;–;4;–
CRS3035RES100mN3263900E4552300;4552350;3263950;148;128;19;12;6;3;–
CRS3035RES100mN3263900E4552400;4552450;3263950;54;44;7;3;6;–;–
CRS3035RES100mN3263900E4552700;4552750;3263950;6;6;–;–;–;–;–
CRS3035RES100mN3263900E4552800;4552850;3263950;19;20;3;–;3;–;–
CRS3035RES100mN3263900E4552900;4552950;3263950;31;24;5;3;3;4;–
CRS3035RES100mN3263900E4553000;4553050;3263950;11;7;3;3;–;–;–
CRS3035RES100mN3263900E4554500;4554550;3263950;52;25;24;5;9;15;–
CRS3035RES100mN3263900E4554600;4554650;3263950;9;9;–;–;–;–;–
CRS3035RES100mN3263900E4554700;4554750;3263950;27;22;4;3;4;–;–
CRS3035RES100mN3263900E4554800;4554850;3263950;7;7;–;–;–;–;–
CRS3035RES100mN3263900E4555600;4555650;3263950;98;84;15;9;5;5;–
CRS3035RES100mN3263900E4555700;4555750;3263950;200;140;57;14;24;18;–
CRS3035RES100mN3263900E4555800;4555850;3263950;37;30;11;5;3;3;–
CRS3035RES100mN3263900E4555900;4555950;3263950;75;68;10;4;–;3;–
CRS3035RES100mN3263900E4556000;4556050;3263950;78;75;6;–;–;–;–
CRS3035RES100mN3263900E4556200;4556250;3263950;140;97;39;17;12;14;–
CRS3035RES100mN3263900E4556300;4556350;3263950;56;44;14;3;6;3;–
CRS3035RES100mN3263900E4556400;4556450;3263950;71;62;11;–;10;–;–
CRS3035RES100mN3263900E4556500;4556550;3263950;48;39;8;3;3;–;–
CRS3035RES100mN3263900E4556600;4556650;3263950;30;27;5;–;4;–;–
CRS3035RES100mN3263900E4556700;4556750;3263950;24;12;15;–;–;15;–
CRS3035RES100mN3263900E4556800;4556850;3263950;10;10;–;–;–;–;–
CRS3035RES100mN3263900E4556900;4556950;3263950;21;17;5;–;3;5;–
CRS3035RES100mN3263900E4557000;4557050;3263950;131;83;52;4;26;22;3
CRS3035RES100mN3263900E4557100;4557150;3263950;46;43;–;–;3;–;–
CRS3035RES100mN3263900E4557200;4557250;3263950;41;32;10;–;7;5;–
CRS3035RES100mN3263900E4557300;4557350;3263950;51;37;16;–;3;9;–
CRS3035RES100mN3263900E4557400;4557450;3263950;43;35;12;3;3;3;–
CRS3035RES100mN3263900E4557500;4557550;3263950;71;57;13;3;6;5;–
CRS3035RES100mN3263900E4557600;4557650;3263950;40;24;17;6;4;10;–
CRS3035RES100mN3263900E4557700;4557750;3263950;50;41;7;5;–;3;–
CRS3035RES100mN3263900E4557800;4557850;3263950;35;27;6;–;–;4;–
CRS3035RES100mN3263900E4557900;4557950;3263950;34;28;5;–;3;–;–
CRS3035RES100mN3263900E4558000;4558050;3263950;46;41;3;–;–;–;–
CRS3035RES100mN3263900E4558100;4558150;3263950;46;40;8;4;–;–;–
CRS3035RES100mN3263900E4558200;4558250;3263950;58;47;15;3;7;–;–
CRS3035RES100mN3263900E4558300;4558350;3263950;41;35;8;3;7;–;–
CRS3035RES100mN3263900E4558400;4558450;3263950;7;7;–;–;–;–;–
CRS3035RES100mN3263900E4559000;4559050;3263950;15;10;3;–;4;3;–
CRS3035RES100mN3263900E4559100;4559150;3263950;58;44;11;–;10;–;–
CRS3035RES100mN3263900E4559200;4559250;3263950;29;23;7;–;6;–;–
CRS3035RES100mN3263900E4559300;4559350;3263950;35;28;5;–;3;4;–
CRS3035RES100mN3263900E4559400;4559450;3263950;38;33;3;3;–;–;–
CRS3035RES100mN3263900E4559500;4559550;3263950;26;25;3;3;–;–;–
CRS3035RES100mN3263900E4559600;4559650;3263950;33;28;4;–;–;–;–
CRS3035RES100mN3263900E4559700;4559750;3263950;38;35;–;3;–;–;–
CRS3035RES100mN3263900E4559800;4559850;3263950;33;30;4;4;–;–;–
CRS3035RES100mN3263900E4559900;4559950;3263950;3;–;–;–;–;–;–
CRS3035RES100mN3263900E4560800;4560850;3263950;402;101;302;72;59;171;–
CRS3035RES100mN3263900E4561100;4561150;3263950;32;–;32;5;3;20;–
CRS3035RES100mN3263900E4562500;4562550;3263950;5;5;–;–;–;–;–
CRS3035RES100mN3263900E4563800;4563850;3263950;5;5;–;–;–;–;–
CRS3035RES100mN3263900E4564600;4564650;3263950;31;32;3;3;–;–;–
CRS3035RES100mN3263900E4564700;4564750;3263950;48;41;4;4;–;–;–
CRS3035RES100mN3263900E4564800;4564850;3263950;52;50;–;–;–;–;–
CRS3035RES100mN3263900E4564900;4564950;3263950;57;50;4;–;3;–;–
CRS3035RES100mN3263900E4565000;4565050;3263950;26;25;3;–;3;–;–
CRS3035RES100mN3263900E4565100;4565150;3263950;24;24;–;–;–;–;–
CRS3035RES100mN3263900E4565200;4565250;3263950;32;32;–;–;–;–;–
CRS3035RES100mN3263900E4565300;4565350;3263950;26;26;–;–;–;–;–
CRS3035RES100mN3263900E4565400;4565450;3263950;25;25;3;3;–;–;–
CRS3035RES100mN3263900E4565500;4565550;3263950;33;33;–;–;–;–;–
CRS3035RES100mN3263900E4565600;4565650;3263950;21;23;–;–;–;–;–
CRS3035RES100mN3263900E4565700;4565750;3263950;19;19;–;–;–;–;–
CRS3035RES100mN3263900E4565800;4565850;3263950;15;15;–;–;–;–;–
CRS3035RES100mN3263900E4565900;4565950;3263950;33;33;–;–;–;–;–
CRS3035RES100mN3263900E4566800;4566850;3263950;4;4;–;–;–;–;–
CRS3035RES100mN3263900E4571700;4571750;3263950;3;3;–;–;–;–;–
CRS3035RES100mN3263900E4571800;4571850;3263950;17;18;3;–;–;3;–
CRS3035RES100mN3263900E4571900;4571950;3263950;4;4;–;–;–;–;–
CRS3035RES100mN3263900E4572000;4572050;3263950;10;12;–;–;–;–;–
CRS3035RES100mN3263900E4572300;4572350;3263950;3;3;–;–;–;–;–
CRS3035RES100mN3263900E4572400;4572450;3263950;3;3;–;–;–;–;–
CRS3035RES100mN3263900E4572600;4572650;3263950;4;4;–;–;–;–;–
CRS3035RES100mN3263900E4572700;4572750;3263950;8;8;–;–;–;–;–
CRS3035RES100mN3263900E4572800;4572850;3263950;28;25;–;–;–;–;–
CRS3035RES100mN3263900E4572900;4572950;3263950;4;4;–;–;–;–;–
CRS3035RES100mN3263900E4573000;4573050;3263950;3;3;–;–;–;–;–
CRS3035RES100mN3263900E4573100;4573150;3263950;11;11;3;3;–;–;–
CRS3035RES100mN3263900E4573200;4573250;3263950;18;18;–;–;–;–;–
CRS3035RES100mN3263900E4573400;4573450;3263950;9;9;–;–;–;–;–
CRS3035RES100mN3263900E4573500;4573550;3263950;14;14;–;–;–;–;–
CRS3035RES100mN3263900E4573600;4573650;3263950;20;16;–;–;–;–;–
CRS3035RES100mN3263900E4573700;4573750;3263950;20;16;–;–;–;–;–
CRS3035RES100mN3263900E4573800;4573850;3263950;23;22;3;3;–;–;–
CRS3035RES100mN3263900E4574200;4574250;3263950;10;10;–;–;–;–;–
CRS3035RES100mN3263900E4574300;4574350;3263950;29;26;5;3;–;–;–
CRS3035RES100mN3263900E4574400;4574450;3263950;37;33;6;3;3;–;–
CRS3035RES100mN3263900E4574500;4574550;3263950;37;35;4;4;–;–;–
CRS3035RES100mN3263900E4574600;4574650;3263950;29;25;3;3;–;–;–
CRS3035RES100mN3263900E4574700;4574750;3263950;13;11;–;–;–;–;–
CRS3035RES100mN3263900E4574800;4574850;3263950;16;12;–;–;–;–;–
CRS3035RES100mN3264000E4533300;4533350;3264050;13;9;7;–;–;3;–
CRS3035RES100mN3264000E4533400;4533450;3264050;16;12;–;–;–;–;–
CRS3035RES100mN3264000E4533500;4533550;3264050;28;27;3;–;–;–;–
CRS3035RES100mN3264000E4533600;4533650;3264050;25;25;3;3;–;–;–
CRS3035RES100mN3264000E4539800;4539850;3264050;6;5;3;3;–;–;–
CRS3035RES100mN3264000E4539900;4539950;3264050;29;28;–;–;–;–;–
CRS3035RES100mN3264000E4540000;4540050;3264050;44;37;4;–;–;4;–
CRS3035RES100mN3264000E4540100;4540150;3264050;21;15;3;–;3;3;–
CRS3035RES100mN3264000E4540200;4540250;3264050;43;33;8;3;3;3;–
CRS3035RES100mN3264000E4540300;4540350;3264050;15;11;–;–;–;–;–
CRS3035RES100mN3264000E4540400;4540450;3264050;44;35;12;–;5;5;–
CRS3035RES100mN3264000E4540500;4540550;3264050;40;34;3;3;–;–;–
CRS3035RES100mN3264000E4540600;4540650;3264050;36;27;7;4;–;–;–
CRS3035RES100mN3264000E4540700;4540750;3264050;26;20;6;–;–;–;–
CRS3035RES100mN3264000E4540800;4540850;3264050;21;15;8;5;3;–;–
CRS3035RES100mN3264000E4540900;4540950;3264050;10;6;3;3;–;–;–
CRS3035RES100mN3264000E4541100;4541150;3264050;8;5;3;–;–;3;–
CRS3035RES100mN3264000E4541200;4541250;3264050;40;32;6;–;6;–;–
CRS3035RES100mN3264000E4541300;4541350;3264050;51;38;14;3;3;8;–
CRS3035RES100mN3264000E4541400;4541450;3264050;28;21;9;–;3;4;–
CRS3035RES100mN3264000E4541500;4541550;3264050;34;25;7;4;3;–;–
CRS3035RES100mN3264000E4541600;4541650;3264050;109;95;17;7;3;7;–
CRS3035RES100mN3264000E4541700;4541750;3264050;102;87;19;9;–;9;–
CRS3035RES100mN3264000E4541800;4541850;3264050;55;50;4;–;3;3;–
CRS3035RES100mN3264000E4541900;4541950;3264050;8;8;–;–;–;–;–
CRS3035RES100mN3264000E4542200;4542250;3264050;34;32;–;–;–;3;–
CRS3035RES100mN3264000E4542300;4542350;3264050;13;13;3;3;3;–;–
CRS3035RES100mN3264000E4542400;4542450;3264050;34;28;8;–;6;–;–
CRS3035RES100mN3264000E4542500;4542550;3264050;15;15;–;–;–;–;–
CRS3035RES100mN3264000E4542600;4542650;3264050;23;23;–;–;–;–;–
CRS3035RES100mN3264000E4542700;4542750;3264050;16;16;–;–;–;–;–
CRS3035RES100mN3264000E4542800;4542850;3264050;97;85;13;4;3;3;–
CRS3035RES100mN3264000E4542900;4542950;3264050;42;35;7;–;3;3;–
CRS3035RES100mN3264000E4543000;4543050;3264050;7;4;–;–;–;3;–
CRS3035RES100mN3264000E4543100;4543150;3264050;42;39;6;–;3;3;–
CRS3035RES100mN3264000E4543200;4543250;3264050;65;51;16;6;3;8;–
CRS3035RES100mN3264000E4543300;4543350;3264050;68;59;11;3;6;3;–
CRS3035RES100mN3264000E4543400;4543450;3264050;39;35;6;5;3;–;–
CRS3035RES100mN3264000E4543500;4543550;3264050;59;54;7;3;–;6;–
CRS3035RES100mN3264000E4543600;4543650;3264050;39;37;3;–;–;–;–
CRS3035RES100mN3264000E4543700;4543750;3264050;28;23;6;–;–;3;–
CRS3035RES100mN3264000E4543800;4543850;3264050;48;41;5;–;3;4;–
CRS3035RES100mN3264000E4543900;4543950;3264050;50;41;11;3;–;8;–
CRS3035RES100mN3264000E4544000;4544050;3264050;101;90;10;3;6;5;–
CRS3035RES100mN3264000E4544100;4544150;3264050;36;32;3;–;3;–;–
CRS3035RES100mN3264000E4544500;4544550;3264050;111;104;5;3;–;–;–
CRS3035RES100mN3264000E4544600;4544650;3264050;18;16;–;–;–;–;–
CRS3035RES100mN3264000E4544700;4544750;3264050;83;71;9;3;–;–;–
CRS3035RES100mN3264000E4544800;4544850;3264050;78;67;9;5;–;4;–
CRS3035RES100mN3264000E4544900;4544950;3264050;67;57;12;5;–;4;–
CRS3035RES100mN3264000E4545000;4545050;3264050;71;60;15;4;3;8;–
CRS3035RES100mN3264000E4545100;4545150;3264050;102;90;10;4;–;5;–
CRS3035RES100mN3264000E4545200;4545250;3264050;145;85;62;13;13;35;–
CRS3035RES100mN3264000E4545300;4545350;3264050;74;56;23;–;6;11;–
CRS3035RES100mN3264000E4545400;4545450;3264050;64;47;21;4;7;6;–
CRS3035RES100mN3264000E4545500;4545550;3264050;59;46;9;5;–;4;–
CRS3035RES100mN3264000E4545600;4545650;3264050;94;78;18;9;–;12;–
