GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Haushalte;1_Person;2_Personen;3_Personen;4_Personen;5_Personen;6_Personen_und_mehr
CRS3035RES100mN3275000E4542300;4542350;3275050;34;22;11;–;4;–;–
CRS3035RES100mN3275000E4542500;4542550;3275050;17;8;4;6;–;–;–
CRS3035RES100mN3275000E4542600;4542650;3275050;36;8;14;7;5;3;–
CRS3035RES100mN3275000E4542700;4542750;3275050;75;61;9;4;3;–;–
CRS3035RES100mN3275000E4542800;4542850;3275050;77;39;21;10;4;4;–
CRS3035RES100mN3275000E4542900;4542950;3275050;49;20;14;6;3;4;3
CRS3035RES100mN3275000E4543000;4543050;3275050;125;63;38;16;3;3;–
CRS3035RES100mN3275000E4543100;4543150;3275050;55;30;15;13;3;–;–
CRS3035RES100mN3275000E4543200;4543250;3275050;29;17;6;3;–;–;–
CRS3035RES100mN3275000E4543300;4543350;3275050;36;21;5;6;–;–;–
CRS3035RES100mN3275000E4543400;4543450;3275050;112;83;13;8;3;6;–
CRS3035RES100mN3275000E4543500;4543550;3275050;100;89;–;4;3;–;–
CRS3035RES100mN3275000E4543600;4543650;3275050;45;32;5;3;–;–;–
CRS3035RES100mN3275000E4543700;4543750;3275050;101;76;18;9;3;–;–
CRS3035RES100mN3275000E4543800;4543850;3275050;130;73;30;17;8;–;–
CRS3035RES100mN3275000E4543900;4543950;3275050;7;3;4;–;–;–;–
CRS3035RES100mN3275000E4544100;4544150;3275050;57;23;15;8;9;–;3
CRS3035RES100mN3275000E4544200;4544250;3275050;67;26;23;6;10;–;–
CRS3035RES100mN3275000E4544300;4544350;3275050;77;20;25;20;5;–;3
CRS3035RES100mN3275000E4544400;4544450;3275050;50;24;9;10;3;3;–
CRS3035RES100mN3275000E4544500;4544550;3275050;16;7;3;3;–;–;4
CRS3035RES100mN3275000E4544600;4544650;3275050;24;10;8;4;–;–;–
CRS3035RES100mN3275000E4544700;4544750;3275050;101;64;18;8;3;3;4
CRS3035RES100mN3275000E4544800;4544850;3275050;61;49;12;–;3;–;–
CRS3035RES100mN3275000E4544900;4544950;3275050;12;4;3;–;–;–;3
CRS3035RES100mN3275000E4545000;4545050;3275050;41;14;13;3;5;–;7
CRS3035RES100mN3275000E4546300;4546350;3275050;3;–;–;–;–;–;–
CRS3035RES100mN3275000E4548700;4548750;3275050;16;8;4;3;–;3;–
CRS3035RES100mN3275000E4549600;4549650;3275050;104;68;17;8;11;–;–
CRS3035RES100mN3275000E4549700;4549750;3275050;13;3;8;–;3;–;–
CRS3035RES100mN3275000E4549800;4549850;3275050;69;41;13;13;10;3;–
CRS3035RES100mN3275000E4549900;4549950;3275050;240;137;54;35;9;4;–
CRS3035RES100mN3275000E4550000;4550050;3275050;141;59;34;25;11;5;5
CRS3035RES100mN3275000E4550100;4550150;3275050;218;149;33;17;12;3;3
CRS3035RES100mN3275000E4550200;4550250;3275050;224;112;54;26;18;4;3
CRS3035RES100mN3275000E4550500;4550550;3275050;203;122;42;20;12;5;–
CRS3035RES100mN3275000E4550600;4550650;3275050;127;85;33;5;3;–;–
CRS3035RES100mN3275000E4550700;4550750;3275050;135;90;28;8;7;–;–
CRS3035RES100mN3275000E4550800;4550850;3275050;162;85;45;18;14;–;3
CRS3035RES100mN3275000E4550900;4550950;3275050;157;82;34;17;17;9;4
CRS3035RES100mN3275000E4551000;4551050;3275050;44;17;12;5;5;3;3
CRS3035RES100mN3275000E4551100;4551150;3275050;78;28;16;14;15;8;–
CRS3035RES100mN3275000E4551200;4551250;3275050;242;174;25;23;13;3;3
CRS3035RES100mN3275000E4551300;4551350;3275050;45;34;7;3;–;–;–
CRS3035RES100mN3275000E4551400;4551450;3275050;230;168;39;17;–;–;3
CRS3035RES100mN3275000E4551600;4551650;3275050;208;141;35;16;13;5;–
CRS3035RES100mN3275000E4551700;4551750;3275050;136;99;13;12;9;4;–
CRS3035RES100mN3275000E4551800;4551850;3275050;158;107;22;13;11;–;3
CRS3035RES100mN3275000E4551900;4551950;3275050;180;102;47;25;8;3;3
CRS3035RES100mN3275000E4552000;4552050;3275050;151;104;22;11;8;5;–
CRS3035RES100mN3275000E4552100;4552150;3275050;88;61;13;5;3;–;3
CRS3035RES100mN3275000E4552200;4552250;3275050;139;81;21;22;8;3;–
CRS3035RES100mN3275000E4552300;4552350;3275050;70;29;14;13;10;3;3
CRS3035RES100mN3275000E4552400;4552450;3275050;91;62;15;6;10;–;3
CRS3035RES100mN3275000E4552500;4552550;3275050;76;33;20;17;7;3;–
CRS3035RES100mN3275000E4552700;4552750;3275050;72;42;12;7;12;4;–
CRS3035RES100mN3275000E4552800;4552850;3275050;74;41;13;8;10;–;3
CRS3035RES100mN3275000E4552900;4552950;3275050;220;127;58;22;16;–;3
CRS3035RES100mN3275000E4553000;4553050;3275050;197;137;27;16;9;3;4
CRS3035RES100mN3275000E4553100;4553150;3275050;135;108;18;5;3;5;3
CRS3035RES100mN3275000E4553300;4553350;3275050;15;5;7;4;–;–;–
CRS3035RES100mN3275000E4553400;4553450;3275050;271;161;53;26;17;9;3
CRS3035RES100mN3275000E4553500;4553550;3275050;115;70;19;7;17;3;3
CRS3035RES100mN3275000E4553600;4553650;3275050;208;136;38;27;9;–;–
CRS3035RES100mN3275000E4553700;4553750;3275050;115;71;22;11;9;–;–
CRS3035RES100mN3275000E4553800;4553850;3275050;202;113;36;30;18;7;–
CRS3035RES100mN3275000E4553900;4553950;3275050;188;129;30;16;5;3;3
CRS3035RES100mN3275000E4554000;4554050;3275050;188;113;42;22;9;–;–
CRS3035RES100mN3275000E4554100;4554150;3275050;234;147;58;16;14;–;–
CRS3035RES100mN3275000E4554200;4554250;3275050;22;9;3;3;3;–;–
CRS3035RES100mN3275000E4554300;4554350;3275050;19;11;3;–;–;–;8
CRS3035RES100mN3275000E4554400;4554450;3275050;78;51;12;10;4;–;4
CRS3035RES100mN3275000E4554500;4554550;3275050;128;100;6;13;7;3;–
CRS3035RES100mN3275000E4554600;4554650;3275050;94;74;5;12;7;–;–
CRS3035RES100mN3275000E4555000;4555050;3275050;66;47;16;4;–;–;–
CRS3035RES100mN3275000E4555500;4555550;3275050;17;5;4;–;–;–;–
CRS3035RES100mN3275000E4555600;4555650;3275050;15;4;7;–;–;–;–
CRS3035RES100mN3275000E4555700;4555750;3275050;18;3;8;–;3;–;–
CRS3035RES100mN3275000E4556300;4556350;3275050;193;138;45;6;5;–;–
CRS3035RES100mN3275000E4556600;4556650;3275050;191;153;30;3;–;3;–
CRS3035RES100mN3275000E4557400;4557450;3275050;9;–;7;3;–;–;–
CRS3035RES100mN3275000E4558000;4558050;3275050;4;–;–;–;–;–;–
CRS3035RES100mN3275000E4558300;4558350;3275050;3;–;–;–;–;–;–
CRS3035RES100mN3275000E4561000;4561050;3275050;153;114;33;8;–;–;–
CRS3035RES100mN3275000E4561100;4561150;3275050;91;48;23;6;9;–;3
CRS3035RES100mN3275000E4561200;4561250;3275050;33;10;10;3;4;–;–
CRS3035RES100mN3275000E4561300;4561350;3275050;155;132;17;3;–;–;–
CRS3035RES100mN3275000E4561500;4561550;3275050;129;46;45;15;15;–;4
CRS3035RES100mN3275000E4561600;4561650;3275050;76;49;25;3;–;–;–
CRS3035RES100mN3275000E4561800;4561850;3275050;5;3;–;–;–;–;3
CRS3035RES100mN3275000E4561900;4561950;3275050;7;3;–;–;–;–;–
CRS3035RES100mN3275000E4562100;4562150;3275050;3;–;–;–;3;–;–
CRS3035RES100mN3275000E4562200;4562250;3275050;8;4;–;3;–;–;3
CRS3035RES100mN3275000E4562300;4562350;3275050;10;–;–;–;–;–;–
CRS3035RES100mN3275000E4562400;4562450;3275050;11;3;7;–;–;–;–
CRS3035RES100mN3275000E4562500;4562550;3275050;9;3;4;3;–;3;–
CRS3035RES100mN3275000E4562600;4562650;3275050;12;3;4;–;6;–;–
CRS3035RES100mN3275000E4562700;4562750;3275050;13;3;6;3;3;–;–
CRS3035RES100mN3275000E4562900;4562950;3275050;12;4;7;–;–;3;–
CRS3035RES100mN3275000E4563000;4563050;3275050;12;4;8;3;–;3;–
CRS3035RES100mN3275000E4563100;4563150;3275050;11;3;–;3;3;–;3
CRS3035RES100mN3275000E4563200;4563250;3275050;9;3;3;3;–;–;–
CRS3035RES100mN3275000E4563300;4563350;3275050;19;7;7;4;–;–;–
CRS3035RES100mN3275000E4563400;4563450;3275050;13;3;3;–;–;–;–
CRS3035RES100mN3275000E4563500;4563550;3275050;28;7;12;6;3;–;–
CRS3035RES100mN3275000E4564700;4564750;3275050;95;49;25;14;5;3;–
CRS3035RES100mN3275000E4564800;4564850;3275050;129;69;19;19;12;6;–
CRS3035RES100mN3275000E4564900;4564950;3275050;98;44;26;20;9;3;–
CRS3035RES100mN3275000E4565000;4565050;3275050;119;74;25;15;6;–;–
CRS3035RES100mN3275000E4565100;4565150;3275050;77;46;12;11;8;–;–
CRS3035RES100mN3275000E4565200;4565250;3275050;32;10;8;7;8;–;3
CRS3035RES100mN3275000E4565300;4565350;3275050;100;49;30;12;9;–;–
CRS3035RES100mN3275000E4565400;4565450;3275050;124;77;31;12;4;–;–
CRS3035RES100mN3275000E4565500;4565550;3275050;71;69;–;–;–;–;–
CRS3035RES100mN3275000E4565600;4565650;3275050;94;60;19;8;6;–;–
CRS3035RES100mN3275000E4565700;4565750;3275050;75;28;22;12;9;3;–
CRS3035RES100mN3275000E4565800;4565850;3275050;65;13;23;16;9;3;3
CRS3035RES100mN3275000E4566000;4566050;3275050;41;21;8;4;8;–;–
CRS3035RES100mN3275000E4566100;4566150;3275050;73;18;21;20;11;3;–
CRS3035RES100mN3275000E4566400;4566450;3275050;76;34;13;18;7;–;3
CRS3035RES100mN3275000E4566500;4566550;3275050;89;44;24;8;8;4;–
CRS3035RES100mN3275000E4566600;4566650;3275050;82;38;18;6;9;8;4
CRS3035RES100mN3275000E4566700;4566750;3275050;104;49;31;13;12;4;–
CRS3035RES100mN3275000E4566900;4566950;3275050;7;3;–;–;–;–;–
CRS3035RES100mN3275000E4567000;4567050;3275050;9;–;5;–;–;–;–
CRS3035RES100mN3275000E4567100;4567150;3275050;13;4;8;–;3;–;–
CRS3035RES100mN3275000E4567200;4567250;3275050;10;–;7;5;–;–;–
CRS3035RES100mN3275000E4567300;4567350;3275050;11;3;8;–;–;–;–
CRS3035RES100mN3275000E4567400;4567450;3275050;10;4;–;–;–;3;–
CRS3035RES100mN3275000E4567500;4567550;3275050;13;3;5;3;–;–;–
CRS3035RES100mN3275000E4567600;4567650;3275050;8;3;3;–;–;–;–
CRS3035RES100mN3275000E4567700;4567750;3275050;14;3;12;3;–;–;–
CRS3035RES100mN3275000E4567800;4567850;3275050;3;–;–;–;–;–;–
CRS3035RES100mN3275000E4568000;4568050;3275050;12;3;7;4;–;–;3
CRS3035RES100mN3275000E4568100;4568150;3275050;16;6;12;–;3;3;–
CRS3035RES100mN3275000E4568200;4568250;3275050;14;–;6;3;–;–;–
CRS3035RES100mN3275000E4568300;4568350;3275050;7;–;6;–;–;–;–
CRS3035RES100mN3275100E4533000;4533050;3275150;6;–;–;–;3;–;–
CRS3035RES100mN3275100E4533100;4533150;3275150;15;6;5;4;–;–;–
CRS3035RES100mN3275100E4533200;4533250;3275150;9;–;5;4;–;–;–
CRS3035RES100mN3275100E4533300;4533350;3275150;6;3;3;–;–;3;–
CRS3035RES100mN3275100E4533400;4533450;3275150;12;–;4;3;–;–;–
CRS3035RES100mN3275100E4533500;4533550;3275150;22;6;12;3;4;–;–
CRS3035RES100mN3275100E4533600;4533650;3275150;20;–;10;3;–;–;–
CRS3035RES100mN3275100E4533700;4533750;3275150;7;4;–;–;3;–;–
CRS3035RES100mN3275100E4533800;4533850;3275150;10;–;9;4;3;–;–
CRS3035RES100mN3275100E4533900;4533950;3275150;12;–;5;–;–;–;–
CRS3035RES100mN3275100E4534000;4534050;3275150;15;4;7;–;–;–;–
CRS3035RES100mN3275100E4534100;4534150;3275150;15;–;4;4;3;–;–
CRS3035RES100mN3275100E4534200;4534250;3275150;48;28;14;5;–;–;–
CRS3035RES100mN3275100E4534300;4534350;3275150;33;14;12;4;–;–;–
CRS3035RES100mN3275100E4534400;4534450;3275150;17;13;6;3;–;–;–
CRS3035RES100mN3275100E4534700;4534750;3275150;14;–;13;3;–;–;–
CRS3035RES100mN3275100E4534800;4534850;3275150;14;–;9;3;–;3;3
CRS3035RES100mN3275100E4534900;4534950;3275150;16;3;7;3;4;–;–
CRS3035RES100mN3275100E4535000;4535050;3275150;10;4;–;4;–;–;–
CRS3035RES100mN3275100E4535100;4535150;3275150;14;3;6;3;3;–;–
CRS3035RES100mN3275100E4535200;4535250;3275150;11;3;–;4;3;–;–
CRS3035RES100mN3275100E4535300;4535350;3275150;18;6;–;5;4;–;–
CRS3035RES100mN3275100E4535400;4535450;3275150;17;3;8;4;3;–;3
CRS3035RES100mN3275100E4535500;4535550;3275150;13;–;4;–;–;3;–
CRS3035RES100mN3275100E4535600;4535650;3275150;11;5;3;–;–;–;–
CRS3035RES100mN3275100E4535700;4535750;3275150;4;–;–;–;–;–;–
CRS3035RES100mN3275100E4536500;4536550;3275150;48;28;7;8;6;–;–
CRS3035RES100mN3275100E4536600;4536650;3275150;144;62;53;15;11;4;–
CRS3035RES100mN3275100E4536700;4536750;3275150;114;58;36;5;11;4;–
CRS3035RES100mN3275100E4536800;4536850;3275150;40;24;17;3;3;–;–
CRS3035RES100mN3275100E4536900;4536950;3275150;64;45;9;5;–;–;4
CRS3035RES100mN3275100E4537000;4537050;3275150;85;60;10;6;8;3;–
CRS3035RES100mN3275100E4537100;4537150;3275150;147;67;28;30;12;4;6
CRS3035RES100mN3275100E4537200;4537250;3275150;135;76;36;12;6;4;–
CRS3035RES100mN3275100E4537900;4537950;3275150;16;8;7;–;–;–;3
CRS3035RES100mN3275100E4538100;4538150;3275150;98;50;29;13;5;3;–
CRS3035RES100mN3275100E4538200;4538250;3275150;153;77;30;27;12;–;–
CRS3035RES100mN3275100E4538300;4538350;3275150;72;44;19;3;4;3;–
CRS3035RES100mN3275100E4538400;4538450;3275150;66;53;6;–;–;3;–
CRS3035RES100mN3275100E4540200;4540250;3275150;95;78;6;–;6;–;–
CRS3035RES100mN3275100E4540300;4540350;3275150;106;52;29;12;8;–;3
CRS3035RES100mN3275100E4540400;4540450;3275150;91;62;17;7;6;3;3
CRS3035RES100mN3275100E4540500;4540550;3275150;86;49;17;12;7;–;–
CRS3035RES100mN3275100E4540600;4540650;3275150;129;74;47;3;3;3;–
CRS3035RES100mN3275100E4540700;4540750;3275150;46;24;15;5;–;–;–
CRS3035RES100mN3275100E4540800;4540850;3275150;115;60;41;5;–;–;3
CRS3035RES100mN3275100E4540900;4540950;3275150;104;95;6;–;–;3;–
CRS3035RES100mN3275100E4542200;4542250;3275150;23;10;10;5;–;–;–
CRS3035RES100mN3275100E4542300;4542350;3275150;62;52;8;–;3;–;–
CRS3035RES100mN3275100E4542400;4542450;3275150;18;8;6;–;3;–;–
CRS3035RES100mN3275100E4542500;4542550;3275150;28;13;3;3;3;–;3
CRS3035RES100mN3275100E4542600;4542650;3275150;94;57;16;14;8;3;3
CRS3035RES100mN3275100E4542700;4542750;3275150;109;87;15;5;3;–;–
CRS3035RES100mN3275100E4542800;4542850;3275150;74;49;8;8;5;3;–
CRS3035RES100mN3275100E4542900;4542950;3275150;67;13;13;16;11;11;3
CRS3035RES100mN3275100E4543100;4543150;3275150;54;45;7;3;–;3;–
CRS3035RES100mN3275100E4543200;4543250;3275150;118;79;20;11;3;6;3
CRS3035RES100mN3275100E4543300;4543350;3275150;95;48;22;17;7;3;–
CRS3035RES100mN3275100E4543400;4543450;3275150;96;57;19;7;8;–;3
CRS3035RES100mN3275100E4543500;4543550;3275150;99;77;12;5;3;–;–
CRS3035RES100mN3275100E4543600;4543650;3275150;64;47;6;–;8;–;3
CRS3035RES100mN3275100E4543700;4543750;3275150;51;30;8;6;4;–;–
CRS3035RES100mN3275100E4543800;4543850;3275150;20;16;–;–;–;–;–
CRS3035RES100mN3275100E4543900;4543950;3275150;54;52;–;–;–;–;–
CRS3035RES100mN3275100E4544500;4544550;3275150;12;–;3;6;–;–;3
CRS3035RES100mN3275100E4544600;4544650;3275150;25;8;8;4;3;–;3
CRS3035RES100mN3275100E4544800;4544850;3275150;63;50;11;3;3;–;–
CRS3035RES100mN3275100E4544900;4544950;3275150;82;38;23;9;8;3;4
CRS3035RES100mN3275100E4545000;4545050;3275150;171;100;39;8;12;6;4
CRS3035RES100mN3275100E4545500;4545550;3275150;9;11;3;–;–;–;–
CRS3035RES100mN3275100E4545600;4545650;3275150;4;4;–;–;–;–;–
CRS3035RES100mN3275100E4546100;4546150;3275150;3;–;3;–;–;–;–
CRS3035RES100mN3275100E4546200;4546250;3275150;4;–;–;–;–;–;–
CRS3035RES100mN3275100E4548700;4548750;3275150;53;27;12;7;5;3;3
CRS3035RES100mN3275100E4548900;4548950;3275150;14;4;–;–;4;–;–
CRS3035RES100mN3275100E4549000;4549050;3275150;16;11;3;–;3;–;–
CRS3035RES100mN3275100E4549700;4549750;3275150;66;52;12;–;–;–;–
CRS3035RES100mN3275100E4549800;4549850;3275150;21;5;3;3;4;–;3
CRS3035RES100mN3275100E4549900;4549950;3275150;124;57;30;27;14;3;–
CRS3035RES100mN3275100E4550000;4550050;3275150;49;11;7;14;15;3;–
CRS3035RES100mN3275100E4550100;4550150;3275150;12;4;–;4;3;–;–
CRS3035RES100mN3275100E4550500;4550550;3275150;95;88;4;–;–;–;–
CRS3035RES100mN3275100E4550600;4550650;3275150;179;103;41;14;15;9;4
CRS3035RES100mN3275100E4550800;4550850;3275150;191;139;31;14;–;3;–
CRS3035RES100mN3275100E4550900;4550950;3275150;160;106;22;15;9;4;3
CRS3035RES100mN3275100E4551000;4551050;3275150;92;43;29;9;4;5;3
CRS3035RES100mN3275100E4551100;4551150;3275150;70;43;11;8;6;3;–
CRS3035RES100mN3275100E4551200;4551250;3275150;21;17;–;3;–;–;–
CRS3035RES100mN3275100E4551300;4551350;3275150;120;78;24;7;4;–;3
CRS3035RES100mN3275100E4551400;4551450;3275150;192;129;27;24;11;5;3
CRS3035RES100mN3275100E4551500;4551550;3275150;42;26;–;15;4;–;–
CRS3035RES100mN3275100E4551600;4551650;3275150;51;34;10;3;4;–;–
CRS3035RES100mN3275100E4551700;4551750;3275150;18;18;4;3;–;–;–
CRS3035RES100mN3275100E4551800;4551850;3275150;174;111;20;25;14;4;4
CRS3035RES100mN3275100E4551900;4551950;3275150;69;52;11;6;–;–;–
CRS3035RES100mN3275100E4552000;4552050;3275150;129;93;22;11;3;–;–
CRS3035RES100mN3275100E4552100;4552150;3275150;261;209;25;13;11;–;3
CRS3035RES100mN3275100E4552200;4552250;3275150;34;19;9;3;3;–;3
CRS3035RES100mN3275100E4552300;4552350;3275150;217;141;42;23;11;3;4
CRS3035RES100mN3275100E4552400;4552450;3275150;158;97;29;18;6;5;–
CRS3035RES100mN3275100E4552500;4552550;3275150;24;14;4;–;3;–;–
CRS3035RES100mN3275100E4552600;4552650;3275150;83;57;18;4;3;–;3
CRS3035RES100mN3275100E4552700;4552750;3275150;83;49;18;4;9;–;–
CRS3035RES100mN3275100E4552800;4552850;3275150;114;78;15;12;11;–;–
CRS3035RES100mN3275100E4552900;4552950;3275150;187;112;40;17;8;3;4
CRS3035RES100mN3275100E4553000;4553050;3275150;134;59;34;17;18;3;–
CRS3035RES100mN3275100E4553100;4553150;3275150;262;153;43;32;22;5;3
CRS3035RES100mN3275100E4553200;4553250;3275150;220;137;36;25;14;5;–
CRS3035RES100mN3275100E4553300;4553350;3275150;153;108;29;12;3;–;3
CRS3035RES100mN3275100E4553400;4553450;3275150;172;110;14;19;17;3;–
CRS3035RES100mN3275100E4553500;4553550;3275150;118;66;27;18;8;3;3
CRS3035RES100mN3275100E4553600;4553650;3275150;277;185;43;25;21;–;3
CRS3035RES100mN3275100E4553700;4553750;3275150;265;203;39;11;7;3;3
CRS3035RES100mN3275100E4553800;4553850;3275150;63;26;21;9;5;3;–
CRS3035RES100mN3275100E4553900;4553950;3275150;193;106;44;21;16;–;3
CRS3035RES100mN3275100E4554000;4554050;3275150;215;142;44;15;11;–;–
CRS3035RES100mN3275100E4554100;4554150;3275150;182;88;37;26;24;4;3
CRS3035RES100mN3275100E4554200;4554250;3275150;33;15;11;9;3;–;–
CRS3035RES100mN3275100E4554300;4554350;3275150;34;16;7;–;4;–;8
CRS3035RES100mN3275100E4554400;4554450;3275150;85;47;16;11;7;–;4
CRS3035RES100mN3275100E4554500;4554550;3275150;98;79;11;3;–;–;–
CRS3035RES100mN3275100E4555300;4555350;3275150;3;3;–;–;–;–;–
CRS3035RES100mN3275100E4555400;4555450;3275150;3;–;–;–;–;–;–
CRS3035RES100mN3275100E4555600;4555650;3275150;10;–;5;–;4;–;–
CRS3035RES100mN3275100E4555700;4555750;3275150;15;5;7;–;3;–;–
CRS3035RES100mN3275100E4556200;4556250;3275150;37;18;16;8;–;–;–
CRS3035RES100mN3275100E4556300;4556350;3275150;62;39;19;3;–;–;–
CRS3035RES100mN3275100E4556400;4556450;3275150;196;138;40;8;5;–;–
CRS3035RES100mN3275100E4556500;4556550;3275150;195;141;40;6;7;–;–
CRS3035RES100mN3275100E4556600;4556650;3275150;117;90;18;3;4;3;–
CRS3035RES100mN3275100E4557100;4557150;3275150;98;32;44;12;8;–;–
CRS3035RES100mN3275100E4557200;4557250;3275150;271;163;67;23;11;3;–
CRS3035RES100mN3275100E4557400;4557450;3275150;343;220;69;31;13;5;3
CRS3035RES100mN3275100E4557500;4557550;3275150;133;68;25;15;17;7;3
CRS3035RES100mN3275100E4557600;4557650;3275150;141;60;38;20;14;6;–
CRS3035RES100mN3275100E4557700;4557750;3275150;131;37;47;20;15;–;5
CRS3035RES100mN3275100E4559500;4559550;3275150;136;127;7;–;–;–;–
CRS3035RES100mN3275100E4559600;4559650;3275150;105;85;15;–;4;–;–
CRS3035RES100mN3275100E4560900;4560950;3275150;41;25;9;–;–;–;–
CRS3035RES100mN3275100E4561000;4561050;3275150;117;95;21;–;–;–;–
CRS3035RES100mN3275100E4561300;4561350;3275150;221;161;46;13;3;–;–
CRS3035RES100mN3275100E4561400;4561450;3275150;101;43;35;10;7;–;–
CRS3035RES100mN3275100E4561500;4561550;3275150;94;36;28;17;11;5;–
CRS3035RES100mN3275100E4561600;4561650;3275150;70;29;29;7;3;–;–
CRS3035RES100mN3275100E4561700;4561750;3275150;127;81;34;11;–;–;–
CRS3035RES100mN3275100E4562000;4562050;3275150;15;3;10;4;3;–;–
CRS3035RES100mN3275100E4562100;4562150;3275150;11;5;6;–;–;–;–
CRS3035RES100mN3275100E4562200;4562250;3275150;14;7;5;–;3;–;–
CRS3035RES100mN3275100E4562300;4562350;3275150;11;8;5;–;3;–;–
CRS3035RES100mN3275100E4562400;4562450;3275150;6;3;3;3;–;–;–
CRS3035RES100mN3275100E4562500;4562550;3275150;6;–;–;–;–;–;–
CRS3035RES100mN3275100E4562600;4562650;3275150;22;5;13;3;–;–;–
CRS3035RES100mN3275100E4562700;4562750;3275150;14;4;6;3;–;–;–
CRS3035RES100mN3275100E4562900;4562950;3275150;11;–;3;3;–;–;–
CRS3035RES100mN3275100E4563000;4563050;3275150;12;–;4;–;3;–;–
CRS3035RES100mN3275100E4563100;4563150;3275150;7;3;–;3;3;–;–
CRS3035RES100mN3275100E4563200;4563250;3275150;7;3;6;3;–;–;–
CRS3035RES100mN3275100E4563300;4563350;3275150;10;–;5;3;–;–;–
CRS3035RES100mN3275100E4563400;4563450;3275150;9;4;3;3;3;–;–
CRS3035RES100mN3275100E4563500;4563550;3275150;3;–;–;–;–;–;–
CRS3035RES100mN3275100E4564700;4564750;3275150;93;35;22;16;13;3;3
CRS3035RES100mN3275100E4564800;4564850;3275150;137;63;30;25;12;9;3
CRS3035RES100mN3275100E4564900;4564950;3275150;20;15;6;4;–;–;3
CRS3035RES100mN3275100E4565000;4565050;3275150;118;56;36;8;13;3;3
CRS3035RES100mN3275100E4565200;4565250;3275150;88;61;15;4;5;–;–
CRS3035RES100mN3275100E4565300;4565350;3275150;12;8;3;–;–;–;–
CRS3035RES100mN3275100E4565400;4565450;3275150;98;46;22;16;4;7;3
CRS3035RES100mN3275100E4565500;4565550;3275150;92;56;21;10;7;–;3
CRS3035RES100mN3275100E4565600;4565650;3275150;170;87;31;22;19;12;4
CRS3035RES100mN3275100E4565700;4565750;3275150;48;25;11;6;5;4;–
CRS3035RES100mN3275100E4565800;4565850;3275150;173;75;32;31;23;4;–
CRS3035RES100mN3275100E4566100;4566150;3275150;167;66;52;29;15;3;–
CRS3035RES100mN3275100E4566400;4566450;3275150;47;22;14;7;5;3;–
CRS3035RES100mN3275100E4566500;4566550;3275150;72;37;17;8;3;3;–
CRS3035RES100mN3275100E4566600;4566650;3275150;41;13;13;10;4;8;–
CRS3035RES100mN3275100E4566700;4566750;3275150;70;23;36;7;9;–;–
CRS3035RES100mN3275100E4567300;4567350;3275150;8;–;–;–;–;–;–
CRS3035RES100mN3275100E4567400;4567450;3275150;14;3;3;3;9;–;–
CRS3035RES100mN3275100E4567500;4567550;3275150;8;5;3;–;–;–;–
CRS3035RES100mN3275100E4567600;4567650;3275150;12;–;9;–;3;–;–
CRS3035RES100mN3275100E4567700;4567750;3275150;10;3;4;3;–;–;–
CRS3035RES100mN3275100E4567800;4567850;3275150;12;3;8;–;–;–;–
CRS3035RES100mN3275100E4567900;4567950;3275150;3;–;3;–;–;–;–
CRS3035RES100mN3275100E4568000;4568050;3275150;3;3;3;–;–;–;–
CRS3035RES100mN3275100E4568100;4568150;3275150;7;4;–;–;3;–;–
CRS3035RES100mN3275100E4568200;4568250;3275150;18;–;9;3;–;–;–
CRS3035RES100mN3275100E4568300;4568350;3275150;15;5;5;–;–;–;–
CRS3035RES100mN3275100E4568400;4568450;3275150;12;3;7;3;–;–;–
CRS3035RES100mN3275100E4568500;4568550;3275150;3;3;3;–;–;–;–
CRS3035RES100mN3275100E4568600;4568650;3275150;4;3;4;–;–;–;–
CRS3035RES100mN3275200E4533000;4533050;3275250;10;–;5;–;3;–;–
CRS3035RES100mN3275200E4533100;4533150;3275250;15;–;6;6;–;–;–
CRS3035RES100mN3275200E4533200;4533250;3275250;15;–;6;4;4;–;–
CRS3035RES100mN3275200E4533300;4533350;3275250;15;5;5;–;3;–;–
CRS3035RES100mN3275200E4533400;4533450;3275250;10;–;3;3;–;–;–
CRS3035RES100mN3275200E4533500;4533550;3275250;11;3;3;4;3;–;–
CRS3035RES100mN3275200E4533600;4533650;3275250;18;4;6;3;–;3;–
CRS3035RES100mN3275200E4533700;4533750;3275250;15;6;7;–;–;–;–
CRS3035RES100mN3275200E4533800;4533850;3275250;12;–;5;3;3;–;–
CRS3035RES100mN3275200E4533900;4533950;3275250;9;5;–;3;–;–;–
CRS3035RES100mN3275200E4534000;4534050;3275250;5;–;–;–;–;–;–
CRS3035RES100mN3275200E4534100;4534150;3275250;8;–;–;3;3;–;3
CRS3035RES100mN3275200E4534200;4534250;3275250;28;17;8;8;–;–;–
CRS3035RES100mN3275200E4534400;4534450;3275250;7;–;3;6;–;–;–
CRS3035RES100mN3275200E4534500;4534550;3275250;8;–;–;–;–;–;–
CRS3035RES100mN3275200E4534600;4534650;3275250;12;–;4;–;–;3;3
CRS3035RES100mN3275200E4534700;4534750;3275250;11;3;4;3;3;–;–
CRS3035RES100mN3275200E4534800;4534850;3275250;16;3;6;5;3;–;–
CRS3035RES100mN3275200E4534900;4534950;3275250;13;3;6;4;–;–;–
CRS3035RES100mN3275200E4535000;4535050;3275250;15;4;3;3;5;–;–
