GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Haushalte;1_Person;2_Personen;3_Personen;4_Personen;5_Personen;6_Personen_und_mehr
CRS3035RES100mN3264600E4556500;4556550;3264650;11;–;–;–;–;–;–
CRS3035RES100mN3264600E4556600;4556650;3264650;45;16;17;6;4;–;3
CRS3035RES100mN3264600E4556700;4556750;3264650;24;19;3;–;–;–;–
CRS3035RES100mN3264600E4557400;4557450;3264650;11;4;5;–;–;–;–
CRS3035RES100mN3264600E4557500;4557550;3264650;19;4;10;3;–;–;–
CRS3035RES100mN3264600E4557600;4557650;3264650;8;3;7;–;–;–;–
CRS3035RES100mN3264600E4558500;4558550;3264650;94;43;42;9;5;–;–
CRS3035RES100mN3264600E4558600;4558650;3264650;84;75;8;–;–;–;–
CRS3035RES100mN3264600E4558900;4558950;3264650;76;33;28;6;3;–;3
CRS3035RES100mN3264600E4559000;4559050;3264650;81;54;13;6;3;–;3
CRS3035RES100mN3264600E4559100;4559150;3264650;39;16;10;6;4;–;3
CRS3035RES100mN3264600E4559200;4559250;3264650;36;23;–;4;3;–;3
CRS3035RES100mN3264600E4559300;4559350;3264650;24;5;4;7;8;–;–
CRS3035RES100mN3264600E4559600;4559650;3264650;3;3;–;–;–;–;–
CRS3035RES100mN3264600E4559700;4559750;3264650;19;4;3;7;3;–;–
CRS3035RES100mN3264600E4561400;4561450;3264650;42;8;20;7;4;–;–
CRS3035RES100mN3264600E4561500;4561550;3264650;37;10;21;3;3;–;–
CRS3035RES100mN3264600E4561600;4561650;3264650;32;17;11;3;3;–;–
CRS3035RES100mN3264600E4561700;4561750;3264650;80;50;12;9;8;3;–
CRS3035RES100mN3264600E4561800;4561850;3264650;26;8;11;5;3;–;–
CRS3035RES100mN3264600E4561900;4561950;3264650;11;3;6;–;–;–;–
CRS3035RES100mN3264600E4562000;4562050;3264650;13;3;5;5;–;4;–
CRS3035RES100mN3264600E4562100;4562150;3264650;6;3;–;–;–;–;–
CRS3035RES100mN3264600E4562200;4562250;3264650;56;24;18;3;9;–;3
CRS3035RES100mN3264600E4562300;4562350;3264650;38;18;8;7;8;–;–
CRS3035RES100mN3264600E4562400;4562450;3264650;77;56;20;3;–;–;–
CRS3035RES100mN3264600E4562500;4562550;3264650;115;77;27;7;4;–;–
CRS3035RES100mN3264600E4562600;4562650;3264650;36;4;15;7;4;–;–
CRS3035RES100mN3264600E4562700;4562750;3264650;52;35;11;4;–;–;–
CRS3035RES100mN3264600E4562800;4562850;3264650;95;79;9;6;3;–;–
CRS3035RES100mN3264600E4563200;4563250;3264650;141;69;26;12;20;7;3
CRS3035RES100mN3264600E4563300;4563350;3264650;284;112;81;45;30;14;–
CRS3035RES100mN3264600E4563400;4563450;3264650;85;43;20;15;5;–;–
CRS3035RES100mN3264600E4563700;4563750;3264650;45;31;8;6;3;–;–
CRS3035RES100mN3264600E4563800;4563850;3264650;72;47;8;10;3;–;–
CRS3035RES100mN3264600E4563900;4563950;3264650;15;10;4;–;–;–;–
CRS3035RES100mN3264600E4564400;4564450;3264650;3;3;–;–;–;–;–
CRS3035RES100mN3264600E4564500;4564550;3264650;46;22;14;3;3;3;–
CRS3035RES100mN3264600E4564600;4564650;3264650;12;4;4;3;–;–;3
CRS3035RES100mN3264600E4564700;4564750;3264650;21;7;15;3;–;3;–
CRS3035RES100mN3264600E4564800;4564850;3264650;14;–;6;–;5;–;3
CRS3035RES100mN3264600E4564900;4564950;3264650;19;4;10;3;–;–;–
CRS3035RES100mN3264600E4565000;4565050;3264650;16;4;9;6;–;–;3
CRS3035RES100mN3264600E4565100;4565150;3264650;10;3;3;3;–;–;–
CRS3035RES100mN3264600E4565200;4565250;3264650;9;–;4;4;–;3;–
CRS3035RES100mN3264600E4565300;4565350;3264650;3;–;3;–;–;–;–
CRS3035RES100mN3264600E4571500;4571550;3264650;3;–;–;–;–;–;–
CRS3035RES100mN3264600E4571600;4571650;3264650;8;–;4;–;–;–;–
CRS3035RES100mN3264600E4572000;4572050;3264650;4;–;–;–;–;–;–
CRS3035RES100mN3264600E4572300;4572350;3264650;4;–;–;–;–;–;–
CRS3035RES100mN3264600E4572400;4572450;3264650;3;–;–;–;–;–;–
CRS3035RES100mN3264600E4572800;4572850;3264650;5;–;5;–;–;–;–
CRS3035RES100mN3264600E4572900;4572950;3264650;8;–;–;5;–;–;–
CRS3035RES100mN3264600E4573000;4573050;3264650;11;4;3;3;–;–;–
CRS3035RES100mN3264600E4573100;4573150;3264650;12;4;3;–;4;–;–
CRS3035RES100mN3264600E4573200;4573250;3264650;3;–;–;–;–;–;–
CRS3035RES100mN3264600E4573300;4573350;3264650;10;3;3;3;–;–;–
CRS3035RES100mN3264600E4573400;4573450;3264650;12;–;4;–;–;–;–
CRS3035RES100mN3264600E4573500;4573550;3264650;15;3;6;–;–;–;–
CRS3035RES100mN3264600E4573600;4573650;3264650;15;7;5;–;9;–;–
CRS3035RES100mN3264600E4573700;4573750;3264650;16;7;5;–;–;–;–
CRS3035RES100mN3264600E4573800;4573850;3264650;5;4;3;–;–;–;–
CRS3035RES100mN3264700E4532500;4532550;3264750;6;–;5;–;3;–;–
CRS3035RES100mN3264700E4532600;4532650;3264750;10;3;9;3;–;–;–
CRS3035RES100mN3264700E4532700;4532750;3264750;8;4;5;3;–;–;–
CRS3035RES100mN3264700E4532800;4532850;3264750;11;6;3;3;–;–;–
CRS3035RES100mN3264700E4532900;4532950;3264750;4;–;3;–;–;–;–
CRS3035RES100mN3264700E4533000;4533050;3264750;13;3;6;–;7;–;–
CRS3035RES100mN3264700E4533100;4533150;3264750;10;–;3;3;3;–;–
CRS3035RES100mN3264700E4533200;4533250;3264750;14;4;8;3;–;–;–
CRS3035RES100mN3264700E4533300;4533350;3264750;9;4;3;3;–;–;–
CRS3035RES100mN3264700E4533400;4533450;3264750;14;–;8;3;3;–;–
CRS3035RES100mN3264700E4533500;4533550;3264750;10;–;3;–;3;–;–
CRS3035RES100mN3264700E4533600;4533650;3264750;12;3;7;–;–;–;–
CRS3035RES100mN3264700E4533700;4533750;3264750;15;4;4;3;3;–;–
CRS3035RES100mN3264700E4533800;4533850;3264750;14;12;4;3;–;–;–
CRS3035RES100mN3264700E4533900;4533950;3264750;14;3;6;–;–;3;–
CRS3035RES100mN3264700E4534000;4534050;3264750;4;–;–;–;–;–;–
CRS3035RES100mN3264700E4534100;4534150;3264750;16;12;3;–;3;–;–
CRS3035RES100mN3264700E4534200;4534250;3264750;9;–;3;3;3;–;–
CRS3035RES100mN3264700E4534300;4534350;3264750;20;10;3;3;3;3;–
CRS3035RES100mN3264700E4534400;4534450;3264750;14;4;5;–;5;–;–
CRS3035RES100mN3264700E4534500;4534550;3264750;13;3;8;–;3;–;–
CRS3035RES100mN3264700E4534600;4534650;3264750;14;5;4;5;–;–;–
CRS3035RES100mN3264700E4534700;4534750;3264750;6;–;–;–;–;–;–
CRS3035RES100mN3264700E4534800;4534850;3264750;3;–;3;–;–;–;–
CRS3035RES100mN3264700E4540700;4540750;3264750;13;4;4;–;4;3;–
CRS3035RES100mN3264700E4540800;4540850;3264750;13;6;4;3;–;–;3
CRS3035RES100mN3264700E4540900;4540950;3264750;13;–;6;3;3;–;–
CRS3035RES100mN3264700E4541000;4541050;3264750;13;4;4;–;6;–;–
CRS3035RES100mN3264700E4541200;4541250;3264750;13;–;4;–;3;–;–
CRS3035RES100mN3264700E4541300;4541350;3264750;41;23;5;6;4;3;–
CRS3035RES100mN3264700E4541400;4541450;3264750;22;7;4;5;3;–;–
CRS3035RES100mN3264700E4541500;4541550;3264750;33;21;10;–;3;–;–
CRS3035RES100mN3264700E4541600;4541650;3264750;13;5;5;–;–;–;–
CRS3035RES100mN3264700E4541800;4541850;3264750;27;23;3;–;–;–;–
CRS3035RES100mN3264700E4541900;4541950;3264750;12;–;4;–;3;–;–
CRS3035RES100mN3264700E4542000;4542050;3264750;12;8;4;–;3;–;3
CRS3035RES100mN3264700E4542100;4542150;3264750;25;12;10;3;–;–;–
CRS3035RES100mN3264700E4542200;4542250;3264750;30;12;10;3;4;3;–
CRS3035RES100mN3264700E4542300;4542350;3264750;35;4;9;6;3;3;3
CRS3035RES100mN3264700E4542400;4542450;3264750;26;3;11;5;8;–;–
CRS3035RES100mN3264700E4542500;4542550;3264750;10;–;–;–;3;3;–
CRS3035RES100mN3264700E4542600;4542650;3264750;9;3;5;–;–;–;–
CRS3035RES100mN3264700E4542700;4542750;3264750;17;–;7;3;3;–;3
CRS3035RES100mN3264700E4542800;4542850;3264750;12;4;3;3;3;3;–
CRS3035RES100mN3264700E4542900;4542950;3264750;9;3;6;–;5;–;–
CRS3035RES100mN3264700E4543000;4543050;3264750;6;–;3;–;3;–;–
CRS3035RES100mN3264700E4543100;4543150;3264750;26;10;4;4;9;3;–
CRS3035RES100mN3264700E4543200;4543250;3264750;25;10;9;–;7;–;–
CRS3035RES100mN3264700E4543500;4543550;3264750;11;4;5;3;3;–;–
CRS3035RES100mN3264700E4543600;4543650;3264750;7;–;–;–;–;–;–
CRS3035RES100mN3264700E4543800;4543850;3264750;7;–;–;–;–;–;–
CRS3035RES100mN3264700E4543900;4543950;3264750;6;3;–;–;–;–;–
CRS3035RES100mN3264700E4544300;4544350;3264750;6;3;4;–;–;–;–
CRS3035RES100mN3264700E4544400;4544450;3264750;17;10;4;–;4;–;–
CRS3035RES100mN3264700E4544500;4544550;3264750;18;4;9;3;–;3;–
CRS3035RES100mN3264700E4544600;4544650;3264750;44;11;20;3;6;–;3
CRS3035RES100mN3264700E4544700;4544750;3264750;39;18;14;7;–;–;–
CRS3035RES100mN3264700E4544800;4544850;3264750;46;28;12;4;–;–;–
CRS3035RES100mN3264700E4544900;4544950;3264750;50;31;13;5;3;–;3
CRS3035RES100mN3264700E4545000;4545050;3264750;53;36;13;–;3;3;–
CRS3035RES100mN3264700E4545100;4545150;3264750;61;39;15;3;3;3;–
CRS3035RES100mN3264700E4545200;4545250;3264750;24;17;–;4;4;–;–
CRS3035RES100mN3264700E4545300;4545350;3264750;43;35;3;3;3;–;–
CRS3035RES100mN3264700E4545400;4545450;3264750;10;8;–;–;–;3;–
CRS3035RES100mN3264700E4545500;4545550;3264750;35;25;6;4;3;–;–
CRS3035RES100mN3264700E4545600;4545650;3264750;37;29;3;4;3;–;–
CRS3035RES100mN3264700E4545700;4545750;3264750;19;7;9;3;–;–;–
CRS3035RES100mN3264700E4545800;4545850;3264750;53;29;9;9;4;–;–
CRS3035RES100mN3264700E4545900;4545950;3264750;48;19;20;8;4;3;–
CRS3035RES100mN3264700E4546000;4546050;3264750;48;34;7;4;–;–;–
CRS3035RES100mN3264700E4546100;4546150;3264750;38;19;9;–;3;3;3
CRS3035RES100mN3264700E4546200;4546250;3264750;11;4;–;3;3;–;–
CRS3035RES100mN3264700E4546300;4546350;3264750;75;55;12;6;3;–;3
CRS3035RES100mN3264700E4546400;4546450;3264750;106;68;19;9;8;5;3
CRS3035RES100mN3264700E4546500;4546550;3264750;45;18;23;3;3;–;4
CRS3035RES100mN3264700E4546600;4546650;3264750;26;14;7;5;–;3;–
CRS3035RES100mN3264700E4546700;4546750;3264750;33;4;15;4;–;6;3
CRS3035RES100mN3264700E4546900;4546950;3264750;99;62;22;11;4;–;–
CRS3035RES100mN3264700E4547000;4547050;3264750;104;69;30;–;3;–;–
CRS3035RES100mN3264700E4547100;4547150;3264750;86;56;18;6;4;–;3
CRS3035RES100mN3264700E4547200;4547250;3264750;113;69;27;9;6;3;–
CRS3035RES100mN3264700E4547300;4547350;3264750;60;31;13;3;4;3;–
CRS3035RES100mN3264700E4547400;4547450;3264750;43;34;8;3;–;–;–
CRS3035RES100mN3264700E4547500;4547550;3264750;4;–;–;–;–;–;–
CRS3035RES100mN3264700E4547700;4547750;3264750;17;13;3;–;–;–;–
CRS3035RES100mN3264700E4547800;4547850;3264750;43;38;3;3;–;–;–
CRS3035RES100mN3264700E4547900;4547950;3264750;36;15;12;5;3;–;–
CRS3035RES100mN3264700E4548000;4548050;3264750;15;9;5;–;–;–;–
CRS3035RES100mN3264700E4548100;4548150;3264750;48;29;11;3;6;–;–
CRS3035RES100mN3264700E4548200;4548250;3264750;50;8;19;9;5;–;–
CRS3035RES100mN3264700E4548300;4548350;3264750;58;18;19;10;12;–;–
CRS3035RES100mN3264700E4548400;4548450;3264750;29;12;7;–;4;–;–
CRS3035RES100mN3264700E4548500;4548550;3264750;24;10;11;–;–;–;–
CRS3035RES100mN3264700E4548600;4548650;3264750;19;7;8;6;–;–;–
CRS3035RES100mN3264700E4548800;4548850;3264750;12;3;6;3;–;–;–
CRS3035RES100mN3264700E4548900;4548950;3264750;18;8;6;–;–;–;–
CRS3035RES100mN3264700E4549000;4549050;3264750;13;5;4;–;–;–;–
CRS3035RES100mN3264700E4549100;4549150;3264750;28;11;10;3;3;–;–
CRS3035RES100mN3264700E4549200;4549250;3264750;14;6;6;–;3;–;–
CRS3035RES100mN3264700E4549300;4549350;3264750;35;12;15;5;3;–;4
CRS3035RES100mN3264700E4549400;4549450;3264750;37;11;13;9;4;3;–
CRS3035RES100mN3264700E4550100;4550150;3264750;17;11;6;3;–;–;–
CRS3035RES100mN3264700E4550200;4550250;3264750;52;21;12;10;3;3;–
CRS3035RES100mN3264700E4550300;4550350;3264750;102;68;18;12;4;3;–
CRS3035RES100mN3264700E4550400;4550450;3264750;130;34;35;37;15;8;3
CRS3035RES100mN3264700E4550500;4550550;3264750;222;110;66;28;18;–;3
CRS3035RES100mN3264700E4550600;4550650;3264750;82;32;27;12;5;4;3
CRS3035RES100mN3264700E4550700;4550750;3264750;4;3;–;–;–;–;–
CRS3035RES100mN3264700E4550800;4550850;3264750;49;25;14;4;3;–;3
CRS3035RES100mN3264700E4550900;4550950;3264750;84;45;23;8;5;–;3
CRS3035RES100mN3264700E4551000;4551050;3264750;79;36;24;10;3;–;–
CRS3035RES100mN3264700E4551100;4551150;3264750;103;63;26;14;–;–;–
CRS3035RES100mN3264700E4551200;4551250;3264750;87;68;19;3;–;–;–
CRS3035RES100mN3264700E4551300;4551350;3264750;67;39;20;6;–;–;–
CRS3035RES100mN3264700E4551400;4551450;3264750;39;35;–;3;–;3;–
CRS3035RES100mN3264700E4551500;4551550;3264750;26;19;3;4;–;–;–
CRS3035RES100mN3264700E4552000;4552050;3264750;16;3;5;3;–;3;3
CRS3035RES100mN3264700E4552100;4552150;3264750;16;11;3;–;4;–;3
CRS3035RES100mN3264700E4552200;4552250;3264750;43;27;14;3;3;3;–
CRS3035RES100mN3264700E4552300;4552350;3264750;23;3;9;4;3;–;–
CRS3035RES100mN3264700E4552400;4552450;3264750;67;42;16;3;4;–;–
CRS3035RES100mN3264700E4552500;4552550;3264750;62;45;4;6;3;3;–
CRS3035RES100mN3264700E4552700;4552750;3264750;71;40;18;9;9;–;–
CRS3035RES100mN3264700E4552800;4552850;3264750;48;21;17;13;3;3;–
CRS3035RES100mN3264700E4552900;4552950;3264750;4;–;–;–;–;–;–
CRS3035RES100mN3264700E4553000;4553050;3264750;21;11;6;3;–;–;3
CRS3035RES100mN3264700E4553100;4553150;3264750;17;4;4;4;3;3;–
CRS3035RES100mN3264700E4553200;4553250;3264750;14;3;11;3;–;–;–
CRS3035RES100mN3264700E4553300;4553350;3264750;16;3;10;–;–;–;–
CRS3035RES100mN3264700E4553400;4553450;3264750;15;–;4;3;–;–;3
CRS3035RES100mN3264700E4553500;4553550;3264750;42;16;11;9;8;–;–
CRS3035RES100mN3264700E4553600;4553650;3264750;4;–;–;–;–;–;–
CRS3035RES100mN3264700E4553700;4553750;3264750;18;–;8;4;–;–;–
CRS3035RES100mN3264700E4553900;4553950;3264750;7;3;5;3;–;–;–
CRS3035RES100mN3264700E4554100;4554150;3264750;11;3;5;3;–;3;–
CRS3035RES100mN3264700E4554600;4554650;3264750;9;3;3;–;–;–;–
CRS3035RES100mN3264700E4554700;4554750;3264750;69;36;22;12;–;–;3
CRS3035RES100mN3264700E4554800;4554850;3264750;25;21;3;–;–;–;–
CRS3035RES100mN3264700E4555200;4555250;3264750;17;15;3;–;–;–;–
CRS3035RES100mN3264700E4555500;4555550;3264750;31;23;7;3;–;–;–
CRS3035RES100mN3264700E4555600;4555650;3264750;101;65;17;11;3;–;3
CRS3035RES100mN3264700E4555700;4555750;3264750;59;40;10;5;–;–;–
CRS3035RES100mN3264700E4555800;4555850;3264750;18;15;4;–;–;–;–
CRS3035RES100mN3264700E4555900;4555950;3264750;8;–;–;–;–;–;–
CRS3035RES100mN3264700E4556000;4556050;3264750;9;3;3;5;–;–;–
CRS3035RES100mN3264700E4556100;4556150;3264750;59;17;18;16;4;4;3
CRS3035RES100mN3264700E4556200;4556250;3264750;72;31;20;11;5;–;–
CRS3035RES100mN3264700E4556300;4556350;3264750;21;8;5;–;3;3;3
CRS3035RES100mN3264700E4556400;4556450;3264750;12;3;3;–;4;–;–
CRS3035RES100mN3264700E4556500;4556550;3264750;16;5;5;3;–;3;–
CRS3035RES100mN3264700E4556600;4556650;3264750;48;14;16;9;4;–;–
CRS3035RES100mN3264700E4557300;4557350;3264750;8;3;3;3;–;–;–
CRS3035RES100mN3264700E4557400;4557450;3264750;16;4;5;3;–;–;3
CRS3035RES100mN3264700E4557500;4557550;3264750;8;–;3;3;–;–;–
CRS3035RES100mN3264700E4557800;4557850;3264750;3;–;3;–;–;–;–
CRS3035RES100mN3264700E4558400;4558450;3264750;3;–;–;–;–;–;–
CRS3035RES100mN3264700E4558500;4558550;3264750;65;38;21;–;–;–;–
CRS3035RES100mN3264700E4558600;4558650;3264750;86;54;28;10;4;–;–
CRS3035RES100mN3264700E4558800;4558850;3264750;132;119;10;–;–;–;–
CRS3035RES100mN3264700E4558900;4558950;3264750;127;72;37;12;3;–;3
CRS3035RES100mN3264700E4559000;4559050;3264750;133;84;32;8;5;–;–
CRS3035RES100mN3264700E4559100;4559150;3264750;120;73;28;15;5;–;–
CRS3035RES100mN3264700E4559200;4559250;3264750;53;26;14;7;–;–;–
CRS3035RES100mN3264700E4559300;4559350;3264750;5;–;–;3;–;3;–
CRS3035RES100mN3264700E4559600;4559650;3264750;3;–;–;–;–;–;–
CRS3035RES100mN3264700E4559700;4559750;3264750;8;–;3;3;–;–;3
CRS3035RES100mN3264700E4561300;4561350;3264750;25;14;7;–;–;–;–
CRS3035RES100mN3264700E4561400;4561450;3264750;49;22;13;9;–;3;–
CRS3035RES100mN3264700E4561500;4561550;3264750;43;18;12;7;7;3;–
CRS3035RES100mN3264700E4561600;4561650;3264750;20;12;4;6;–;–;–
CRS3035RES100mN3264700E4561700;4561750;3264750;28;8;13;5;–;3;–
CRS3035RES100mN3264700E4561900;4561950;3264750;7;–;5;–;–;–;–
CRS3035RES100mN3264700E4562000;4562050;3264750;18;3;9;3;3;3;–
CRS3035RES100mN3264700E4562100;4562150;3264750;53;27;14;5;3;–;–
CRS3035RES100mN3264700E4562200;4562250;3264750;23;16;3;7;–;3;–
CRS3035RES100mN3264700E4562300;4562350;3264750;76;40;16;5;10;–;–
CRS3035RES100mN3264700E4562400;4562450;3264750;86;62;14;9;–;5;3
CRS3035RES100mN3264700E4562500;4562550;3264750;93;59;21;7;–;4;–
CRS3035RES100mN3264700E4562600;4562650;3264750;110;80;22;–;4;4;3
CRS3035RES100mN3264700E4562700;4562750;3264750;67;30;23;4;4;–;–
CRS3035RES100mN3264700E4562800;4562850;3264750;106;71;25;3;–;3;–
CRS3035RES100mN3264700E4563100;4563150;3264750;40;27;8;–;–;–;–
CRS3035RES100mN3264700E4563200;4563250;3264750;52;35;12;–;4;–;–
CRS3035RES100mN3264700E4563300;4563350;3264750;118;50;27;18;13;9;3
CRS3035RES100mN3264700E4563400;4563450;3264750;98;39;29;13;11;3;3
CRS3035RES100mN3264700E4563700;4563750;3264750;14;4;7;6;–;–;–
CRS3035RES100mN3264700E4563800;4563850;3264750;38;26;3;8;–;–;–
CRS3035RES100mN3264700E4564500;4564550;3264750;40;17;8;7;7;3;–
CRS3035RES100mN3264700E4564600;4564650;3264750;147;81;31;24;7;–;–
CRS3035RES100mN3264700E4564700;4564750;3264750;43;13;21;6;4;–;–
CRS3035RES100mN3264700E4564800;4564850;3264750;13;4;5;5;–;–;–
CRS3035RES100mN3264700E4564900;4564950;3264750;43;7;16;14;3;3;–
CRS3035RES100mN3264700E4565200;4565250;3264750;4;–;3;–;–;–;–
CRS3035RES100mN3264700E4565600;4565650;3264750;133;41;69;18;7;–;–
CRS3035RES100mN3264700E4565700;4565750;3264750;107;58;35;12;4;3;–
CRS3035RES100mN3264700E4571500;4571550;3264750;7;–;–;–;–;–;–
CRS3035RES100mN3264700E4571600;4571650;3264750;18;9;4;–;–;–;–
CRS3035RES100mN3264700E4571700;4571750;3264750;9;3;–;–;–;–;–
CRS3035RES100mN3264700E4571800;4571850;3264750;3;–;–;–;–;–;–
CRS3035RES100mN3264700E4572000;4572050;3264750;8;3;–;3;3;–;–
CRS3035RES100mN3264700E4572100;4572150;3264750;3;–;–;–;–;–;–
CRS3035RES100mN3264700E4572200;4572250;3264750;7;–;3;–;–;–;–
CRS3035RES100mN3264700E4572300;4572350;3264750;3;–;–;–;–;–;–
CRS3035RES100mN3264700E4572400;4572450;3264750;6;–;–;–;–;–;–
CRS3035RES100mN3264700E4573300;4573350;3264750;6;–;3;–;–;–;–
CRS3035RES100mN3264700E4573400;4573450;3264750;20;9;6;7;–;–;–
CRS3035RES100mN3264700E4573500;4573550;3264750;18;4;6;3;4;–;–
CRS3035RES100mN3264700E4573600;4573650;3264750;7;3;3;4;3;–;–
CRS3035RES100mN3264700E4573700;4573750;3264750;13;8;–;–;3;–;–
CRS3035RES100mN3264800E4532500;4532550;3264850;3;–;–;–;–;–;–
CRS3035RES100mN3264800E4532600;4532650;3264850;11;3;7;3;–;–;–
CRS3035RES100mN3264800E4532700;4532750;3264850;11;5;5;–;–;–;–
CRS3035RES100mN3264800E4532800;4532850;3264850;5;3;–;3;–;–;–
CRS3035RES100mN3264800E4532900;4532950;3264850;4;–;3;–;–;–;–
CRS3035RES100mN3264800E4533000;4533050;3264850;16;–;6;4;3;3;–
CRS3035RES100mN3264800E4533100;4533150;3264850;14;–;11;–;–;–;–
CRS3035RES100mN3264800E4533200;4533250;3264850;19;6;7;3;3;–;–
CRS3035RES100mN3264800E4533300;4533350;3264850;5;–;3;–;3;–;–
CRS3035RES100mN3264800E4533400;4533450;3264850;15;5;4;3;3;–;–
CRS3035RES100mN3264800E4533600;4533650;3264850;4;–;–;–;–;–;–
CRS3035RES100mN3264800E4533700;4533750;3264850;10;3;7;3;3;–;3
CRS3035RES100mN3264800E4533800;4533850;3264850;8;–;4;–;–;3;–
CRS3035RES100mN3264800E4533900;4533950;3264850;7;–;–;–;–;–;–
CRS3035RES100mN3264800E4534000;4534050;3264850;19;3;6;4;–;3;–
CRS3035RES100mN3264800E4534100;4534150;3264850;18;7;9;–;–;–;–
CRS3035RES100mN3264800E4534200;4534250;3264850;11;7;4;–;3;–;3
CRS3035RES100mN3264800E4534300;4534350;3264850;11;–;3;3;3;–;–
CRS3035RES100mN3264800E4534400;4534450;3264850;14;5;5;3;3;–;3
CRS3035RES100mN3264800E4534500;4534550;3264850;11;3;5;5;–;–;–
CRS3035RES100mN3264800E4534600;4534650;3264850;16;5;4;–;4;–;–
CRS3035RES100mN3264800E4534700;4534750;3264850;13;3;3;3;3;–;–
CRS3035RES100mN3264800E4534800;4534850;3264850;21;16;3;–;–;–;–
CRS3035RES100mN3264800E4540700;4540750;3264850;3;–;–;–;–;–;–
CRS3035RES100mN3264800E4540800;4540850;3264850;9;–;3;4;–;–;–
CRS3035RES100mN3264800E4540900;4540950;3264850;25;10;11;–;4;–;–
CRS3035RES100mN3264800E4541000;4541050;3264850;10;3;9;–;–;–;–
CRS3035RES100mN3264800E4541200;4541250;3264850;19;4;9;3;7;–;–
CRS3035RES100mN3264800E4541300;4541350;3264850;11;3;6;–;–;–;–
CRS3035RES100mN3264800E4541400;4541450;3264850;16;5;–;4;3;3;–
CRS3035RES100mN3264800E4541500;4541550;3264850;5;–;3;–;–;–;–
CRS3035RES100mN3264800E4541700;4541750;3264850;56;33;18;4;3;–;–
CRS3035RES100mN3264800E4541800;4541850;3264850;38;29;4;5;–;–;–
CRS3035RES100mN3264800E4541900;4541950;3264850;4;–;3;–;3;–;–
CRS3035RES100mN3264800E4542000;4542050;3264850;41;31;5;–;–;–;–
CRS3035RES100mN3264800E4542100;4542150;3264850;45;29;13;7;3;–;–
CRS3035RES100mN3264800E4542200;4542250;3264850;27;12;8;3;–;–;–
CRS3035RES100mN3264800E4542300;4542350;3264850;21;6;8;–;3;3;–
CRS3035RES100mN3264800E4542400;4542450;3264850;35;9;7;7;6;–;4
CRS3035RES100mN3264800E4542500;4542550;3264850;21;3;8;5;3;–;–
CRS3035RES100mN3264800E4542700;4542750;3264850;12;6;–;3;3;–;–
CRS3035RES100mN3264800E4542800;4542850;3264850;18;8;8;4;3;–;–
CRS3035RES100mN3264800E4542900;4542950;3264850;7;–;–;–;–;–;–
CRS3035RES100mN3264800E4543000;4543050;3264850;56;30;14;6;6;–;–
CRS3035RES100mN3264800E4543100;4543150;3264850;9;4;3;–;3;–;–
CRS3035RES100mN3264800E4543200;4543250;3264850;7;–;3;–;4;–;–
CRS3035RES100mN3264800E4543500;4543550;3264850;4;–;3;3;3;–;–
CRS3035RES100mN3264800E4543600;4543650;3264850;11;4;–;–;–;6;–
CRS3035RES100mN3264800E4543700;4543750;3264850;7;3;–;–;–;–;–
CRS3035RES100mN3264800E4544200;4544250;3264850;4;–;4;–;–;–;–
CRS3035RES100mN3264800E4544300;4544350;3264850;5;3;–;–;3;–;–
CRS3035RES100mN3264800E4544400;4544450;3264850;25;11;7;–;4;3;–
CRS3035RES100mN3264800E4544500;4544550;3264850;38;23;8;–;3;–;3
CRS3035RES100mN3264800E4544600;4544650;3264850;44;25;5;3;3;–;3
CRS3035RES100mN3264800E4544700;4544750;3264850;27;13;12;3;4;–;–
CRS3035RES100mN3264800E4544800;4544850;3264850;13;7;5;–;3;–;–
CRS3035RES100mN3264800E4544900;4544950;3264850;60;30;18;4;4;3;3
CRS3035RES100mN3264800E4545000;4545050;3264850;28;13;11;9;5;–;–
CRS3035RES100mN3264800E4545100;4545150;3264850;23;7;8;3;3;–;–
CRS3035RES100mN3264800E4545200;4545250;3264850;59;31;15;13;3;–;–
CRS3035RES100mN3264800E4545300;4545350;3264850;58;41;12;3;–;–;3
CRS3035RES100mN3264800E4545400;4545450;3264850;64;28;14;10;9;–;–
CRS3035RES100mN3264800E4545500;4545550;3264850;45;6;16;11;12;6;–
CRS3035RES100mN3264800E4545700;4545750;3264850;99;41;34;16;4;3;–
CRS3035RES100mN3264800E4545800;4545850;3264850;64;41;18;3;4;–;–
CRS3035RES100mN3264800E4545900;4545950;3264850;50;29;10;6;4;–;3
CRS3035RES100mN3264800E4546000;4546050;3264850;81;40;24;5;3;4;–
CRS3035RES100mN3264800E4546100;4546150;3264850;67;38;15;8;5;–;–
CRS3035RES100mN3264800E4546200;4546250;3264850;64;29;21;5;9;3;3
CRS3035RES100mN3264800E4546300;4546350;3264850;154;111;33;7;7;–;–
CRS3035RES100mN3264800E4546400;4546450;3264850;115;71;25;13;8;–;–
CRS3035RES100mN3264800E4546500;4546550;3264850;38;19;8;5;–;4;3
CRS3035RES100mN3264800E4546600;4546650;3264850;41;15;15;6;8;–;–
CRS3035RES100mN3264800E4546700;4546750;3264850;7;3;4;–;–;–;–
CRS3035RES100mN3264800E4546800;4546850;3264850;77;40;26;9;5;–;–
CRS3035RES100mN3264800E4546900;4546950;3264850;162;120;31;9;3;–;–
