GITTER_ID_100m;x_mp_100m;y_mp_100m;Durchschnittsalter;werterlaeuternde_Zeichen
CRS3035RES100mN3273600E4551900;4551950;3273650;3729;NA
CRS3035RES100mN3273600E4552000;4552050;3273650;3752;NA
CRS3035RES100mN3273600E4552100;4552150;3273650;3142;NA
CRS3035RES100mN3273600E4552200;4552250;3273650;3800;NA
CRS3035RES100mN3273600E4552300;4552350;3273650;4025;NA
CRS3035RES100mN3273600E4552400;4552450;3273650;3600;NA
CRS3035RES100mN3273600E4553000;4553050;3273650;6643;NA
CRS3035RES100mN3273600E4553100;4553150;3273650;5807;NA
CRS3035RES100mN3273600E4553200;4553250;3273650;4260;NA
CRS3035RES100mN3273600E4553300;4553350;3273650;4766;NA
CRS3035RES100mN3273600E4553400;4553450;3273650;5047;NA
CRS3035RES100mN3273600E4553500;4553550;3273650;4832;NA
CRS3035RES100mN3273600E4553700;4553750;3273650;4494;NA
CRS3035RES100mN3273600E4553800;4553850;3273650;4269;NA
CRS3035RES100mN3273600E4553900;4553950;3273650;4237;NA
CRS3035RES100mN3273600E4554000;4554050;3273650;3821;NA
CRS3035RES100mN3273600E4554100;4554150;3273650;4205;NA
CRS3035RES100mN3273600E4554300;4554350;3273650;3760;NA
CRS3035RES100mN3273600E4554400;4554450;3273650;4323;NA
CRS3035RES100mN3273600E4554500;4554550;3273650;3214;NA
CRS3035RES100mN3273600E4554700;4554750;3273650;3696;NA
CRS3035RES100mN3273600E4554800;4554850;3273650;3530;NA
CRS3035RES100mN3273600E4554900;4554950;3273650;3855;NA
CRS3035RES100mN3273600E4555000;4555050;3273650;3627;NA
CRS3035RES100mN3273600E4555100;4555150;3273650;3253;NA
CRS3035RES100mN3273600E4555200;4555250;3273650;3504;NA
CRS3035RES100mN3273600E4555300;4555350;3273650;3588;NA
CRS3035RES100mN3273600E4555400;4555450;3273650;3441;NA
CRS3035RES100mN3273600E4555500;4555550;3273650;3554;NA
CRS3035RES100mN3273600E4555600;4555650;3273650;3333;NA
CRS3035RES100mN3273600E4555700;4555750;3273650;3349;NA
CRS3035RES100mN3273600E4556000;4556050;3273650;3165;NA
CRS3035RES100mN3273600E4556100;4556150;3273650;3075;NA
CRS3035RES100mN3273600E4556200;4556250;3273650;3859;NA
CRS3035RES100mN3273600E4556600;4556650;3273650;4832;NA
CRS3035RES100mN3273600E4556700;4556750;3273650;5100;NA
CRS3035RES100mN3273600E4556800;4556850;3273650;3540;NA
CRS3035RES100mN3273600E4556900;4556950;3273650;3507;NA
CRS3035RES100mN3273600E4557000;4557050;3273650;5675;NA
CRS3035RES100mN3273600E4557100;4557150;3273650;4481;NA
CRS3035RES100mN3273600E4557200;4557250;3273650;5249;NA
CRS3035RES100mN3273600E4557300;4557350;3273650;3448;NA
CRS3035RES100mN3273600E4557400;4557450;3273650;3697;NA
CRS3035RES100mN3273600E4557500;4557550;3273650;4055;NA
CRS3035RES100mN3273600E4560300;4560350;3273650;3219;NA
CRS3035RES100mN3273600E4560400;4560450;3273650;4852;NA
CRS3035RES100mN3273600E4560500;4560550;3273650;4081;NA
CRS3035RES100mN3273600E4560600;4560650;3273650;3983;NA
CRS3035RES100mN3273600E4560700;4560750;3273650;6027;NA
CRS3035RES100mN3273600E4560800;4560850;3273650;5329;NA
CRS3035RES100mN3273600E4560900;4560950;3273650;5332;NA
CRS3035RES100mN3273600E4561600;4561650;3273650;5836;NA
CRS3035RES100mN3273600E4561700;4561750;3273650;3686;NA
CRS3035RES100mN3273600E4561800;4561850;3273650;4300;NA
CRS3035RES100mN3273600E4561900;4561950;3273650;5578;NA
CRS3035RES100mN3273600E4562000;4562050;3273650;3321;NA
CRS3035RES100mN3273600E4562100;4562150;3273650;5239;NA
CRS3035RES100mN3273600E4562200;4562250;3273650;4135;NA
CRS3035RES100mN3273600E4562300;4562350;3273650;5347;NA
CRS3035RES100mN3273600E4562400;4562450;3273650;4926;NA
CRS3035RES100mN3273600E4562500;4562550;3273650;4409;NA
CRS3035RES100mN3273600E4562600;4562650;3273650;5548;NA
CRS3035RES100mN3273600E4562700;4562750;3273650;5664;NA
CRS3035RES100mN3273600E4562800;4562850;3273650;5333;NA
CRS3035RES100mN3273600E4563300;4563350;3273650;3207;NA
CRS3035RES100mN3273600E4563800;4563850;3273650;5258;NA
CRS3035RES100mN3273600E4563900;4563950;3273650;4967;NA
CRS3035RES100mN3273600E4564000;4564050;3273650;4499;NA
CRS3035RES100mN3273600E4564100;4564150;3273650;3491;NA
CRS3035RES100mN3273600E4564200;4564250;3273650;8015;NA
CRS3035RES100mN3273600E4564300;4564350;3273650;4650;NA
CRS3035RES100mN3273600E4564400;4564450;3273650;4773;NA
CRS3035RES100mN3273600E4564500;4564550;3273650;5191;NA
CRS3035RES100mN3273600E4564600;4564650;3273650;4641;NA
CRS3035RES100mN3273600E4564700;4564750;3273650;4437;NA
CRS3035RES100mN3273600E4564800;4564850;3273650;4509;NA
CRS3035RES100mN3273600E4564900;4564950;3273650;5600;NA
CRS3035RES100mN3273600E4565200;4565250;3273650;2953;NA
CRS3035RES100mN3273600E4565500;4565550;3273650;3565;NA
CRS3035RES100mN3273600E4565600;4565650;3273650;5938;NA
CRS3035RES100mN3273600E4565700;4565750;3273650;4530;NA
CRS3035RES100mN3273600E4565800;4565850;3273650;3574;NA
CRS3035RES100mN3273600E4565900;4565950;3273650;6148;NA
CRS3035RES100mN3273600E4566000;4566050;3273650;4710;NA
CRS3035RES100mN3273600E4566100;4566150;3273650;5040;NA
CRS3035RES100mN3273600E4566200;4566250;3273650;5053;NA
CRS3035RES100mN3273600E4566300;4566350;3273650;4506;NA
CRS3035RES100mN3273600E4566400;4566450;3273650;3864;NA
CRS3035RES100mN3273600E4566500;4566550;3273650;5215;NA
CRS3035RES100mN3273600E4566600;4566650;3273650;3810;NA
CRS3035RES100mN3273600E4566700;4566750;3273650;3834;NA
CRS3035RES100mN3273600E4566800;4566850;3273650;4238;NA
CRS3035RES100mN3273600E4566900;4566950;3273650;4677;NA
CRS3035RES100mN3273600E4567000;4567050;3273650;5338;NA
CRS3035RES100mN3273600E4567100;4567150;3273650;3694;NA
CRS3035RES100mN3273600E4567200;4567250;3273650;5841;NA
CRS3035RES100mN3273600E4567300;4567350;3273650;5922;NA
CRS3035RES100mN3273600E4567400;4567450;3273650;4229;NA
CRS3035RES100mN3273600E4567500;4567550;3273650;4122;NA
CRS3035RES100mN3273600E4567600;4567650;3273650;2784;NA
CRS3035RES100mN3273600E4567700;4567750;3273650;2602;NA
CRS3035RES100mN3273600E4567800;4567850;3273650;3037;NA
CRS3035RES100mN3273700E4533600;4533650;3273750;2545;NA
CRS3035RES100mN3273700E4533700;4533750;3273750;3065;NA
CRS3035RES100mN3273700E4533800;4533850;3273750;4525;NA
CRS3035RES100mN3273700E4534100;4534150;3273750;6582;NA
CRS3035RES100mN3273700E4534300;4534350;3273750;4216;NA
CRS3035RES100mN3273700E4534400;4534450;3273750;4119;NA
CRS3035RES100mN3273700E4534500;4534550;3273750;4348;NA
CRS3035RES100mN3273700E4534600;4534650;3273750;3230;NA
CRS3035RES100mN3273700E4534700;4534750;3273750;6076;NA
CRS3035RES100mN3273700E4534800;4534850;3273750;5916;NA
CRS3035RES100mN3273700E4534900;4534950;3273750;5887;NA
CRS3035RES100mN3273700E4535000;4535050;3273750;6414;NA
CRS3035RES100mN3273700E4535100;4535150;3273750;4331;NA
CRS3035RES100mN3273700E4535200;4535250;3273750;4264;NA
CRS3035RES100mN3273700E4535300;4535350;3273750;5385;NA
CRS3035RES100mN3273700E4535400;4535450;3273750;5389;NA
CRS3035RES100mN3273700E4535500;4535550;3273750;5748;NA
CRS3035RES100mN3273700E4535600;4535650;3273750;3430;NA
CRS3035RES100mN3273700E4536100;4536150;3273750;4679;NA
CRS3035RES100mN3273700E4536200;4536250;3273750;3432;NA
CRS3035RES100mN3273700E4536300;4536350;3273750;5936;NA
CRS3035RES100mN3273700E4536400;4536450;3273750;5411;NA
CRS3035RES100mN3273700E4536500;4536550;3273750;4541;NA
CRS3035RES100mN3273700E4536600;4536650;3273750;3787;NA
CRS3035RES100mN3273700E4537100;4537150;3273750;3171;NA
CRS3035RES100mN3273700E4537200;4537250;3273750;3116;NA
CRS3035RES100mN3273700E4537300;4537350;3273750;5276;NA
CRS3035RES100mN3273700E4537400;4537450;3273750;5326;NA
CRS3035RES100mN3273700E4537500;4537550;3273750;6526;NA
CRS3035RES100mN3273700E4537600;4537650;3273750;5058;NA
CRS3035RES100mN3273700E4537700;4537750;3273750;4474;NA
CRS3035RES100mN3273700E4537800;4537850;3273750;4100;NA
CRS3035RES100mN3273700E4537900;4537950;3273750;5066;NA
CRS3035RES100mN3273700E4538000;4538050;3273750;4654;NA
CRS3035RES100mN3273700E4542500;4542550;3273750;6408;NA
CRS3035RES100mN3273700E4542800;4542850;3273750;2639;NA
CRS3035RES100mN3273700E4542900;4542950;3273750;6218;NA
CRS3035RES100mN3273700E4544800;4544850;3273750;4299;NA
CRS3035RES100mN3273700E4544900;4544950;3273750;4455;NA
CRS3035RES100mN3273700E4545000;4545050;3273750;4646;NA
CRS3035RES100mN3273700E4545100;4545150;3273750;5653;NA
CRS3035RES100mN3273700E4545500;4545550;3273750;5260;NA
CRS3035RES100mN3273700E4545900;4545950;3273750;3843;NA
CRS3035RES100mN3273700E4546000;4546050;3273750;3440;NA
CRS3035RES100mN3273700E4546500;4546550;3273750;3784;NA
CRS3035RES100mN3273700E4546600;4546650;3273750;3677;NA
CRS3035RES100mN3273700E4546700;4546750;3273750;3493;NA
CRS3035RES100mN3273700E4546800;4546850;3273750;3881;NA
CRS3035RES100mN3273700E4546900;4546950;3273750;3988;NA
CRS3035RES100mN3273700E4547000;4547050;3273750;3252;NA
CRS3035RES100mN3273700E4547100;4547150;3273750;4306;NA
CRS3035RES100mN3273700E4547200;4547250;3273750;3750;NA
CRS3035RES100mN3273700E4547300;4547350;3273750;3642;NA
CRS3035RES100mN3273700E4547400;4547450;3273750;3157;NA
CRS3035RES100mN3273700E4547500;4547550;3273750;4615;NA
CRS3035RES100mN3273700E4547600;4547650;3273750;2905;NA
CRS3035RES100mN3273700E4547700;4547750;3273750;3753;NA
CRS3035RES100mN3273700E4547900;4547950;3273750;3535;NA
CRS3035RES100mN3273700E4548700;4548750;3273750;3983;NA
CRS3035RES100mN3273700E4548800;4548850;3273750;3756;NA
CRS3035RES100mN3273700E4548900;4548950;3273750;3646;NA
CRS3035RES100mN3273700E4549000;4549050;3273750;3651;NA
CRS3035RES100mN3273700E4549100;4549150;3273750;3605;NA
CRS3035RES100mN3273700E4549200;4549250;3273750;4135;NA
CRS3035RES100mN3273700E4550200;4550250;3273750;3629;NA
CRS3035RES100mN3273700E4550700;4550750;3273750;4031;NA
CRS3035RES100mN3273700E4550900;4550950;3273750;4105;NA
CRS3035RES100mN3273700E4551000;4551050;3273750;3949;NA
CRS3035RES100mN3273700E4551100;4551150;3273750;3755;NA
CRS3035RES100mN3273700E4551200;4551250;3273750;4110;NA
CRS3035RES100mN3273700E4551300;4551350;3273750;3806;NA
CRS3035RES100mN3273700E4551400;4551450;3273750;4101;NA
CRS3035RES100mN3273700E4551600;4551650;3273750;4064;NA
CRS3035RES100mN3273700E4551700;4551750;3273750;3275;NA
CRS3035RES100mN3273700E4551800;4551850;3273750;3978;NA
CRS3035RES100mN3273700E4551900;4551950;3273750;3997;NA
CRS3035RES100mN3273700E4552000;4552050;3273750;3747;NA
CRS3035RES100mN3273700E4552100;4552150;3273750;3553;NA
CRS3035RES100mN3273700E4552200;4552250;3273750;3525;NA
CRS3035RES100mN3273700E4552300;4552350;3273750;3659;NA
CRS3035RES100mN3273700E4552400;4552450;3273750;3224;NA
CRS3035RES100mN3273700E4552600;4552650;3273750;2977;NA
CRS3035RES100mN3273700E4552800;4552850;3273750;3092;NA
CRS3035RES100mN3273700E4552900;4552950;3273750;3197;NA
CRS3035RES100mN3273700E4553100;4553150;3273750;5132;NA
CRS3035RES100mN3273700E4553200;4553250;3273750;5493;NA
CRS3035RES100mN3273700E4553300;4553350;3273750;5056;NA
CRS3035RES100mN3273700E4553400;4553450;3273750;4071;NA
CRS3035RES100mN3273700E4553500;4553550;3273750;4527;NA
CRS3035RES100mN3273700E4553600;4553650;3273750;3957;NA
CRS3035RES100mN3273700E4553800;4553850;3273750;4952;NA
CRS3035RES100mN3273700E4554000;4554050;3273750;3558;NA
CRS3035RES100mN3273700E4554100;4554150;3273750;3286;NA
CRS3035RES100mN3273700E4554300;4554350;3273750;3695;NA
CRS3035RES100mN3273700E4554400;4554450;3273750;3415;NA
CRS3035RES100mN3273700E4554600;4554650;3273750;3751;NA
CRS3035RES100mN3273700E4554700;4554750;3273750;3388;NA
CRS3035RES100mN3273700E4554800;4554850;3273750;3757;NA
CRS3035RES100mN3273700E4554900;4554950;3273750;3610;NA
CRS3035RES100mN3273700E4555000;4555050;3273750;3476;NA
CRS3035RES100mN3273700E4555100;4555150;3273750;3286;NA
CRS3035RES100mN3273700E4555200;4555250;3273750;3408;NA
CRS3035RES100mN3273700E4555300;4555350;3273750;3536;NA
CRS3035RES100mN3273700E4555400;4555450;3273750;3645;NA
CRS3035RES100mN3273700E4555500;4555550;3273750;2887;NA
CRS3035RES100mN3273700E4555600;4555650;3273750;2742;NA
CRS3035RES100mN3273700E4555700;4555750;3273750;4098;NA
CRS3035RES100mN3273700E4556600;4556650;3273750;5075;NA
CRS3035RES100mN3273700E4556800;4556850;3273750;2887;NA
CRS3035RES100mN3273700E4556900;4556950;3273750;7112;NA
CRS3035RES100mN3273700E4557000;4557050;3273750;4663;NA
CRS3035RES100mN3273700E4557100;4557150;3273750;4665;NA
CRS3035RES100mN3273700E4557300;4557350;3273750;3376;NA
CRS3035RES100mN3273700E4557400;4557450;3273750;5704;NA
CRS3035RES100mN3273700E4560300;4560350;3273750;2932;NA
CRS3035RES100mN3273700E4560400;4560450;3273750;5358;NA
CRS3035RES100mN3273700E4560600;4560650;3273750;4744;NA
CRS3035RES100mN3273700E4560700;4560750;3273750;4234;NA
CRS3035RES100mN3273700E4560800;4560850;3273750;5542;NA
CRS3035RES100mN3273700E4560900;4560950;3273750;5183;NA
CRS3035RES100mN3273700E4561600;4561650;3273750;5770;NA
CRS3035RES100mN3273700E4561700;4561750;3273750;5257;NA
CRS3035RES100mN3273700E4561800;4561850;3273750;6112;NA
CRS3035RES100mN3273700E4561900;4561950;3273750;4457;NA
CRS3035RES100mN3273700E4562000;4562050;3273750;4683;NA
CRS3035RES100mN3273700E4562100;4562150;3273750;3735;NA
CRS3035RES100mN3273700E4562200;4562250;3273750;4767;NA
CRS3035RES100mN3273700E4562300;4562350;3273750;5790;NA
CRS3035RES100mN3273700E4562400;4562450;3273750;5382;NA
CRS3035RES100mN3273700E4562500;4562550;3273750;6692;NA
CRS3035RES100mN3273700E4562600;4562650;3273750;5917;NA
CRS3035RES100mN3273700E4562700;4562750;3273750;4876;NA
CRS3035RES100mN3273700E4563000;4563050;3273750;3130;NA
CRS3035RES100mN3273700E4563300;4563350;3273750;4634;NA
CRS3035RES100mN3273700E4563400;4563450;3273750;3238;NA
CRS3035RES100mN3273700E4563900;4563950;3273750;4949;NA
CRS3035RES100mN3273700E4564000;4564050;3273750;5257;NA
CRS3035RES100mN3273700E4564100;4564150;3273750;4347;NA
CRS3035RES100mN3273700E4564200;4564250;3273750;5520;NA
CRS3035RES100mN3273700E4564300;4564350;3273750;4705;NA
CRS3035RES100mN3273700E4564400;4564450;3273750;4344;NA
CRS3035RES100mN3273700E4564500;4564550;3273750;5011;NA
CRS3035RES100mN3273700E4564600;4564650;3273750;4772;NA
CRS3035RES100mN3273700E4564700;4564750;3273750;4187;NA
CRS3035RES100mN3273700E4564800;4564850;3273750;4556;NA
CRS3035RES100mN3273700E4564900;4564950;3273750;3065;NA
CRS3035RES100mN3273700E4565300;4565350;3273750;3784;NA
CRS3035RES100mN3273700E4565400;4565450;3273750;3756;NA
CRS3035RES100mN3273700E4565500;4565550;3273750;5034;NA
CRS3035RES100mN3273700E4565600;4565650;3273750;4849;NA
CRS3035RES100mN3273700E4565700;4565750;3273750;5162;NA
CRS3035RES100mN3273700E4565800;4565850;3273750;4892;NA
CRS3035RES100mN3273700E4565900;4565950;3273750;4376;NA
CRS3035RES100mN3273700E4566000;4566050;3273750;5323;NA
CRS3035RES100mN3273700E4566100;4566150;3273750;5388;NA
CRS3035RES100mN3273700E4566200;4566250;3273750;4968;NA
CRS3035RES100mN3273700E4566300;4566350;3273750;4469;NA
CRS3035RES100mN3273700E4566400;4566450;3273750;5584;NA
CRS3035RES100mN3273700E4566500;4566550;3273750;3890;NA
CRS3035RES100mN3273700E4566600;4566650;3273750;6119;NA
CRS3035RES100mN3273700E4566700;4566750;3273750;6912;NA
CRS3035RES100mN3273700E4566800;4566850;3273750;4020;NA
CRS3035RES100mN3273700E4566900;4566950;3273750;3579;NA
CRS3035RES100mN3273700E4567000;4567050;3273750;3958;NA
CRS3035RES100mN3273700E4567100;4567150;3273750;4537;NA
CRS3035RES100mN3273700E4567200;4567250;3273750;5317;NA
CRS3035RES100mN3273700E4567300;4567350;3273750;4218;NA
CRS3035RES100mN3273700E4567400;4567450;3273750;3841;NA
CRS3035RES100mN3273700E4567500;4567550;3273750;4996;NA
CRS3035RES100mN3273700E4567700;4567750;3273750;2845;NA
CRS3035RES100mN3273700E4567800;4567850;3273750;2359;NA
CRS3035RES100mN3273800E4533600;4533650;3273850;3184;NA
CRS3035RES100mN3273800E4533900;4533950;3273850;4230;NA
CRS3035RES100mN3273800E4534100;4534150;3273850;4373;NA
CRS3035RES100mN3273800E4534200;4534250;3273850;5688;NA
CRS3035RES100mN3273800E4534300;4534350;3273850;5191;NA
CRS3035RES100mN3273800E4534400;4534450;3273850;4934;NA
CRS3035RES100mN3273800E4534500;4534550;3273850;4553;NA
CRS3035RES100mN3273800E4534600;4534650;3273850;4502;NA
CRS3035RES100mN3273800E4534700;4534750;3273850;4524;NA
CRS3035RES100mN3273800E4534800;4534850;3273850;4628;NA
CRS3035RES100mN3273800E4534900;4534950;3273850;4876;NA
CRS3035RES100mN3273800E4535000;4535050;3273850;5398;NA
CRS3035RES100mN3273800E4535100;4535150;3273850;4130;NA
CRS3035RES100mN3273800E4535200;4535250;3273850;4089;NA
CRS3035RES100mN3273800E4535300;4535350;3273850;4866;NA
CRS3035RES100mN3273800E4535400;4535450;3273850;4496;NA
CRS3035RES100mN3273800E4535500;4535550;3273850;5043;NA
CRS3035RES100mN3273800E4535600;4535650;3273850;3642;NA
CRS3035RES100mN3273800E4535900;4535950;3273850;5763;NA
CRS3035RES100mN3273800E4536600;4536650;3273850;2925;NA
CRS3035RES100mN3273800E4537100;4537150;3273850;2903;NA
CRS3035RES100mN3273800E4537200;4537250;3273850;4114;NA
CRS3035RES100mN3273800E4537300;4537350;3273850;5238;NA
CRS3035RES100mN3273800E4537400;4537450;3273850;5081;NA
CRS3035RES100mN3273800E4537500;4537550;3273850;5356;NA
CRS3035RES100mN3273800E4537600;4537650;3273850;4614;NA
CRS3035RES100mN3273800E4537700;4537750;3273850;4213;NA
CRS3035RES100mN3273800E4537800;4537850;3273850;3458;NA
CRS3035RES100mN3273800E4537900;4537950;3273850;4749;NA
CRS3035RES100mN3273800E4538000;4538050;3273850;4356;NA
CRS3035RES100mN3273800E4538500;4538550;3273850;4564;NA
CRS3035RES100mN3273800E4538600;4538650;3273850;3955;NA
CRS3035RES100mN3273800E4539800;4539850;3273850;5260;NA
CRS3035RES100mN3273800E4540200;4540250;3273850;5411;NA
CRS3035RES100mN3273800E4540300;4540350;3273850;5513;NA
CRS3035RES100mN3273800E4540500;4540550;3273850;5395;NA
CRS3035RES100mN3273800E4544600;4544650;3273850;3772;NA
CRS3035RES100mN3273800E4544700;4544750;3273850;4754;NA
CRS3035RES100mN3273800E4544800;4544850;3273850;4247;NA
CRS3035RES100mN3273800E4544900;4544950;3273850;4322;NA
CRS3035RES100mN3273800E4545100;4545150;3273850;5518;NA
CRS3035RES100mN3273800E4545200;4545250;3273850;5899;NA
CRS3035RES100mN3273800E4546500;4546550;3273850;4630;NA
CRS3035RES100mN3273800E4546600;4546650;3273850;4456;NA
CRS3035RES100mN3273800E4546700;4546750;3273850;3501;NA
CRS3035RES100mN3273800E4546800;4546850;3273850;3620;NA
CRS3035RES100mN3273800E4546900;4546950;3273850;3533;NA
CRS3035RES100mN3273800E4547000;4547050;3273850;3566;NA
CRS3035RES100mN3273800E4547100;4547150;3273850;3729;NA
CRS3035RES100mN3273800E4547200;4547250;3273850;3731;NA
CRS3035RES100mN3273800E4547300;4547350;3273850;3820;NA
CRS3035RES100mN3273800E4547400;4547450;3273850;4036;NA
CRS3035RES100mN3273800E4547500;4547550;3273850;4205;NA
CRS3035RES100mN3273800E4547600;4547650;3273850;4223;NA
CRS3035RES100mN3273800E4547700;4547750;3273850;3703;NA
CRS3035RES100mN3273800E4547900;4547950;3273850;3965;NA
CRS3035RES100mN3273800E4548100;4548150;3273850;5729;NA
CRS3035RES100mN3273800E4548200;4548250;3273850;3412;NA
CRS3035RES100mN3273800E4548300;4548350;3273850;3606;NA
CRS3035RES100mN3273800E4548400;4548450;3273850;3423;NA
CRS3035RES100mN3273800E4548500;4548550;3273850;3969;NA
CRS3035RES100mN3273800E4548600;4548650;3273850;4005;NA
CRS3035RES100mN3273800E4548800;4548850;3273850;3575;NA
CRS3035RES100mN3273800E4548900;4548950;3273850;3903;NA
CRS3035RES100mN3273800E4549000;4549050;3273850;4413;NA
CRS3035RES100mN3273800E4549100;4549150;3273850;2498;NA
CRS3035RES100mN3273800E4549200;4549250;3273850;4243;NA
CRS3035RES100mN3273800E4549300;4549350;3273850;5160;NA
CRS3035RES100mN3273800E4550500;4550550;3273850;4494;NA
CRS3035RES100mN3273800E4550600;4550650;3273850;4516;NA
CRS3035RES100mN3273800E4550700;4550750;3273850;3949;NA
CRS3035RES100mN3273800E4550900;4550950;3273850;4116;NA
CRS3035RES100mN3273800E4551000;4551050;3273850;3618;NA
CRS3035RES100mN3273800E4551100;4551150;3273850;4127;NA
CRS3035RES100mN3273800E4551200;4551250;3273850;3843;NA
CRS3035RES100mN3273800E4551300;4551350;3273850;5400;NA
CRS3035RES100mN3273800E4551400;4551450;3273850;3331;NA
CRS3035RES100mN3273800E4551500;4551550;3273850;3796;NA
CRS3035RES100mN3273800E4551600;4551650;3273850;4036;NA
CRS3035RES100mN3273800E4551700;4551750;3273850;3839;NA
CRS3035RES100mN3273800E4551800;4551850;3273850;3425;NA
CRS3035RES100mN3273800E4551900;4551950;3273850;3653;NA
CRS3035RES100mN3273800E4552000;4552050;3273850;3883;NA
CRS3035RES100mN3273800E4552100;4552150;3273850;3752;NA
CRS3035RES100mN3273800E4552200;4552250;3273850;3767;NA
CRS3035RES100mN3273800E4552300;4552350;3273850;3889;NA
CRS3035RES100mN3273800E4552400;4552450;3273850;3579;NA
CRS3035RES100mN3273800E4552600;4552650;3273850;2960;NA
CRS3035RES100mN3273800E4552700;4552750;3273850;2647;NA
CRS3035RES100mN3273800E4552800;4552850;3273850;3985;NA
CRS3035RES100mN3273800E4552900;4552950;3273850;3094;NA
CRS3035RES100mN3273800E4553100;4553150;3273850;4924;NA
CRS3035RES100mN3273800E4553200;4553250;3273850;4667;NA
CRS3035RES100mN3273800E4553300;4553350;3273850;6942;NA
CRS3035RES100mN3273800E4553400;4553450;3273850;3006;NA
CRS3035RES100mN3273800E4553500;4553550;3273850;8379;NA
CRS3035RES100mN3273800E4553600;4553650;3273850;4372;NA
CRS3035RES100mN3273800E4554400;4554450;3273850;3180;NA
CRS3035RES100mN3273800E4554500;4554550;3273850;2515;NA
CRS3035RES100mN3273800E4554600;4554650;3273850;2790;NA
CRS3035RES100mN3273800E4554800;4554850;3273850;4076;NA
CRS3035RES100mN3273800E4554900;4554950;3273850;4166;NA
CRS3035RES100mN3273800E4555000;4555050;3273850;3384;NA
CRS3035RES100mN3273800E4555100;4555150;3273850;3799;NA
CRS3035RES100mN3273800E4555200;4555250;3273850;3610;NA
CRS3035RES100mN3273800E4555300;4555350;3273850;3485;NA
CRS3035RES100mN3273800E4555400;4555450;3273850;3151;NA
CRS3035RES100mN3273800E4555500;4555550;3273850;4477;NA
CRS3035RES100mN3273800E4555600;4555650;3273850;2800;NA
CRS3035RES100mN3273800E4555700;4555750;3273850;3182;NA
CRS3035RES100mN3273800E4556400;4556450;3273850;4648;NA
CRS3035RES100mN3273800E4556600;4556650;3273850;3331;NA
CRS3035RES100mN3273800E4556700;4556750;3273850;3177;NA
CRS3035RES100mN3273800E4556800;4556850;3273850;2543;NA
CRS3035RES100mN3273800E4556900;4556950;3273850;2624;NA
CRS3035RES100mN3273800E4557000;4557050;3273850;4448;NA
CRS3035RES100mN3273800E4557100;4557150;3273850;4164;NA
CRS3035RES100mN3273800E4557200;4557250;3273850;4415;NA
CRS3035RES100mN3273800E4557300;4557350;3273850;4049;NA
CRS3035RES100mN3273800E4557400;4557450;3273850;4202;NA
CRS3035RES100mN3273800E4557600;4557650;3273850;3535;NA
CRS3035RES100mN3273800E4557700;4557750;3273850;3347;NA
CRS3035RES100mN3273800E4557900;4557950;3273850;3700;NA
CRS3035RES100mN3273800E4560300;4560350;3273850;3326;NA
CRS3035RES100mN3273800E4560400;4560450;3273850;4656;NA
CRS3035RES100mN3273800E4560500;4560550;3273850;5109;NA
CRS3035RES100mN3273800E4560600;4560650;3273850;6140;NA
CRS3035RES100mN3273800E4560700;4560750;3273850;6134;NA
CRS3035RES100mN3273800E4560800;4560850;3273850;5093;NA
CRS3035RES100mN3273800E4560900;4560950;3273850;5762;NA
CRS3035RES100mN3273800E4561300;4561350;3273850;4105;NA
CRS3035RES100mN3273800E4561400;4561450;3273850;4820;NA
CRS3035RES100mN3273800E4561500;4561550;3273850;3039;NA
CRS3035RES100mN3273800E4561600;4561650;3273850;5100;NA
CRS3035RES100mN3273800E4561700;4561750;3273850;4639;NA
CRS3035RES100mN3273800E4561800;4561850;3273850;5520;NA
CRS3035RES100mN3273800E4561900;4561950;3273850;4341;NA
CRS3035RES100mN3273800E4562000;4562050;3273850;5698;NA
CRS3035RES100mN3273800E4562100;4562150;3273850;5523;NA
CRS3035RES100mN3273800E4562200;4562250;3273850;4165;NA
CRS3035RES100mN3273800E4562300;4562350;3273850;5199;NA
CRS3035RES100mN3273800E4562400;4562450;3273850;4784;NA
CRS3035RES100mN3273800E4562500;4562550;3273850;5710;NA
CRS3035RES100mN3273800E4562600;4562650;3273850;6188;NA
CRS3035RES100mN3273800E4562700;4562750;3273850;3501;NA
CRS3035RES100mN3273800E4563900;4563950;3273850;5933;NA
CRS3035RES100mN3273800E4564000;4564050;3273850;4727;NA
CRS3035RES100mN3273800E4564100;4564150;3273850;3658;NA
CRS3035RES100mN3273800E4564200;4564250;3273850;4464;NA
CRS3035RES100mN3273800E4564300;4564350;3273850;3899;NA
CRS3035RES100mN3273800E4564400;4564450;3273850;3308;NA
CRS3035RES100mN3273800E4564500;4564550;3273850;5702;NA
CRS3035RES100mN3273800E4564600;4564650;3273850;5416;NA
CRS3035RES100mN3273800E4564700;4564750;3273850;4933;NA
CRS3035RES100mN3273800E4564800;4564850;3273850;4493;NA
CRS3035RES100mN3273800E4564900;4564950;3273850;4387;NA
CRS3035RES100mN3273800E4565000;4565050;3273850;3845;NA
CRS3035RES100mN3273800E4565100;4565150;3273850;3531;NA
CRS3035RES100mN3273800E4565200;4565250;3273850;3183;NA
CRS3035RES100mN3273800E4565300;4565350;3273850;3504;NA
CRS3035RES100mN3273800E4565400;4565450;3273850;4227;NA
CRS3035RES100mN3273800E4565500;4565550;3273850;4348;NA
