GITTER_ID_100m;x_mp_100m;y_mp_100m;Durchschnittsalter;werterlaeuternde_Zeichen
CRS3035RES100mN3265800E4566700;4566750;3265850;5957;NA
CRS3035RES100mN3265800E4566800;4566850;3265850;3544;NA
CRS3035RES100mN3265800E4567000;4567050;3265850;4917;NA
CRS3035RES100mN3265800E4567100;4567150;3265850;4394;NA
CRS3035RES100mN3265800E4567200;4567250;3265850;3592;NA
CRS3035RES100mN3265800E4567300;4567350;3265850;4079;NA
CRS3035RES100mN3265800E4567400;4567450;3265850;3864;NA
CRS3035RES100mN3265800E4567500;4567550;3265850;3681;NA
CRS3035RES100mN3265800E4567600;4567650;3265850;4052;NA
CRS3035RES100mN3265800E4567700;4567750;3265850;3972;NA
CRS3035RES100mN3265800E4567800;4567850;3265850;5958;NA
CRS3035RES100mN3265800E4570800;4570850;3265850;3500;NA
CRS3035RES100mN3265800E4571900;4571950;3265850;4967;NA
CRS3035RES100mN3265800E4572000;4572050;3265850;4613;NA
CRS3035RES100mN3265800E4572100;4572150;3265850;5296;NA
CRS3035RES100mN3265800E4572200;4572250;3265850;5735;NA
CRS3035RES100mN3265800E4572300;4572350;3265850;5232;NA
CRS3035RES100mN3265800E4572400;4572450;3265850;4874;NA
CRS3035RES100mN3265800E4572500;4572550;3265850;3838;NA
CRS3035RES100mN3265800E4572600;4572650;3265850;5478;NA
CRS3035RES100mN3265800E4572700;4572750;3265850;5255;NA
CRS3035RES100mN3265800E4572800;4572850;3265850;6136;NA
CRS3035RES100mN3265800E4572900;4572950;3265850;5567;NA
CRS3035RES100mN3265800E4573000;4573050;3265850;5290;NA
CRS3035RES100mN3265800E4573100;4573150;3265850;5872;NA
CRS3035RES100mN3265800E4573200;4573250;3265850;4921;NA
CRS3035RES100mN3265800E4573300;4573350;3265850;4125;NA
CRS3035RES100mN3265800E4573400;4573450;3265850;6132;NA
CRS3035RES100mN3265800E4573500;4573550;3265850;6497;NA
CRS3035RES100mN3265900E4532600;4532650;3265950;4633;NA
CRS3035RES100mN3265900E4532700;4532750;3265950;4415;NA
CRS3035RES100mN3265900E4532800;4532850;3265950;6122;NA
CRS3035RES100mN3265900E4532900;4532950;3265950;7182;NA
CRS3035RES100mN3265900E4533000;4533050;3265950;6328;NA
CRS3035RES100mN3265900E4533200;4533250;3265950;4760;NA
CRS3035RES100mN3265900E4533300;4533350;3265950;4545;NA
CRS3035RES100mN3265900E4533400;4533450;3265950;5113;NA
CRS3035RES100mN3265900E4533500;4533550;3265950;4664;NA
CRS3035RES100mN3265900E4533600;4533650;3265950;5035;NA
CRS3035RES100mN3265900E4533700;4533750;3265950;4878;NA
CRS3035RES100mN3265900E4533800;4533850;3265950;5039;NA
CRS3035RES100mN3265900E4533900;4533950;3265950;4726;NA
CRS3035RES100mN3265900E4534000;4534050;3265950;4629;NA
CRS3035RES100mN3265900E4535100;4535150;3265950;4106;NA
CRS3035RES100mN3265900E4535200;4535250;3265950;3164;NA
CRS3035RES100mN3265900E4535300;4535350;3265950;3229;NA
CRS3035RES100mN3265900E4542600;4542650;3265950;3966;NA
CRS3035RES100mN3265900E4543000;4543050;3265950;4986;NA
CRS3035RES100mN3265900E4543100;4543150;3265950;5031;NA
CRS3035RES100mN3265900E4543200;4543250;3265950;3566;NA
CRS3035RES100mN3265900E4543300;4543350;3265950;3321;NA
CRS3035RES100mN3265900E4543600;4543650;3265950;4241;NA
CRS3035RES100mN3265900E4543700;4543750;3265950;4248;NA
CRS3035RES100mN3265900E4543800;4543850;3265950;5066;NA
CRS3035RES100mN3265900E4543900;4543950;3265950;5008;NA
CRS3035RES100mN3265900E4544000;4544050;3265950;5089;NA
CRS3035RES100mN3265900E4544100;4544150;3265950;3633;NA
CRS3035RES100mN3265900E4544200;4544250;3265950;2447;NA
CRS3035RES100mN3265900E4544300;4544350;3265950;4714;NA
CRS3035RES100mN3265900E4544400;4544450;3265950;4533;NA
CRS3035RES100mN3265900E4544600;4544650;3265950;5793;NA
CRS3035RES100mN3265900E4544700;4544750;3265950;5002;NA
CRS3035RES100mN3265900E4544800;4544850;3265950;3774;NA
CRS3035RES100mN3265900E4545200;4545250;3265950;4444;NA
CRS3035RES100mN3265900E4545700;4545750;3265950;6487;NA
CRS3035RES100mN3265900E4545800;4545850;3265950;4595;NA
CRS3035RES100mN3265900E4545900;4545950;3265950;5633;NA
CRS3035RES100mN3265900E4546000;4546050;3265950;6059;NA
CRS3035RES100mN3265900E4546100;4546150;3265950;4102;NA
CRS3035RES100mN3265900E4546200;4546250;3265950;6453;NA
CRS3035RES100mN3265900E4546300;4546350;3265950;5159;NA
CRS3035RES100mN3265900E4546400;4546450;3265950;4011;NA
CRS3035RES100mN3265900E4546500;4546550;3265950;4434;NA
CRS3035RES100mN3265900E4546900;4546950;3265950;4957;NA
CRS3035RES100mN3265900E4547000;4547050;3265950;4136;NA
CRS3035RES100mN3265900E4547100;4547150;3265950;4229;NA
CRS3035RES100mN3265900E4547200;4547250;3265950;4644;NA
CRS3035RES100mN3265900E4547300;4547350;3265950;4544;NA
CRS3035RES100mN3265900E4547400;4547450;3265950;4278;NA
CRS3035RES100mN3265900E4547500;4547550;3265950;4223;NA
CRS3035RES100mN3265900E4547600;4547650;3265950;4594;NA
CRS3035RES100mN3265900E4547800;4547850;3265950;4420;NA
CRS3035RES100mN3265900E4548700;4548750;3265950;4192;NA
CRS3035RES100mN3265900E4548800;4548850;3265950;3575;NA
CRS3035RES100mN3265900E4548900;4548950;3265950;4231;NA
CRS3035RES100mN3265900E4549200;4549250;3265950;4449;NA
CRS3035RES100mN3265900E4549300;4549350;3265950;3942;NA
CRS3035RES100mN3265900E4549600;4549650;3265950;5547;NA
CRS3035RES100mN3265900E4549700;4549750;3265950;5942;NA
CRS3035RES100mN3265900E4549800;4549850;3265950;5563;NA
CRS3035RES100mN3265900E4549900;4549950;3265950;5242;NA
CRS3035RES100mN3265900E4550000;4550050;3265950;5430;NA
CRS3035RES100mN3265900E4550100;4550150;3265950;4858;NA
CRS3035RES100mN3265900E4550200;4550250;3265950;4888;NA
CRS3035RES100mN3265900E4550300;4550350;3265950;3540;NA
CRS3035RES100mN3265900E4550400;4550450;3265950;3912;NA
CRS3035RES100mN3265900E4550500;4550550;3265950;4786;NA
CRS3035RES100mN3265900E4550600;4550650;3265950;4608;NA
CRS3035RES100mN3265900E4550700;4550750;3265950;4114;NA
CRS3035RES100mN3265900E4550800;4550850;3265950;4492;NA
CRS3035RES100mN3265900E4550900;4550950;3265950;4346;NA
CRS3035RES100mN3265900E4554200;4554250;3265950;4073;NA
CRS3035RES100mN3265900E4554300;4554350;3265950;4994;NA
CRS3035RES100mN3265900E4554500;4554550;3265950;4371;NA
CRS3035RES100mN3265900E4554600;4554650;3265950;3711;NA
CRS3035RES100mN3265900E4554700;4554750;3265950;3984;NA
CRS3035RES100mN3265900E4554800;4554850;3265950;5366;NA
CRS3035RES100mN3265900E4555100;4555150;3265950;4326;NA
CRS3035RES100mN3265900E4555500;4555550;3265950;2764;NA
CRS3035RES100mN3265900E4555600;4555650;3265950;3484;NA
CRS3035RES100mN3265900E4555900;4555950;3265950;4578;NA
CRS3035RES100mN3265900E4556000;4556050;3265950;3981;NA
CRS3035RES100mN3265900E4556600;4556650;3265950;2317;NA
CRS3035RES100mN3265900E4556800;4556850;3265950;5613;NA
CRS3035RES100mN3265900E4557200;4557250;3265950;4053;NA
CRS3035RES100mN3265900E4557300;4557350;3265950;3886;NA
CRS3035RES100mN3265900E4557400;4557450;3265950;4146;NA
CRS3035RES100mN3265900E4557500;4557550;3265950;4573;NA
CRS3035RES100mN3265900E4557600;4557650;3265950;5966;NA
CRS3035RES100mN3265900E4557700;4557750;3265950;5316;NA
CRS3035RES100mN3265900E4557800;4557850;3265950;4204;NA
CRS3035RES100mN3265900E4557900;4557950;3265950;3586;NA
CRS3035RES100mN3265900E4559100;4559150;3265950;5737;NA
CRS3035RES100mN3265900E4559200;4559250;3265950;4640;NA
CRS3035RES100mN3265900E4559300;4559350;3265950;4270;NA
CRS3035RES100mN3265900E4559500;4559550;3265950;4166;NA
CRS3035RES100mN3265900E4559600;4559650;3265950;4468;NA
CRS3035RES100mN3265900E4559700;4559750;3265950;4416;NA
CRS3035RES100mN3265900E4560100;4560150;3265950;4209;NA
CRS3035RES100mN3265900E4560200;4560250;3265950;4299;NA
CRS3035RES100mN3265900E4560300;4560350;3265950;4850;NA
CRS3035RES100mN3265900E4560400;4560450;3265950;5248;NA
CRS3035RES100mN3265900E4560500;4560550;3265950;5890;NA
CRS3035RES100mN3265900E4560600;4560650;3265950;6956;NA
CRS3035RES100mN3265900E4560800;4560850;3265950;5083;NA
CRS3035RES100mN3265900E4560900;4560950;3265950;5162;NA
CRS3035RES100mN3265900E4561000;4561050;3265950;5586;NA
CRS3035RES100mN3265900E4561100;4561150;3265950;4953;NA
CRS3035RES100mN3265900E4561200;4561250;3265950;4938;NA
CRS3035RES100mN3265900E4561300;4561350;3265950;4229;NA
CRS3035RES100mN3265900E4561400;4561450;3265950;4874;NA
CRS3035RES100mN3265900E4561500;4561550;3265950;5673;NA
CRS3035RES100mN3265900E4561600;4561650;3265950;5569;NA
CRS3035RES100mN3265900E4561700;4561750;3265950;3867;NA
CRS3035RES100mN3265900E4561800;4561850;3265950;4653;NA
CRS3035RES100mN3265900E4561900;4561950;3265950;4097;NA
CRS3035RES100mN3265900E4562500;4562550;3265950;4662;NA
CRS3035RES100mN3265900E4562600;4562650;3265950;4504;NA
CRS3035RES100mN3265900E4562700;4562750;3265950;4129;NA
CRS3035RES100mN3265900E4562900;4562950;3265950;5947;NA
CRS3035RES100mN3265900E4563000;4563050;3265950;4480;NA
CRS3035RES100mN3265900E4563100;4563150;3265950;2611;NA
CRS3035RES100mN3265900E4563200;4563250;3265950;3126;NA
CRS3035RES100mN3265900E4563300;4563350;3265950;3123;NA
CRS3035RES100mN3265900E4563400;4563450;3265950;4313;NA
CRS3035RES100mN3265900E4563800;4563850;3265950;5683;NA
CRS3035RES100mN3265900E4564400;4564450;3265950;5508;NA
CRS3035RES100mN3265900E4564500;4564550;3265950;5505;NA
CRS3035RES100mN3265900E4564600;4564650;3265950;4668;NA
CRS3035RES100mN3265900E4564900;4564950;3265950;3962;NA
CRS3035RES100mN3265900E4565200;4565250;3265950;3858;NA
CRS3035RES100mN3265900E4565300;4565350;3265950;4113;NA
CRS3035RES100mN3265900E4565400;4565450;3265950;3647;NA
CRS3035RES100mN3265900E4565600;4565650;3265950;6251;NA
CRS3035RES100mN3265900E4566400;4566450;3265950;7135;NA
CRS3035RES100mN3265900E4566700;4566750;3265950;3504;NA
CRS3035RES100mN3265900E4566800;4566850;3265950;4999;NA
CRS3035RES100mN3265900E4567000;4567050;3265950;3733;NA
CRS3035RES100mN3265900E4567100;4567150;3265950;5738;NA
CRS3035RES100mN3265900E4567200;4567250;3265950;5319;NA
CRS3035RES100mN3265900E4567300;4567350;3265950;4150;NA
CRS3035RES100mN3265900E4567400;4567450;3265950;3965;NA
CRS3035RES100mN3265900E4567500;4567550;3265950;4846;NA
CRS3035RES100mN3265900E4567600;4567650;3265950;4715;NA
CRS3035RES100mN3265900E4567700;4567750;3265950;4237;NA
CRS3035RES100mN3265900E4567800;4567850;3265950;4239;NA
CRS3035RES100mN3265900E4567900;4567950;3265950;4046;NA
CRS3035RES100mN3265900E4568000;4568050;3265950;3984;NA
CRS3035RES100mN3265900E4568100;4568150;3265950;3782;NA
CRS3035RES100mN3265900E4568200;4568250;3265950;3820;NA
CRS3035RES100mN3265900E4568300;4568350;3265950;4859;NA
CRS3035RES100mN3265900E4572600;4572650;3265950;5228;NA
CRS3035RES100mN3265900E4572700;4572750;3265950;4556;NA
CRS3035RES100mN3265900E4572800;4572850;3265950;4005;NA
CRS3035RES100mN3265900E4572900;4572950;3265950;5025;NA
CRS3035RES100mN3265900E4573000;4573050;3265950;7001;NA
CRS3035RES100mN3265900E4573100;4573150;3265950;4700;NA
CRS3035RES100mN3265900E4573200;4573250;3265950;2480;NA
CRS3035RES100mN3266000E4532600;4532650;3266050;7779;NA
CRS3035RES100mN3266000E4532700;4532750;3266050;5161;NA
CRS3035RES100mN3266000E4532800;4532850;3266050;6071;NA
CRS3035RES100mN3266000E4532900;4532950;3266050;6789;NA
CRS3035RES100mN3266000E4533000;4533050;3266050;5721;NA
CRS3035RES100mN3266000E4533100;4533150;3266050;4687;NA
CRS3035RES100mN3266000E4533300;4533350;3266050;6035;NA
CRS3035RES100mN3266000E4533400;4533450;3266050;3765;NA
CRS3035RES100mN3266000E4533500;4533550;3266050;4861;NA
CRS3035RES100mN3266000E4533600;4533650;3266050;3840;NA
CRS3035RES100mN3266000E4533700;4533750;3266050;4666;NA
CRS3035RES100mN3266000E4533800;4533850;3266050;4748;NA
CRS3035RES100mN3266000E4533900;4533950;3266050;4892;NA
CRS3035RES100mN3266000E4534000;4534050;3266050;3943;NA
CRS3035RES100mN3266000E4534200;4534250;3266050;3688;NA
CRS3035RES100mN3266000E4534300;4534350;3266050;4698;NA
CRS3035RES100mN3266000E4534400;4534450;3266050;7068;NA
CRS3035RES100mN3266000E4535100;4535150;3266050;5099;NA
CRS3035RES100mN3266000E4535200;4535250;3266050;3803;NA
CRS3035RES100mN3266000E4535300;4535350;3266050;3356;NA
CRS3035RES100mN3266000E4535400;4535450;3266050;3962;NA
CRS3035RES100mN3266000E4543100;4543150;3266050;4911;NA
CRS3035RES100mN3266000E4543200;4543250;3266050;4130;NA
CRS3035RES100mN3266000E4543300;4543350;3266050;3103;NA
CRS3035RES100mN3266000E4543400;4543450;3266050;3171;NA
CRS3035RES100mN3266000E4543500;4543550;3266050;4481;NA
CRS3035RES100mN3266000E4543600;4543650;3266050;4292;NA
CRS3035RES100mN3266000E4543700;4543750;3266050;3362;NA
CRS3035RES100mN3266000E4543900;4543950;3266050;4152;NA
CRS3035RES100mN3266000E4544000;4544050;3266050;4409;NA
CRS3035RES100mN3266000E4544100;4544150;3266050;6930;NA
CRS3035RES100mN3266000E4544200;4544250;3266050;5318;NA
CRS3035RES100mN3266000E4544600;4544650;3266050;5104;NA
CRS3035RES100mN3266000E4544700;4544750;3266050;5524;NA
CRS3035RES100mN3266000E4544800;4544850;3266050;5494;NA
CRS3035RES100mN3266000E4544900;4544950;3266050;4590;NA
CRS3035RES100mN3266000E4545200;4545250;3266050;3529;NA
CRS3035RES100mN3266000E4545400;4545450;3266050;4711;NA
CRS3035RES100mN3266000E4545700;4545750;3266050;5077;NA
CRS3035RES100mN3266000E4545800;4545850;3266050;4587;NA
CRS3035RES100mN3266000E4545900;4545950;3266050;5217;NA
CRS3035RES100mN3266000E4546000;4546050;3266050;3835;NA
CRS3035RES100mN3266000E4546100;4546150;3266050;4159;NA
CRS3035RES100mN3266000E4546200;4546250;3266050;4773;NA
CRS3035RES100mN3266000E4546300;4546350;3266050;4629;NA
CRS3035RES100mN3266000E4546400;4546450;3266050;4552;NA
CRS3035RES100mN3266000E4546500;4546550;3266050;4010;NA
CRS3035RES100mN3266000E4546700;4546750;3266050;3380;NA
CRS3035RES100mN3266000E4546800;4546850;3266050;3714;NA
CRS3035RES100mN3266000E4547000;4547050;3266050;4426;NA
CRS3035RES100mN3266000E4547100;4547150;3266050;4507;NA
CRS3035RES100mN3266000E4547200;4547250;3266050;5018;NA
CRS3035RES100mN3266000E4547300;4547350;3266050;4851;NA
CRS3035RES100mN3266000E4547400;4547450;3266050;2808;NA
CRS3035RES100mN3266000E4547500;4547550;3266050;5036;NA
CRS3035RES100mN3266000E4547600;4547650;3266050;6440;NA
CRS3035RES100mN3266000E4547800;4547850;3266050;3171;NA
CRS3035RES100mN3266000E4549200;4549250;3266050;3782;NA
CRS3035RES100mN3266000E4549300;4549350;3266050;4732;NA
CRS3035RES100mN3266000E4549400;4549450;3266050;4789;NA
CRS3035RES100mN3266000E4549500;4549550;3266050;4772;NA
CRS3035RES100mN3266000E4549600;4549650;3266050;3309;NA
CRS3035RES100mN3266000E4549900;4549950;3266050;3942;NA
CRS3035RES100mN3266000E4550000;4550050;3266050;4641;NA
CRS3035RES100mN3266000E4550100;4550150;3266050;4624;NA
CRS3035RES100mN3266000E4550200;4550250;3266050;4506;NA
CRS3035RES100mN3266000E4550300;4550350;3266050;3966;NA
CRS3035RES100mN3266000E4550400;4550450;3266050;3492;NA
CRS3035RES100mN3266000E4550500;4550550;3266050;4288;NA
CRS3035RES100mN3266000E4550600;4550650;3266050;4095;NA
CRS3035RES100mN3266000E4550700;4550750;3266050;3632;NA
CRS3035RES100mN3266000E4550800;4550850;3266050;4018;NA
CRS3035RES100mN3266000E4550900;4550950;3266050;4211;NA
CRS3035RES100mN3266000E4552600;4552650;3266050;3098;NA
CRS3035RES100mN3266000E4552700;4552750;3266050;5531;NA
CRS3035RES100mN3266000E4552900;4552950;3266050;4076;NA
CRS3035RES100mN3266000E4554100;4554150;3266050;4323;NA
CRS3035RES100mN3266000E4554200;4554250;3266050;4181;NA
CRS3035RES100mN3266000E4554300;4554350;3266050;4529;NA
CRS3035RES100mN3266000E4554500;4554550;3266050;4416;NA
CRS3035RES100mN3266000E4554600;4554650;3266050;3338;NA
CRS3035RES100mN3266000E4554700;4554750;3266050;4923;NA
CRS3035RES100mN3266000E4555000;4555050;3266050;3837;NA
CRS3035RES100mN3266000E4555100;4555150;3266050;3366;NA
CRS3035RES100mN3266000E4555200;4555250;3266050;2914;NA
CRS3035RES100mN3266000E4555500;4555550;3266050;3516;NA
CRS3035RES100mN3266000E4555600;4555650;3266050;5294;NA
CRS3035RES100mN3266000E4555700;4555750;3266050;4531;NA
CRS3035RES100mN3266000E4555800;4555850;3266050;2483;NA
CRS3035RES100mN3266000E4556800;4556850;3266050;4923;NA
CRS3035RES100mN3266000E4557300;4557350;3266050;4434;NA
CRS3035RES100mN3266000E4557400;4557450;3266050;3826;NA
CRS3035RES100mN3266000E4557500;4557550;3266050;5979;NA
CRS3035RES100mN3266000E4559100;4559150;3266050;5543;NA
CRS3035RES100mN3266000E4559200;4559250;3266050;4572;NA
CRS3035RES100mN3266000E4559300;4559350;3266050;5399;NA
CRS3035RES100mN3266000E4559400;4559450;3266050;5574;NA
CRS3035RES100mN3266000E4559500;4559550;3266050;3478;NA
CRS3035RES100mN3266000E4559600;4559650;3266050;4198;NA
CRS3035RES100mN3266000E4560000;4560050;3266050;5371;NA
CRS3035RES100mN3266000E4560100;4560150;3266050;4292;NA
CRS3035RES100mN3266000E4560200;4560250;3266050;4919;NA
CRS3035RES100mN3266000E4560300;4560350;3266050;4820;NA
CRS3035RES100mN3266000E4560400;4560450;3266050;4287;NA
CRS3035RES100mN3266000E4560500;4560550;3266050;5991;NA
CRS3035RES100mN3266000E4560600;4560650;3266050;4928;NA
CRS3035RES100mN3266000E4560700;4560750;3266050;3990;NA
CRS3035RES100mN3266000E4561000;4561050;3266050;2938;NA
CRS3035RES100mN3266000E4561100;4561150;3266050;5084;NA
CRS3035RES100mN3266000E4561200;4561250;3266050;4607;NA
CRS3035RES100mN3266000E4561300;4561350;3266050;4231;NA
CRS3035RES100mN3266000E4561400;4561450;3266050;4609;NA
CRS3035RES100mN3266000E4561500;4561550;3266050;4948;NA
CRS3035RES100mN3266000E4561600;4561650;3266050;5054;NA
CRS3035RES100mN3266000E4561700;4561750;3266050;4828;NA
CRS3035RES100mN3266000E4561800;4561850;3266050;4228;NA
CRS3035RES100mN3266000E4562600;4562650;3266050;3109;NA
CRS3035RES100mN3266000E4562900;4562950;3266050;2375;NA
CRS3035RES100mN3266000E4563000;4563050;3266050;5100;NA
CRS3035RES100mN3266000E4563100;4563150;3266050;2931;NA
CRS3035RES100mN3266000E4563200;4563250;3266050;4666;NA
CRS3035RES100mN3266000E4563400;4563450;3266050;4682;NA
CRS3035RES100mN3266000E4563600;4563650;3266050;4144;NA
CRS3035RES100mN3266000E4563700;4563750;3266050;3862;NA
CRS3035RES100mN3266000E4563800;4563850;3266050;5089;NA
CRS3035RES100mN3266000E4564300;4564350;3266050;5411;NA
CRS3035RES100mN3266000E4564400;4564450;3266050;4547;NA
CRS3035RES100mN3266000E4564500;4564550;3266050;4176;NA
CRS3035RES100mN3266000E4564600;4564650;3266050;3859;NA
CRS3035RES100mN3266000E4564700;4564750;3266050;4029;NA
CRS3035RES100mN3266000E4567000;4567050;3266050;4017;NA
CRS3035RES100mN3266000E4567100;4567150;3266050;5641;NA
CRS3035RES100mN3266000E4567200;4567250;3266050;4599;NA
CRS3035RES100mN3266000E4567300;4567350;3266050;3983;NA
CRS3035RES100mN3266000E4567400;4567450;3266050;3843;NA
CRS3035RES100mN3266000E4567500;4567550;3266050;4473;NA
CRS3035RES100mN3266000E4567600;4567650;3266050;5352;NA
CRS3035RES100mN3266000E4567700;4567750;3266050;4772;NA
CRS3035RES100mN3266000E4567800;4567850;3266050;3995;NA
CRS3035RES100mN3266000E4567900;4567950;3266050;4752;NA
CRS3035RES100mN3266000E4568000;4568050;3266050;4767;NA
CRS3035RES100mN3266000E4568100;4568150;3266050;4053;NA
CRS3035RES100mN3266000E4568200;4568250;3266050;4810;NA
CRS3035RES100mN3266000E4568400;4568450;3266050;5285;NA
CRS3035RES100mN3266000E4568500;4568550;3266050;4874;NA
CRS3035RES100mN3266000E4568600;4568650;3266050;5663;NA
CRS3035RES100mN3266100E4532700;4532750;3266150;5796;NA
CRS3035RES100mN3266100E4532800;4532850;3266150;4644;NA
CRS3035RES100mN3266100E4532900;4532950;3266150;5028;NA
CRS3035RES100mN3266100E4533000;4533050;3266150;6247;NA
CRS3035RES100mN3266100E4533100;4533150;3266150;5159;NA
CRS3035RES100mN3266100E4533200;4533250;3266150;5448;NA
CRS3035RES100mN3266100E4533500;4533550;3266150;5536;NA
CRS3035RES100mN3266100E4533600;4533650;3266150;5738;NA
CRS3035RES100mN3266100E4533700;4533750;3266150;4309;NA
CRS3035RES100mN3266100E4533800;4533850;3266150;5889;NA
CRS3035RES100mN3266100E4533900;4533950;3266150;7147;NA
CRS3035RES100mN3266100E4534200;4534250;3266150;8253;NA
CRS3035RES100mN3266100E4535200;4535250;3266150;4361;NA
CRS3035RES100mN3266100E4535300;4535350;3266150;4691;NA
CRS3035RES100mN3266100E4535400;4535450;3266150;3868;NA
CRS3035RES100mN3266100E4535500;4535550;3266150;6853;NA
CRS3035RES100mN3266100E4535600;4535650;3266150;2992;NA
CRS3035RES100mN3266100E4543300;4543350;3266150;4268;NA
CRS3035RES100mN3266100E4543400;4543450;3266150;2675;NA
CRS3035RES100mN3266100E4543500;4543550;3266150;3714;NA
CRS3035RES100mN3266100E4543600;4543650;3266150;4053;NA
CRS3035RES100mN3266100E4543800;4543850;3266150;3870;NA
CRS3035RES100mN3266100E4543900;4543950;3266150;6325;NA
CRS3035RES100mN3266100E4544000;4544050;3266150;4061;NA
CRS3035RES100mN3266100E4544100;4544150;3266150;5111;NA
CRS3035RES100mN3266100E4544300;4544350;3266150;3648;NA
CRS3035RES100mN3266100E4544600;4544650;3266150;4975;NA
CRS3035RES100mN3266100E4544700;4544750;3266150;4250;NA
CRS3035RES100mN3266100E4544800;4544850;3266150;3726;NA
CRS3035RES100mN3266100E4544900;4544950;3266150;5033;NA
CRS3035RES100mN3266100E4545300;4545350;3266150;4070;NA
CRS3035RES100mN3266100E4545400;4545450;3266150;4312;NA
CRS3035RES100mN3266100E4545700;4545750;3266150;5038;NA
CRS3035RES100mN3266100E4545800;4545850;3266150;5003;NA
CRS3035RES100mN3266100E4545900;4545950;3266150;4887;NA
CRS3035RES100mN3266100E4546000;4546050;3266150;4036;NA
CRS3035RES100mN3266100E4546100;4546150;3266150;4558;NA
CRS3035RES100mN3266100E4546200;4546250;3266150;4522;NA
CRS3035RES100mN3266100E4546300;4546350;3266150;4887;NA
CRS3035RES100mN3266100E4546400;4546450;3266150;4504;NA
CRS3035RES100mN3266100E4546500;4546550;3266150;4256;NA
CRS3035RES100mN3266100E4546600;4546650;3266150;4588;NA
CRS3035RES100mN3266100E4546700;4546750;3266150;3274;NA
CRS3035RES100mN3266100E4546800;4546850;3266150;3774;NA
CRS3035RES100mN3266100E4546900;4546950;3266150;3980;NA
CRS3035RES100mN3266100E4547000;4547050;3266150;4600;NA
CRS3035RES100mN3266100E4547100;4547150;3266150;3521;NA
CRS3035RES100mN3266100E4547200;4547250;3266150;4536;NA
CRS3035RES100mN3266100E4547300;4547350;3266150;4277;NA
CRS3035RES100mN3266100E4547400;4547450;3266150;4540;NA
CRS3035RES100mN3266100E4547500;4547550;3266150;4909;NA
CRS3035RES100mN3266100E4547600;4547650;3266150;4483;NA
CRS3035RES100mN3266100E4547700;4547750;3266150;4828;NA
CRS3035RES100mN3266100E4549200;4549250;3266150;6435;NA
CRS3035RES100mN3266100E4549300;4549350;3266150;6216;NA
CRS3035RES100mN3266100E4549400;4549450;3266150;4188;NA
CRS3035RES100mN3266100E4549500;4549550;3266150;4600;NA
CRS3035RES100mN3266100E4549900;4549950;3266150;4734;NA
CRS3035RES100mN3266100E4550000;4550050;3266150;4260;NA
CRS3035RES100mN3266100E4550100;4550150;3266150;4584;NA
CRS3035RES100mN3266100E4550200;4550250;3266150;4800;NA
CRS3035RES100mN3266100E4550300;4550350;3266150;4660;NA
CRS3035RES100mN3266100E4550400;4550450;3266150;3260;NA
CRS3035RES100mN3266100E4550500;4550550;3266150;4069;NA
CRS3035RES100mN3266100E4550600;4550650;3266150;3077;NA
CRS3035RES100mN3266100E4550700;4550750;3266150;4171;NA
CRS3035RES100mN3266100E4550800;4550850;3266150;4709;NA
CRS3035RES100mN3266100E4550900;4550950;3266150;3604;NA
CRS3035RES100mN3266100E4551000;4551050;3266150;3502;NA
CRS3035RES100mN3266100E4551100;4551150;3266150;3952;NA
CRS3035RES100mN3266100E4551200;4551250;3266150;3593;NA
CRS3035RES100mN3266100E4551600;4551650;3266150;2530;NA
CRS3035RES100mN3266100E4553100;4553150;3266150;3857;NA
CRS3035RES100mN3266100E4554000;4554050;3266150;4434;NA
CRS3035RES100mN3266100E4554100;4554150;3266150;4604;NA
CRS3035RES100mN3266100E4554200;4554250;3266150;5509;NA
CRS3035RES100mN3266100E4554300;4554350;3266150;4522;NA
CRS3035RES100mN3266100E4554400;4554450;3266150;3361;NA
CRS3035RES100mN3266100E4554500;4554550;3266150;4302;NA
CRS3035RES100mN3266100E4554600;4554650;3266150;3480;NA
CRS3035RES100mN3266100E4554800;4554850;3266150;5507;NA
CRS3035RES100mN3266100E4554900;4554950;3266150;5016;NA
CRS3035RES100mN3266100E4555000;4555050;3266150;4889;NA
CRS3035RES100mN3266100E4555100;4555150;3266150;3720;NA
CRS3035RES100mN3266100E4555200;4555250;3266150;3847;NA
CRS3035RES100mN3266100E4555400;4555450;3266150;3288;NA
CRS3035RES100mN3266100E4555500;4555550;3266150;4591;NA
CRS3035RES100mN3266100E4555600;4555650;3266150;3870;NA
CRS3035RES100mN3266100E4555700;4555750;3266150;4171;NA
CRS3035RES100mN3266100E4556800;4556850;3266150;3600;NA
CRS3035RES100mN3266100E4556900;4556950;3266150;4615;NA
CRS3035RES100mN3266100E4557000;4557050;3266150;3198;NA
CRS3035RES100mN3266100E4559200;4559250;3266150;6009;NA
CRS3035RES100mN3266100E4559300;4559350;3266150;5803;NA
CRS3035RES100mN3266100E4559400;4559450;3266150;2842;NA
CRS3035RES100mN3266100E4559500;4559550;3266150;3617;NA
CRS3035RES100mN3266100E4559800;4559850;3266150;2245;NA
CRS3035RES100mN3266100E4559900;4559950;3266150;3003;NA
CRS3035RES100mN3266100E4560000;4560050;3266150;4236;NA
CRS3035RES100mN3266100E4560200;4560250;3266150;3895;NA
CRS3035RES100mN3266100E4560300;4560350;3266150;3474;NA
