GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Unter18;a18bis29;a30bis49;a50bis64;a65undaelter
CRS3035RES100mN3258600E4536200;4536250;3258650;4;–;–;–;–;3
CRS3035RES100mN3258600E4536300;4536350;3258650;8;3;3;5;3;3
CRS3035RES100mN3258600E4551000;4551050;3258650;34;11;3;13;5;3
CRS3035RES100mN3258600E4551100;4551150;3258650;15;4;–;6;–;–
CRS3035RES100mN3258600E4551300;4551350;3258650;24;–;–;4;6;11
CRS3035RES100mN3258600E4551600;4551650;3258650;61;15;3;16;14;8
CRS3035RES100mN3258600E4551700;4551750;3258650;62;16;8;19;21;6
CRS3035RES100mN3258600E4551800;4551850;3258650;51;8;5;7;14;19
CRS3035RES100mN3258600E4551900;4551950;3258650;127;17;18;33;28;26
CRS3035RES100mN3258600E4552000;4552050;3258650;18;3;3;4;–;8
CRS3035RES100mN3258600E4552100;4552150;3258650;74;26;5;32;7;3
CRS3035RES100mN3258600E4552200;4552250;3258650;40;9;5;11;5;4
CRS3035RES100mN3258600E4552300;4552350;3258650;47;12;3;7;14;12
CRS3035RES100mN3258600E4552400;4552450;3258650;24;8;–;4;6;6
CRS3035RES100mN3258600E4552500;4552550;3258650;40;8;3;8;7;16
CRS3035RES100mN3258600E4552600;4552650;3258650;42;3;3;7;5;27
CRS3035RES100mN3258600E4552700;4552750;3258650;131;15;14;30;13;59
CRS3035RES100mN3258600E4552800;4552850;3258650;40;5;7;9;14;9
CRS3035RES100mN3258600E4552900;4552950;3258650;36;–;3;5;4;22
CRS3035RES100mN3258600E4553000;4553050;3258650;28;8;3;3;7;3
CRS3035RES100mN3258600E4553100;4553150;3258650;61;7;11;13;13;18
CRS3035RES100mN3258600E4553200;4553250;3258650;188;29;21;38;49;58
CRS3035RES100mN3258600E4553300;4553350;3258650;176;29;19;58;35;39
CRS3035RES100mN3258600E4553400;4553450;3258650;88;10;9;18;19;31
CRS3035RES100mN3258600E4553500;4553550;3258650;162;27;13;54;32;38
CRS3035RES100mN3258600E4553600;4553650;3258650;41;3;5;8;9;9
CRS3035RES100mN3258600E4553700;4553750;3258650;37;7;–;9;7;10
CRS3035RES100mN3258600E4553800;4553850;3258650;40;10;3;7;6;14
CRS3035RES100mN3258600E4553900;4553950;3258650;40;8;4;6;11;15
CRS3035RES100mN3258600E4554000;4554050;3258650;43;12;4;12;3;13
CRS3035RES100mN3258600E4554100;4554150;3258650;28;–;4;3;9;14
CRS3035RES100mN3258600E4567400;4567450;3258650;20;6;–;8;–;–
CRS3035RES100mN3258600E4567500;4567550;3258650;32;13;–;10;5;4
CRS3035RES100mN3258600E4567600;4567650;3258650;27;3;6;4;5;9
CRS3035RES100mN3258600E4567700;4567750;3258650;23;7;–;9;3;5
CRS3035RES100mN3258600E4569000;4569050;3258650;18;12;4;4;–;–
CRS3035RES100mN3258600E4569100;4569150;3258650;24;–;3;7;9;3
CRS3035RES100mN3258700E4534600;4534650;3258750;19;5;–;6;3;3
CRS3035RES100mN3258700E4535300;4535350;3258750;3;–;–;–;–;–
CRS3035RES100mN3258700E4536100;4536150;3258750;11;–;–;3;3;7
CRS3035RES100mN3258700E4536200;4536250;3258750;12;–;–;–;5;3
CRS3035RES100mN3258700E4536300;4536350;3258750;11;–;–;3;–;4
CRS3035RES100mN3258700E4536400;4536450;3258750;3;–;–;–;–;3
CRS3035RES100mN3258700E4536500;4536550;3258750;3;–;–;–;–;3
CRS3035RES100mN3258700E4551000;4551050;3258750;26;9;–;10;5;4
CRS3035RES100mN3258700E4551100;4551150;3258750;32;8;3;11;6;5
CRS3035RES100mN3258700E4551200;4551250;3258750;26;–;4;10;5;9
CRS3035RES100mN3258700E4551300;4551350;3258750;41;9;4;10;10;9
CRS3035RES100mN3258700E4551400;4551450;3258750;45;5;4;8;9;15
CRS3035RES100mN3258700E4551500;4551550;3258750;12;3;–;5;3;5
CRS3035RES100mN3258700E4551600;4551650;3258750;32;5;7;5;9;7
CRS3035RES100mN3258700E4551700;4551750;3258750;30;3;3;3;11;11
CRS3035RES100mN3258700E4551800;4551850;3258750;27;5;–;4;–;14
CRS3035RES100mN3258700E4551900;4551950;3258750;40;7;11;6;6;14
CRS3035RES100mN3258700E4552000;4552050;3258750;29;13;–;15;–;–
CRS3035RES100mN3258700E4552100;4552150;3258750;87;37;3;44;3;3
CRS3035RES100mN3258700E4552200;4552250;3258750;59;12;10;11;9;13
CRS3035RES100mN3258700E4552300;4552350;3258750;31;10;3;6;12;5
CRS3035RES100mN3258700E4552400;4552450;3258750;53;8;3;12;14;17
CRS3035RES100mN3258700E4552500;4552550;3258750;16;–;–;3;–;12
CRS3035RES100mN3258700E4552600;4552650;3258750;76;4;8;6;15;43
CRS3035RES100mN3258700E4552700;4552750;3258750;209;11;20;39;37;98
CRS3035RES100mN3258700E4552800;4552850;3258750;181;15;20;35;41;69
CRS3035RES100mN3258700E4552900;4552950;3258750;21;9;–;6;4;–
CRS3035RES100mN3258700E4553000;4553050;3258750;34;12;7;9;3;3
CRS3035RES100mN3258700E4553100;4553150;3258750;76;7;12;21;17;21
CRS3035RES100mN3258700E4553200;4553250;3258750;93;13;10;22;18;27
CRS3035RES100mN3258700E4553300;4553350;3258750;159;25;23;44;27;34
CRS3035RES100mN3258700E4553400;4553450;3258750;228;38;29;54;54;53
CRS3035RES100mN3258700E4553500;4553550;3258750;177;18;22;37;34;65
CRS3035RES100mN3258700E4553600;4553650;3258750;55;9;6;6;17;10
CRS3035RES100mN3258700E4553700;4553750;3258750;42;11;3;7;13;5
CRS3035RES100mN3258700E4553800;4553850;3258750;30;–;5;3;14;8
CRS3035RES100mN3258700E4553900;4553950;3258750;42;–;3;3;17;17
CRS3035RES100mN3258700E4554000;4554050;3258750;35;8;–;6;14;7
CRS3035RES100mN3258700E4567500;4567550;3258750;3;–;–;–;–;–
CRS3035RES100mN3258700E4567600;4567650;3258750;29;11;–;9;5;3
CRS3035RES100mN3258700E4567700;4567750;3258750;35;6;5;9;9;7
CRS3035RES100mN3258700E4567800;4567850;3258750;8;3;–;3;5;–
CRS3035RES100mN3258800E4534500;4534550;3258850;46;10;6;12;6;7
CRS3035RES100mN3258800E4534600;4534650;3258850;3;–;–;–;–;–
CRS3035RES100mN3258800E4534700;4534750;3258850;31;6;3;3;10;9
CRS3035RES100mN3258800E4534800;4534850;3258850;72;12;11;12;19;13
CRS3035RES100mN3258800E4534900;4534950;3258850;24;4;3;4;6;9
CRS3035RES100mN3258800E4535000;4535050;3258850;15;4;–;3;3;4
CRS3035RES100mN3258800E4551000;4551050;3258850;17;3;3;4;7;5
CRS3035RES100mN3258800E4551100;4551150;3258850;42;8;5;8;7;15
CRS3035RES100mN3258800E4551200;4551250;3258850;41;11;3;14;5;8
CRS3035RES100mN3258800E4551300;4551350;3258850;61;10;6;15;15;16
CRS3035RES100mN3258800E4551400;4551450;3258850;39;11;–;6;14;5
CRS3035RES100mN3258800E4551500;4551550;3258850;13;–;4;–;6;3
CRS3035RES100mN3258800E4551600;4551650;3258850;29;3;5;6;10;10
CRS3035RES100mN3258800E4551700;4551750;3258850;38;5;8;7;7;15
CRS3035RES100mN3258800E4551800;4551850;3258850;22;6;5;4;6;8
CRS3035RES100mN3258800E4551900;4551950;3258850;12;–;–;4;3;4
CRS3035RES100mN3258800E4552000;4552050;3258850;82;36;7;38;3;–
CRS3035RES100mN3258800E4552100;4552150;3258850;51;15;–;18;9;7
CRS3035RES100mN3258800E4552200;4552250;3258850;105;27;9;29;22;14
CRS3035RES100mN3258800E4552300;4552350;3258850;157;18;8;25;29;76
CRS3035RES100mN3258800E4552400;4552450;3258850;292;107;45;76;39;27
CRS3035RES100mN3258800E4552500;4552550;3258850;257;55;42;68;54;41
CRS3035RES100mN3258800E4552600;4552650;3258850;121;18;13;19;16;50
CRS3035RES100mN3258800E4552700;4552750;3258850;162;8;13;20;40;82
CRS3035RES100mN3258800E4552800;4552850;3258850;75;6;7;13;19;31
CRS3035RES100mN3258800E4552900;4552950;3258850;62;3;10;16;10;23
CRS3035RES100mN3258800E4553000;4553050;3258850;17;6;–;6;3;4
CRS3035RES100mN3258800E4553100;4553150;3258850;36;3;–;6;5;17
CRS3035RES100mN3258800E4553200;4553250;3258850;67;13;7;15;16;17
CRS3035RES100mN3258800E4553300;4553350;3258850;64;5;3;11;21;17
CRS3035RES100mN3258800E4553400;4553450;3258850;48;8;4;11;13;12
CRS3035RES100mN3258800E4553500;4553550;3258850;43;4;6;6;14;16
CRS3035RES100mN3258800E4553600;4553650;3258850;35;3;7;5;3;20
CRS3035RES100mN3258800E4553700;4553750;3258850;27;4;5;5;10;3
CRS3035RES100mN3258800E4553800;4553850;3258850;48;9;8;10;13;8
CRS3035RES100mN3258800E4553900;4553950;3258850;29;5;–;7;13;7
CRS3035RES100mN3258800E4554000;4554050;3258850;39;7;–;7;9;16
CRS3035RES100mN3258800E4567700;4567750;3258850;6;–;–;–;–;5
CRS3035RES100mN3258900E4534500;4534550;3258950;58;16;3;9;20;16
CRS3035RES100mN3258900E4534600;4534650;3258950;35;6;3;8;11;9
CRS3035RES100mN3258900E4534700;4534750;3258950;3;–;–;–;–;3
CRS3035RES100mN3258900E4534800;4534850;3258950;19;3;–;4;7;7
CRS3035RES100mN3258900E4534900;4534950;3258950;38;8;–;16;6;8
CRS3035RES100mN3258900E4535000;4535050;3258950;40;–;–;–;13;28
CRS3035RES100mN3258900E4551000;4551050;3258950;37;6;–;5;16;10
CRS3035RES100mN3258900E4551100;4551150;3258950;29;3;–;8;6;11
CRS3035RES100mN3258900E4551200;4551250;3258950;25;3;–;3;–;21
CRS3035RES100mN3258900E4551300;4551350;3258950;50;6;–;10;10;19
CRS3035RES100mN3258900E4551400;4551450;3258950;32;3;4;3;9;12
CRS3035RES100mN3258900E4551500;4551550;3258950;42;8;–;10;9;8
CRS3035RES100mN3258900E4551600;4551650;3258950;19;4;–;5;–;12
CRS3035RES100mN3258900E4551700;4551750;3258950;54;6;3;20;10;17
CRS3035RES100mN3258900E4551800;4551850;3258950;34;14;4;8;4;10
CRS3035RES100mN3258900E4551900;4551950;3258950;11;3;–;5;4;–
CRS3035RES100mN3258900E4552000;4552050;3258950;70;29;–;29;10;–
CRS3035RES100mN3258900E4552100;4552150;3258950;55;15;7;16;4;14
CRS3035RES100mN3258900E4552200;4552250;3258950;159;38;19;36;24;43
CRS3035RES100mN3258900E4552300;4552350;3258950;159;36;27;29;35;38
CRS3035RES100mN3258900E4552400;4552450;3258950;112;28;20;26;25;15
CRS3035RES100mN3258900E4552500;4552550;3258950;292;55;26;69;55;80
CRS3035RES100mN3258900E4552900;4552950;3258950;67;9;10;13;19;23
CRS3035RES100mN3258900E4553000;4553050;3258950;6;–;–;–;–;–
CRS3035RES100mN3258900E4553100;4553150;3258950;7;–;–;4;–;–
CRS3035RES100mN3258900E4553200;4553250;3258950;38;7;8;5;9;12
CRS3035RES100mN3258900E4553300;4553350;3258950;28;6;3;–;5;10
CRS3035RES100mN3258900E4553400;4553450;3258950;44;3;3;8;12;20
CRS3035RES100mN3258900E4553500;4553550;3258950;15;–;–;3;3;7
CRS3035RES100mN3258900E4553600;4553650;3258950;129;7;10;40;35;37
CRS3035RES100mN3258900E4553700;4553750;3258950;53;11;4;20;10;7
CRS3035RES100mN3258900E4553800;4553850;3258950;21;3;3;5;6;5
CRS3035RES100mN3258900E4553900;4553950;3258950;48;10;4;14;10;15
CRS3035RES100mN3258900E4554000;4554050;3258950;108;11;9;20;27;44
CRS3035RES100mN3259000E4534400;4534450;3259050;7;–;–;3;3;5
CRS3035RES100mN3259000E4534500;4534550;3259050;3;–;–;–;–;–
CRS3035RES100mN3259000E4534700;4534750;3259050;8;3;–;3;5;4
CRS3035RES100mN3259000E4534800;4534850;3259050;8;–;–;–;3;6
CRS3035RES100mN3259000E4551000;4551050;3259050;30;–;3;–;15;11
CRS3035RES100mN3259000E4551100;4551150;3259050;18;3;–;3;7;6
CRS3035RES100mN3259000E4551200;4551250;3259050;36;5;5;8;6;10
CRS3035RES100mN3259000E4551300;4551350;3259050;48;7;3;9;17;10
CRS3035RES100mN3259000E4551400;4551450;3259050;38;6;5;9;9;12
CRS3035RES100mN3259000E4551500;4551550;3259050;42;6;6;4;9;12
CRS3035RES100mN3259000E4551600;4551650;3259050;53;8;4;11;15;14
CRS3035RES100mN3259000E4551700;4551750;3259050;34;8;3;9;10;3
CRS3035RES100mN3259000E4551800;4551850;3259050;18;–;–;3;8;6
CRS3035RES100mN3259000E4551900;4551950;3259050;44;15;–;22;7;–
CRS3035RES100mN3259000E4552000;4552050;3259050;40;12;3;10;3;10
CRS3035RES100mN3259000E4552100;4552150;3259050;26;4;–;–;9;12
CRS3035RES100mN3259000E4552200;4552250;3259050;72;15;11;28;11;8
CRS3035RES100mN3259000E4552300;4552350;3259050;270;32;29;55;88;71
CRS3035RES100mN3259000E4552400;4552450;3259050;180;19;24;29;44;64
CRS3035RES100mN3259000E4552500;4552550;3259050;44;7;8;9;7;13
CRS3035RES100mN3259000E4552800;4552850;3259050;14;4;–;3;6;–
CRS3035RES100mN3259000E4552900;4552950;3259050;70;12;5;13;17;24
CRS3035RES100mN3259000E4553000;4553050;3259050;32;4;6;6;13;4
CRS3035RES100mN3259000E4553200;4553250;3259050;29;7;–;13;6;7
CRS3035RES100mN3259000E4553300;4553350;3259050;30;4;3;5;6;11
CRS3035RES100mN3259000E4553400;4553450;3259050;28;3;3;6;5;13
CRS3035RES100mN3259000E4553500;4553550;3259050;14;4;–;–;–;6
CRS3035RES100mN3259000E4553700;4553750;3259050;108;27;15;33;19;15
CRS3035RES100mN3259000E4553800;4553850;3259050;321;88;29;75;51;76
CRS3035RES100mN3259000E4553900;4553950;3259050;98;10;9;14;33;35
CRS3035RES100mN3259000E4568700;4568750;3259050;8;–;–;3;–;3
CRS3035RES100mN3259100E4551000;4551050;3259150;20;–;–;6;6;3
CRS3035RES100mN3259100E4551100;4551150;3259150;57;9;7;6;17;19
CRS3035RES100mN3259100E4551200;4551250;3259150;52;12;3;15;13;6
CRS3035RES100mN3259100E4551300;4551350;3259150;34;–;4;3;11;15
CRS3035RES100mN3259100E4551400;4551450;3259150;67;13;6;13;22;18
CRS3035RES100mN3259100E4551500;4551550;3259150;41;3;–;7;12;20
CRS3035RES100mN3259100E4551600;4551650;3259150;25;3;4;3;10;10
CRS3035RES100mN3259100E4551700;4551750;3259150;38;9;4;6;5;13
CRS3035RES100mN3259100E4551800;4551850;3259150;9;–;3;–;–;3
CRS3035RES100mN3259100E4551900;4551950;3259150;95;39;6;47;11;–
CRS3035RES100mN3259100E4552000;4552050;3259150;49;4;5;11;11;21
CRS3035RES100mN3259100E4552100;4552150;3259150;72;6;11;18;16;19
CRS3035RES100mN3259100E4552200;4552250;3259150;213;44;28;61;41;34
CRS3035RES100mN3259100E4552300;4552350;3259150;216;55;37;59;34;32
CRS3035RES100mN3259100E4552400;4552450;3259150;214;67;30;57;27;38
CRS3035RES100mN3259100E4552500;4552550;3259150;144;25;10;37;34;31
CRS3035RES100mN3259100E4552600;4552650;3259150;187;31;23;44;55;35
CRS3035RES100mN3259100E4552700;4552750;3259150;60;–;–;3;3;52
CRS3035RES100mN3259100E4552900;4552950;3259150;123;8;22;30;29;41
CRS3035RES100mN3259100E4553000;4553050;3259150;43;3;10;7;13;7
CRS3035RES100mN3259100E4553100;4553150;3259150;44;9;4;16;6;11
CRS3035RES100mN3259100E4553400;4553450;3259150;13;–;–;3;4;3
CRS3035RES100mN3259100E4553500;4553550;3259150;41;12;3;11;7;6
CRS3035RES100mN3259100E4553600;4553650;3259150;157;50;24;36;24;20
CRS3035RES100mN3259100E4553700;4553750;3259150;128;–;11;14;41;62
CRS3035RES100mN3259100E4553800;4553850;3259150;280;27;41;49;59;103
CRS3035RES100mN3259100E4553900;4553950;3259150;272;17;13;38;68;130
CRS3035RES100mN3259100E4568400;4568450;3259150;3;3;–;3;–;–
CRS3035RES100mN3259100E4568500;4568550;3259150;13;3;3;3;3;3
CRS3035RES100mN3259100E4568600;4568650;3259150;7;–;–;3;–;5
CRS3035RES100mN3259100E4568700;4568750;3259150;3;–;–;3;–;–
CRS3035RES100mN3259200E4551100;4551150;3259250;87;14;13;18;26;11
CRS3035RES100mN3259200E4551200;4551250;3259250;79;13;16;12;27;11
CRS3035RES100mN3259200E4551300;4551350;3259250;60;15;6;14;23;6
CRS3035RES100mN3259200E4551400;4551450;3259250;43;13;3;10;10;8
CRS3035RES100mN3259200E4551500;4551550;3259250;40;13;–;8;4;16
CRS3035RES100mN3259200E4551600;4551650;3259250;61;18;3;11;13;15
CRS3035RES100mN3259200E4551700;4551750;3259250;13;–;–;–;4;3
CRS3035RES100mN3259200E4551800;4551850;3259250;58;23;–;28;4;–
CRS3035RES100mN3259200E4551900;4551950;3259250;57;11;–;18;15;15
CRS3035RES100mN3259200E4552000;4552050;3259250;130;8;19;35;23;45
CRS3035RES100mN3259200E4552100;4552150;3259250;63;8;10;9;9;32
CRS3035RES100mN3259200E4552200;4552250;3259250;208;58;30;65;30;26
CRS3035RES100mN3259200E4552300;4552350;3259250;198;55;36;70;19;17
CRS3035RES100mN3259200E4552400;4552450;3259250;288;28;31;65;59;106
CRS3035RES100mN3259200E4552700;4552750;3259250;49;–;–;3;9;38
CRS3035RES100mN3259200E4552800;4552850;3259250;7;3;–;3;3;3
CRS3035RES100mN3259200E4552900;4552950;3259250;97;17;13;22;20;25
CRS3035RES100mN3259200E4553000;4553050;3259250;29;3;–;–;8;18
CRS3035RES100mN3259200E4553100;4553150;3259250;54;3;7;9;15;20
CRS3035RES100mN3259200E4553200;4553250;3259250;37;4;3;8;11;8
CRS3035RES100mN3259200E4553300;4553350;3259250;22;4;3;4;3;5
CRS3035RES100mN3259200E4553400;4553450;3259250;34;3;4;10;4;13
CRS3035RES100mN3259200E4553500;4553550;3259250;121;28;25;22;25;18
CRS3035RES100mN3259200E4553600;4553650;3259250;301;98;57;68;38;43
CRS3035RES100mN3259200E4553700;4553750;3259250;128;57;20;28;15;11
CRS3035RES100mN3259200E4553800;4553850;3259250;449;138;69;116;65;62
CRS3035RES100mN3259200E4553900;4553950;3259250;254;74;66;54;34;26
CRS3035RES100mN3259200E4563200;4563250;3259250;12;–;–;–;3;3
CRS3035RES100mN3259200E4563300;4563350;3259250;61;28;8;14;15;7
CRS3035RES100mN3259200E4563400;4563450;3259250;20;–;–;–;6;7
CRS3035RES100mN3259200E4563500;4563550;3259250;9;–;–;–;3;7
CRS3035RES100mN3259200E4563600;4563650;3259250;15;3;–;4;5;5
CRS3035RES100mN3259200E4568200;4568250;3259250;18;–;4;3;–;6
CRS3035RES100mN3259200E4568300;4568350;3259250;20;6;–;7;–;8
CRS3035RES100mN3259200E4568400;4568450;3259250;19;8;–;4;5;7
CRS3035RES100mN3259200E4568500;4568550;3259250;32;7;3;6;8;7
CRS3035RES100mN3259200E4568600;4568650;3259250;22;6;–;6;8;4
CRS3035RES100mN3259300E4550200;4550250;3259350;6;–;–;–;–;–
CRS3035RES100mN3259300E4551100;4551150;3259350;75;18;11;9;26;10
CRS3035RES100mN3259300E4551200;4551250;3259350;37;5;4;7;13;11
CRS3035RES100mN3259300E4551300;4551350;3259350;43;7;3;8;10;12
CRS3035RES100mN3259300E4551400;4551450;3259350;36;5;3;6;9;9
CRS3035RES100mN3259300E4551500;4551550;3259350;40;5;4;5;10;14
CRS3035RES100mN3259300E4551600;4551650;3259350;42;5;6;3;14;10
CRS3035RES100mN3259300E4551700;4551750;3259350;7;–;–;5;3;3
CRS3035RES100mN3259300E4551800;4551850;3259350;50;20;3;21;6;–
CRS3035RES100mN3259300E4551900;4551950;3259350;60;10;5;14;14;14
CRS3035RES100mN3259300E4552000;4552050;3259350;23;–;–;–;6;11
CRS3035RES100mN3259300E4552100;4552150;3259350;107;8;18;21;22;42
CRS3035RES100mN3259300E4552200;4552250;3259350;213;16;38;55;42;64
CRS3035RES100mN3259300E4552300;4552350;3259350;19;5;–;11;5;3
CRS3035RES100mN3259300E4552400;4552450;3259350;15;–;4;–;7;–
CRS3035RES100mN3259300E4552600;4552650;3259350;3;–;–;–;–;–
CRS3035RES100mN3259300E4552800;4552850;3259350;85;14;12;15;23;17
CRS3035RES100mN3259300E4552900;4552950;3259350;63;4;5;3;20;28
CRS3035RES100mN3259300E4553000;4553050;3259350;19;3;8;3;4;4
CRS3035RES100mN3259300E4553100;4553150;3259350;43;6;7;10;13;9
CRS3035RES100mN3259300E4553200;4553250;3259350;62;10;8;14;17;18
CRS3035RES100mN3259300E4553300;4553350;3259350;138;18;23;43;30;24
CRS3035RES100mN3259300E4553400;4553450;3259350;194;47;29;51;29;37
CRS3035RES100mN3259300E4553500;4553550;3259350;62;18;15;11;15;4
CRS3035RES100mN3259300E4553600;4553650;3259350;154;62;27;39;11;11
CRS3035RES100mN3259300E4553700;4553750;3259350;391;141;73;74;54;49
CRS3035RES100mN3259300E4553800;4553850;3259350;182;58;29;50;26;23
CRS3035RES100mN3259300E4563300;4563350;3259350;7;–;–;–;3;4
CRS3035RES100mN3259300E4563400;4563450;3259350;30;3;–;10;8;4
CRS3035RES100mN3259300E4563500;4563550;3259350;10;3;–;3;–;3
CRS3035RES100mN3259300E4563600;4563650;3259350;27;–;3;4;3;9
CRS3035RES100mN3259300E4563700;4563750;3259350;20;3;–;8;5;6
CRS3035RES100mN3259300E4563800;4563850;3259350;16;3;–;6;3;5
CRS3035RES100mN3259300E4563900;4563950;3259350;29;9;3;12;12;3
CRS3035RES100mN3259300E4568000;4568050;3259350;3;–;–;–;–;3
CRS3035RES100mN3259300E4568100;4568150;3259350;28;3;3;9;7;8
CRS3035RES100mN3259300E4568200;4568250;3259350;26;6;3;7;3;8
CRS3035RES100mN3259300E4568300;4568350;3259350;19;3;–;3;–;9
CRS3035RES100mN3259300E4568400;4568450;3259350;16;–;–;3;3;9
CRS3035RES100mN3259300E4568500;4568550;3259350;38;7;–;17;6;11
CRS3035RES100mN3259300E4568600;4568650;3259350;17;3;4;–;4;8
CRS3035RES100mN3259400E4550100;4550150;3259450;11;3;–;4;–;–
CRS3035RES100mN3259400E4550200;4550250;3259450;7;3;–;3;3;–
CRS3035RES100mN3259400E4551100;4551150;3259450;87;16;5;26;15;25
CRS3035RES100mN3259400E4551200;4551250;3259450;68;7;6;12;27;11
CRS3035RES100mN3259400E4551300;4551350;3259450;40;13;3;11;6;12
CRS3035RES100mN3259400E4551400;4551450;3259450;27;3;–;6;9;5
CRS3035RES100mN3259400E4551500;4551550;3259450;30;6;3;5;4;9
CRS3035RES100mN3259400E4551600;4551650;3259450;21;3;4;5;–;12
CRS3035RES100mN3259400E4551700;4551750;3259450;13;3;3;7;3;–
CRS3035RES100mN3259400E4551800;4551850;3259450;8;3;–;3;3;3
CRS3035RES100mN3259400E4551900;4551950;3259450;67;14;3;13;17;20
CRS3035RES100mN3259400E4552000;4552050;3259450;26;4;–;4;10;8
CRS3035RES100mN3259400E4552100;4552150;3259450;105;9;17;18;19;46
CRS3035RES100mN3259400E4552200;4552250;3259450;19;3;3;4;6;6
CRS3035RES100mN3259400E4552300;4552350;3259450;44;14;–;17;3;10
CRS3035RES100mN3259400E4552400;4552450;3259450;33;3;3;5;9;13
CRS3035RES100mN3259400E4552600;4552650;3259450;16;–;4;–;4;–
CRS3035RES100mN3259400E4552700;4552750;3259450;34;6;13;7;11;5
CRS3035RES100mN3259400E4552800;4552850;3259450;54;10;14;12;18;3
CRS3035RES100mN3259400E4552900;4552950;3259450;87;13;3;10;17;43
CRS3035RES100mN3259400E4553000;4553050;3259450;32;5;5;3;11;3
CRS3035RES100mN3259400E4553100;4553150;3259450;41;6;4;12;6;10
CRS3035RES100mN3259400E4553200;4553250;3259450;119;24;19;20;33;25
CRS3035RES100mN3259400E4553300;4553350;3259450;72;8;7;21;23;16
CRS3035RES100mN3259400E4553400;4553450;3259450;67;10;9;13;17;18
CRS3035RES100mN3259400E4553500;4553550;3259450;44;5;–;5;13;20
CRS3035RES100mN3259400E4553600;4553650;3259450;68;18;4;17;6;18
CRS3035RES100mN3259400E4553700;4553750;3259450;54;5;5;16;6;17
CRS3035RES100mN3259400E4553800;4553850;3259450;38;5;7;11;13;7
CRS3035RES100mN3259400E4563200;4563250;3259450;19;3;–;3;4;9
CRS3035RES100mN3259400E4563300;4563350;3259450;18;4;–;5;6;5
CRS3035RES100mN3259400E4563400;4563450;3259450;19;8;–;6;6;–
CRS3035RES100mN3259400E4563500;4563550;3259450;3;–;–;–;–;–
CRS3035RES100mN3259400E4563600;4563650;3259450;15;3;–;3;4;7
CRS3035RES100mN3259400E4563700;4563750;3259450;26;5;–;8;3;12
CRS3035RES100mN3259400E4563800;4563850;3259450;23;4;–;6;4;6
CRS3035RES100mN3259400E4563900;4563950;3259450;36;8;3;12;8;5
CRS3035RES100mN3259400E4564000;4564050;3259450;32;8;5;7;12;–
CRS3035RES100mN3259400E4564100;4564150;3259450;18;4;–;–;4;9
CRS3035RES100mN3259400E4564200;4564250;3259450;72;26;12;17;14;3
CRS3035RES100mN3259400E4568000;4568050;3259450;7;–;–;–;3;3
CRS3035RES100mN3259400E4568100;4568150;3259450;33;–;4;3;14;7
CRS3035RES100mN3259400E4568200;4568250;3259450;24;3;–;–;8;10
CRS3035RES100mN3259400E4568300;4568350;3259450;23;–;–;4;–;10
CRS3035RES100mN3259400E4568400;4568450;3259450;32;4;3;5;9;12
CRS3035RES100mN3259400E4568500;4568550;3259450;41;9;4;12;5;7
CRS3035RES100mN3259400E4568600;4568650;3259450;17;–;–;–;9;7
CRS3035RES100mN3259400E4568700;4568750;3259450;5;–;–;–;–;3
CRS3035RES100mN3259500E4551100;4551150;3259550;62;17;5;19;15;8
CRS3035RES100mN3259500E4551200;4551250;3259550;61;13;13;17;12;7
CRS3035RES100mN3259500E4551300;4551350;3259550;51;7;9;8;18;11
CRS3035RES100mN3259500E4551400;4551450;3259550;46;4;4;5;16;16
CRS3035RES100mN3259500E4551500;4551550;3259550;40;9;7;8;11;8
CRS3035RES100mN3259500E4551600;4551650;3259550;100;18;16;29;21;14
CRS3035RES100mN3259500E4551800;4551850;3259550;51;10;6;15;17;3
CRS3035RES100mN3259500E4551900;4551950;3259550;37;7;3;9;9;19
CRS3035RES100mN3259500E4552000;4552050;3259550;22;7;–;6;3;9
CRS3035RES100mN3259500E4552100;4552150;3259550;15;3;–;3;5;8
CRS3035RES100mN3259500E4552200;4552250;3259550;36;12;3;14;5;5
